hgnc_symbol	agilent_cgh_44b
MEMO1P2	
AXIN1	
FTH1P16	
MTCO3P31	
NHLRC2	A_14_P121836
NHLRC2	
SPTLC1P3	
HNRNPA1P60	
ARAP1-AS2	
ARL6IP1P3	
RPSAP50	
RPS6KA2	
SMCO4	
PPIAP71	
CSNKA2IP	
PRDM6	
RPS6KB1	A_14_P119384
RPS6KB1	
ZMYND19	
PROS2P	
AASDHPPT	
AASDHPPT	A_14_P122050
EMX2	A_14_P118584
MAPKAPK3	
ACTL10	
TPM3P2	
PIGPP3	
CCDC112	
RTKN2	
ARRDC1	
TREHP1	
KRT8P39	
VTI1BP3	
GNAS	A_14_P112054
GNAS	
GNAS	A_14_P103340
P4HA3	
LINC02400	
PDZRN4	A_14_P121745
PDZRN4	A_14_P200726
PDZRN4	A_14_P130374
UTP11	
UTP11	A_14_P120012
OPALIN	
EEF1A1P9	
PKD1	
PAPSS1	
MED21	
MED21	A_14_P201329
ACTN4P2	
C1orf216	
RPL10AP6	
VGLL3	
SETP5	
SPATA31C1	
SHMT1P1	
ACTL8	
SLCO6A1	
TRAPPC8	
RNU6-86P	
RPS10P3	
PHB1P12	
C9orf92	
RLF	A_14_P118892
GBE1	
BNC2-AS1	
DOCK8-AS1	
DOCK8-AS2	
RPL12P25	
RNU6-1327P	
EIF1P1	
DMRT1	
CERS5	
MTCYBP7	
RNU6-564P	
MTFP1	A_14_P106689
MTFP1	
PKDCC	
DMRT3	
DMRT3	A_14_P132576
DMRT3	A_14_P121618
RPL17P17	
CFAP20DC-DT	
LINC01218	
C9orf129	
MTCO2P6	
HNRNPA3P8	
HMGB1P38	
TMEM123	
RNU6-829P	
CLSPN	
FAM120AOS	
DOCK3	A_14_P121546
DOCK3	A_14_P105886
LINC02264	
ZNF536	
RPL17P50	
CYP26C1-DT	
GAPDHP45	
LINC02641	
LINC02641	A_14_P106720
LINC02641	A_14_P101436
CA10	
UGT2B4	
SEC14L3	
C10orf67-AS1	
FAF2P1	
EML4-AS1	
RPL34P19	
RPL12P46	
LINC00867	
REG1B	
ZNF790	
ATP5PBP5	
CLNS1A	
PTCHD3P1	
ERLIN1	
FCHSD1	
MIR548AU	
TRAF1	
MRPL50P1	
ANAPC1P3	
ARHGEF9-IT1	
BTF3P8	
MIR1468	
TCF7L1	
ZCCHC18	
PAGE5	
COPS4	A_14_P105040
COPS4	A_14_P122108
COPS4	
TAF9P3	
RAB14	
EEF1A1P7	
RPS29P30	
WTIP	
GXYLT2	
GCH1	
GSTO2	A_14_P123281
GSTO2	A_14_P106975
PJA1	
ICE2P2	
HEY2	
ID2B	
SERPINA15P	
CRLF3P3	
CCDC102B	
CCDC102B	A_14_P102390
CCDC102B	A_14_P127888
RPS2P17	
ABHD17C	
ABHD17C	A_14_P118049
FZD6	A_14_P118822
LGALS16	
HK2	
TMEM255A	
RN7SL181P	
ATP5MGP2	
GSN-AS1	
FBXL2	
FBXL2	A_14_P133634
ACNATP	
HMGB1P7	
TMED3	
THAP2	A_14_P138775
THAP2	
OARD1	
MRPL50	
RNU6-576P	
MIR6078	
RNU6-163P	
SDC4P	
RNU6-889P	
MIR6072	
RNA5SP299	
SEC14L4	
RNU6-1095P	
RN7SL198P	
TMEM246-AS1	
RNA5SP300	
MIR548AK	
RNU6-1075P	
RNU2-18P	
PGAP4	
RNU6-1212P	
RNA5SP303	
MIR511	
MTCYBP35	
MIR4293	
IL26	
MIR1265	
RNU6-1141P	
MTCYBP40	
RNU6ATAC39P	
MIR4480	
MIR4481	
MIR548Q	
SLC2A3P1	
RNU6-88P	
RN7SKP219	
PPIC	
RN7SKP37	
RNA5SP307	
RNA5SP306	
RNF20	A_14_P135374
RNF20	
RNU6-413P	
RNA5SP304	
SUMO2P15	
RN7SKP132	
MIR604	
MIR938	
MIR4713HG	
RNU6-908P	
RNA5SP308	
CABYR	
IGHD4OR15-4A	
RPL7AP9	
RNU6-632P	
RN7SL825P	
RN7SKP220	
SLC38A2-AS1	
RNU7-22P	
RORA-AS2	
RN7SL398P	
MIR4683	
RNU6-795P	
RNU6-1170P	
LINC00927	
SLC16A7	A_14_P133982
SLC16A7	A_14_P103265
SLC16A7	A_14_P201400
SLC16A7	
RNU6-885P	
MIR3156-1	
RNA5SP312	
MIR605	
MTND4LP31	
COL25A1-DT	
RNA5SP318	
ANKRD33B-AS1	
RN7SKP196	
LINC02503	
RNU6-543P	
SBSPON	
MIR3924	
MIR1296	
RNA5SP319	
DYNLL1P6	
GPATCH1	
GPATCH1	A_14_P104569
SNORD98	
TTC33	
PRSS23	
PRSS23	A_14_P114690
PGAM4P2	
SHROOM3-AS1	
MIR4676	
MIR606	
RN7SL518P	
RNU6-673P	
CEMIP	
RN7SL840P	
RNU6-325P	
RNU6-478P	
RN7SKP238	
DKK2	
RNA5SP322	
MIR346	
RNU6-129P	
RN7SKP143	
RNU6-441P	
MIR4678	
RNA5SP324	
CACNG5	
TOP1MT	
SNORA12	
RNU6-422P	
RNU2-43P	
MIR6507	
MIR4482	
RN7SKP278	
RNA5SP326	
RNU5B-6P	
GCATP1	
RNU6-463P	
RNU4-5P	
	A_14_P133799
HSPE1P2	
MIR4295	
RNU6-1165P	
RNU6-597P	
RNU6-1121P	
RNU2-59P	
RNU6-1162P	
MIR3663	
RNU6-839P	
RNA5SP325	
RN7SL846P	
MIR3158-1	
MIR3158-2	
MIR609	
RNU2-42P	
SNORA19	
LINC02713	
LNPEP	A_14_P129341
LNPEP	A_14_P108542
LNPEP	A_14_P118676
LNPEP	
MIR4484	
MIR4296	
RN7SL749P	
RNU6-728P	
TAF7L	
MIR4681	
MIR378C	
NME1-NME2	
NME1-NME2	A_14_P119911
RNA5SP328	
MIR3941	
LRRC27	
MIR548H1	
NCAM1-AS1	
LINC00523	
RPL34P23	
RPL31P46	
PPP3R2	
SIRPAP1	
LINC01378	
GAL3ST1	
DLK1	A_14_P122464
DLK1	A_14_P201244
DLK1	
STX3	A_14_P101995
STX3	A_14_P119760
STX3	
CAAP1	
TMPRSS11BNL	
CHMP4AP1	
NDUFB4P7	
INTS6L	A_14_P201877
INTS6L	
CCDC85A	
ZNF565	
ARHGEF38	A_14_P126450
ARHGEF38	A_14_P133749
ARHGEF38	
DHFRP3	
KMT2CP5	
RNFT1	
LINC01793	
H3P31	
CCDC12P1	
RN7SL100P	
IGKV2OR2-1	
KRT127P	
PLAA	
VENTXP3	
RPS29P27	
CCNB2P1	
RBX1P1	
RPL10P13	
TMEM143	
RBMS2	A_14_P122714
RBMS2	
GALNT14	
PWWP2B	
BTC	
ICA1	
BTNL9	
BTNL9	A_14_P202136
BTNL9	A_14_P139500
LINC01165	
TBX2	
TMEM26-AS1	
MEG3	
LINC02625	
BDH2	
PSD	
ZFX	
ZFX	A_14_P202215
MAP2K6	A_14_P130621
MAP2K6	A_14_P201634
MAP2K6	A_14_P106339
RPS4XP23	
VN1R107P	
	A_14_P126399
SLC27A5	
IFT74-AS1	
LRRC19	
PPARGC1B	
PPARGC1B	A_14_P139459
PPARGC1B	A_14_P129473
PPARGC1B	A_14_P112761
RNA5SP280	
	A_14_P135889
LINC00032	
TRAF7	
TRAF7	A_14_P118746
EQTN	
RPL23AP47	
TAAR2	
NDUFAF4	
FZD4	
ADAT2	
LGALS14	
CUEDC2	
JHY	A_14_P103885
JHY	A_14_P125409
JHY	A_14_P114507
JHY	
PES1	
POPDC3	
GLDC	
MTATP6P25	
VDAC1P8	
ATP5PDP4	
TACR3-AS1	
MIR146B	
C10orf95	
GNL2	
MRPL40P1	
MFSD13A	
ZNF737	
RPL12P23	
UGT8	A_14_P101214
UGT8	
SSX1	
TREML2	
LAMA3	A_14_P108153
LAMA3	
SMARCD1	
DSE	
DSE	A_14_P136383
CEACAM22P	
ADH1C	
ACTR1A	
TSHZ3-AS1	
ZNF81	
CLC	
PDE2A	
GPR176	
MID2	
MID2	A_14_P130382
RPEP2	
GJA4	
PRKCA	
PRKCA	A_14_P126156
IGSF23	
TUBAP8	
FRMD4B	
LINC02812	
CHRNB4	
LINC02793	
RPL23AP58	
RNU6-43P	
EIF4BP2	
NPM1P30	
FCF1P6	
NEBL-AS1	
LUZP4P1	
RNU6-15P	
MORN1	
PHB1P1	
ZNF850	
LINC02881	
ACTN4P1	
RPL9P21	
ANKRD6	A_14_P138974
ANKRD6	
LINC01365	
PLAU	
PLAU	A_14_P127341
ABCA3	
ZBTB45	
GSTCD	
GSTCD	A_14_P122445
GSTCD	A_14_P116808
OR4F3	
TEX11	
PGBD4P3	
ARL2BPP5	
ARHGAP26-AS1	
ZNF155	
ST8SIA2	
TSPAN13	A_14_P108784
TSPAN13	
NDFIP1	A_14_P201715
NDFIP1	
SEPTIN7P12	
TUBBP10	
CNOT11	A_14_P103360
CNOT11	A_14_P110631
CNOT11	
PRKCZ-AS1	
ATG12P1	
TTC22	
LINC02073	
LIFR-AS1	
GML	
ABCA9-AS1	
OR7E39P	
RPA3	
	A_14_P128875
CDC42P3	
CTDSP2	
C10orf55	
MRPS5P3	
H2AZP7	
TACR1	
HTR7	
LINC02201	
GPIHBP1	
RPL6P1	
TOM1L1	
TOM1L1	A_14_P105009
TOM1L1	A_14_P111484
TIE1	
NXPH1	A_14_P112568
NXPH1	
NXPH1	A_14_P113627
ANKRD1	
SLC12A2	
SLC12A2	A_14_P139508
MACC1-AS1	A_14_P131188
JRK	
THRAP3P3	
GLCCI1-DT	
MIOS-DT	
PPM1B	A_14_P135663
PPM1B	A_14_P115943
PPM1B	
GPR176-DT	
MRPS33P3	
PAPOLB	
AQP9	A_14_P101794
AQP9	A_14_P136330
CXCL6	A_14_P129158
CXCL6	
RPL23AP52	
RPL36AP26	
OR7E136P	
FTH1P23	
C1GALT1	A_14_P111605
C1GALT1	
C1GALT1	A_14_P112686
PIMREGP2	
TRAM1L1	
RNU6-740P	
LINC00502	
NDUFS5P5	
DDX18P6	
RPL35AP24	
SNORA74C-2	
AFP	
AFP	A_14_P131545
AFP	A_14_P200123
RNA5SP317	
MUSTN1	
RPS26P55	
SLC9A3P3	
ZNF283	
WASHC2A	
DENND6A	
LYPD2	
PRKAR1B	
PPP1R12A	
SLURP2	
NIFKP8	
HPYR1	
CYP11B2	
C15orf40	
XPA	
GPR174	A_14_P126370
SEPTIN6	
SAMD12-AS1	
PVR	
ZNF696	
NSMF	
MYCBP	
SETP6	
RPL18P11	
RPL6P14	
MICOS10	
ZNHIT1P1	
CADPS	
RSPO2	
METTL14	A_14_P109706
METTL14	
ABCD1P5	
MRPS9	A_14_P124219
MRPS9	
MAN2A2	
MAN2A2	A_14_P129731
RHPN1-AS1	
ST13P6	
DLGAP3	
MROH4P	
ZNF404	
LINC00536	
LINC01591	
CIB4	
	A_14_P201958
	A_14_P133393
ZNF230-DT	
ACTR3BP4	
GOT2P1	
PDSS2	
PCMTD1P3	
TSNARE1	
TMA16P2	
ICA1-AS1	
RIMS3	
RAB4B-EGLN2	
RAB4B-EGLN2	A_14_P126025
WIPI2	
SETP20	
DDX11L10	
METTL14-DT	
SNX6P1	
TBX18-AS1	
CTBP2P5	
URI1	A_14_P112928
URI1	
SUSD2	A_14_P116386
MIR2392	
TMEM242	
RAB26	
ATP1B3P1	
LDHAP3	
MIR770	
MIR493	
MIR337	
MIR665	
PPA2	
MIR431	
MIR433	
MIR127	
MIR432	
MIR136	
MEG8	
YPEL5	A_14_P109373
YPEL5	
ACTG1P9	
RPS29P32	
ECHDC2	
ATG5	
LINC01399	
TOM1	
TOM1	A_14_P126890
CTBP2P4	
UBTD2	
KHDRBS3	A_14_P114504
KHDRBS3	
KHDRBS3	A_14_P115968
KHDRBS3	A_14_P121384
RPL35AP15	
KLF3P1	
ZNF230	
ZNF230	A_14_P128447
YTHDF1P1	
SPINK7	
WASIR2	
GGT8P	
RPL23AP86	
MTFR2P1	
LINC01867	
RPL29P33	
SMIM22	
SMIM22	A_14_P121908
ZNF222-DT	
PAFAH1B1P1	
ZNF45	
RPS6P3	
PLEK	A_14_P129362
PLEK	
GNPDA1	
FHL1	
FHL1	A_14_P108261
FHL1	A_14_P126775
ZNF428	
RPL9P28	
PGP	
AP5Z1	
PRELID3BP3	
PSMD7P1	
PNPP1	
RNFT1-DT	
LINC01103	
	A_14_P102905
	A_14_P107229
PSAT1P2	
ZNF222	
ZNF222	A_14_P104997
HOMER2	
IL9RP3	
BPTFP1	
SNORD112	
MIR370	
SNORD113-1	
NGFR	
SNORD113-2	
SNORD113-3	
SNORD113-4	
SNORD113-5	
SLURP1	
SNORD113-6	
SNORD113-7	
SNORD113-8	A_14_P107608
SNORD113-9	
SNORD114-1	
SNORD114-2	
LINC01813	
SNORD114-3	
SNORD114-4	
SNORD114-5	
SLC9A2	A_14_P135264
SLC9A2	
SNORD114-6	
SNORD114-7	
SNORD114-9	
E4F1	
E4F1	A_14_P130001
SNORD114-10	
SNORD114-11	
RPS29P31	
SNORD114-12	
SNORD114-13	
SNORD114-14	
SNORD114-15	
SNORD114-16	
RHPN2	
SNORD114-17	
TOMM22	
GLI4	
SNORD114-18	
SNORD114-19	
DHX40P1	
SNORD114-20	
SNORD114-21	
SNORD114-22	
SNORD114-23	
SNORD114-24	
SCAI	
SNORD114-25	
SNORD114-26	
SNORD114-27	
SNORD114-28	
SNORD114-29	
SNORD114-30	
SNORD114-31	
MIR379	
MIR411	
MIR299	
MIR380	
MIR1197	
MIR323A	
MIR758	
MIR329-1	
PRDX3P1	
MIR329-2	
MIR494	
MIR1193	
MIR543	
MIR495	
MIR376C	
MIR376A2	
MIR654	
MIR376B	
MIR376A1	
MIR300	
MIR1185-1	
RPL32P33	
MIR1185-2	
MIR381	
MIR487B	
MIR539	
MIR889	
MIR544A	
MIR655	
MIR487A	
MIR382	
MIR134	
MIR668	
MIR485	
MIR323B	
MIR154	
MIR496	
MIR377	
MIR541	
MIR409	
MIR412	
MIR369	
MIR410	
MIR656	
LINC02285	
TOB1	
ST3GAL1	
LINC01297	
RAB3B	
GRAMD4P3	
POTEG	
RPL31	
RPL31	A_14_P131949
LINC02071	
CD300LF	
SMIM12	
RORA-AS1	
RORA-AS1	A_14_P123134
EGLN2	
EGLN2	A_14_P137134
HYMAI	
TMEM242-DT	
ATP5MFP2	
TAAR3P	
HIVEP2	
ADCY8	
MARK2P11	
MRPS6P2	
RNU6-1268P	
MED15P6	
TMEM61	
ANKRD49P3	
PDE8A	A_14_P108311
PDE8A	A_14_P108873
PDE8A	
MAML1	A_14_P106526
LDHAL6CP	
RPL23AP19	
LINC02794	
ITGB7	
ARHGAP42P4	
	A_14_P117356
OR4N2	
LINC02163	
OR11K2P	
OR4H12P	
OR4N1P	
OR4K6P	
SAP30L	
SAP30L	A_14_P100133
OR4K3	
OR4K4P	
MTHFD2P2	
CYP4A26P	
EVA1CP3	
MLIP-AS1	
LINC02808	
CNTNAP3B	
SLC9A3P1	
DYNC1I2P1	
RBMX2P4	
LINC02621	
NDUFA4	
LINC02778	
RN7SL591P	
PERP	
ZNF365	
ZNF365	A_14_P201642
LINC01343	
UST	A_14_P113268
UST	A_14_P133266
UST	
LINC02152	
MLC1	
FAM177A1P1	
CADM4	
ERI3	
TMEM131	
GABRR1	
FKBP4P1	
TUBB4BP5	
LSM1P2	
LINC00847	
WDFY3-AS2	
SCIN	
LINC02929	
	A_14_P105278
MTND2P7	
LYNX1	
LINC01531	
RNPS1	
SEMA6A-AS2	A_14_P131352
SEMA6A-AS2	
HMGB1P21	
ALDH7A1P4	
ADO	A_14_P123270
PTMAP2	
LINC02666	
RPL5P16	
MIR4297	
SPINK9	
RPL21P16	
LINC01561	
CYP51A1P1	
PLPP4	
SIPA1L3	A_14_P201084
SIPA1L3	
KBTBD8	A_14_P202466
KBTBD8	
KBTBD8	A_14_P130861
RPS26P28	
HSF5	
LINC02964	
NRG2	
LYNX1-SLURP2	
TTC39CP1	
MIR4675	
MTND1P21	
LINC02643	
UBA6	
MRM3P1	
MIR1915	
HELZ-AS1	
SKIDA1	
RGS9	
VTI1BP1	
ZHX2	
ULBP3	
CZIB	
RNU6-306P	
NPS	
LINC02098	
UBA3	
OLAH	A_14_P200269
OLAH	
MTND4LP19	
	A_14_P120921
FDX1	
ZFAT-AS1	
C2orf49	A_14_P107368
LINC01625	
ZFP41	
ZFP41	A_14_P107418
MICALL2	
FAM8A6P	
FAM151A	
LINC02531	
TINAG-AS1	
HEBP2	
TRIM29	
PLXNB2	
MAPK6P1	
WBP1P2	
RPL38P2	
FER1L6-AS2	
ATF1P1	
CHCHD2P4	
RNF149	
PODN	
BAG3	
RPL7	
CYP2T1P	
LUADT1	
AKAP12	A_14_P125086
AKAP12	
PRKG1	A_14_P121044
PRKG1	A_14_P125778
PRKG1	
ZNF507	A_14_P123067
ZNF507	A_14_P119413
ZNF507	A_14_P107281
ZNF507	
LINC01626	
NUDT19P3	
ARMC2-AS1	
RAET1L	
TMEM19	A_14_P122385
TMEM19	
TMEM19	A_14_P125007
TTK	A_14_P114250
TTK	A_14_P105311
TTK	
CEP78	
CEP78	A_14_P100430
NPM1P11	
PDE3A-AS1	
LINC01851	
COX19	
MTND1P24	
RACK1P2	
MTCO1P49	
GNAL	A_14_P200503
GNAL	A_14_P137512
GNAL	A_14_P107935
GNAL	
CPQ	A_14_P129486
CPQ	A_14_P109301
CYP4Z2P	
ITGA5	
GCFC2	
VCL	
VCL	A_14_P113503
PLAUR	
RCC2P8	
RPSAP35	
RBMXP4	
NDNF	
RARS1	A_14_P121117
RARS1	
RARS1	A_14_P200156
BRWD1P3	
NPY	
OSBPL9	A_14_P119439
OSBPL9	A_14_P115211
OSBPL9	A_14_P123139
OSBPL9	
STPG2	
HNRNPCP3	
DUXAP6	
OR7E121P	
DERL1	
PPATP1	
GAPDHP68	
LINC02008	
DCAF11	A_14_P102867
ARL4A	A_14_P114392
ARL4A	
NEIL1	
NEIL1	A_14_P121702
LTV1P1	
	A_14_P104402
KRT18P21	
CXXC4-AS1	
PDZRN3	
	A_14_P109020
PARM1-AS1	
GTF3AP5	
EEF1A1P26	
NT5C3AP1	
GPR146	A_14_P115940
GPR146	
ARHGEF38-IT1	
TMPRSS11CP	
IFITM3P1	
CICP16	
IQSEC2	
ETNPPL	
LINC02089	
ACSS3	
ACSS3	A_14_P100120
ACSS3	A_14_P126941
ACSS3	A_14_P106023
CACNG4	
ETV1	
SNF8	
SUFU	A_14_P120695
SUFU	
SUFU	A_14_P117713
ZBED8	
RPS12P20	
ZNF408	
ZNF408	A_14_P136062
RPL10P9	
TSSK1A	
ARGFXP1	
ESS2	
GAPDHP71	
CYP2F2P	
RPS4XP12	
LINC01801	
PKNOX2-DT	
	A_14_P127635
KIF20A	
KIF20A	A_14_P118880
MINAR1	A_14_P131581
RPS29P26	
MTFR1	
MTFR1	A_14_P120964
MTFR1	A_14_P120214
MTFR1	A_14_P105711
GRIA4	
GRIA4	A_14_P100193
SLC25A1P5	
RNF138	
DPY19L3	A_14_P201535
DPY19L3	
RPL21P41	
CPOX	
PPP1R12A-AS1	A_14_P138708
SEC11A	
FAM3D-AS1	
FAM107A	
RACGAP1	
ARID1B	
RNA5SP453	
MEP1B	A_14_P123696
MEP1B	A_14_P107373
SLC9B1	
LINC01798	
TSSK2	A_14_P200596
TSSK2	A_14_P137831
APOH	
GSC2	
AUH	
SLC25A1	
NRAP	
CAPZBP1	
LINC01808	
SDK2	
CLUHP6	
ABCB7	
LINC01799	
WDR4P2	
LOXHD1	
TMED7-TICAM2	
DNAH6	A_14_P125977
DNAH6	A_14_P133405
DNAH6	A_14_P119886
DNAH6	A_14_P124523
DNAH6	A_14_P115152
GDA	
GDA	A_14_P132816
PSMC1P6	
ZNF717	
NAMPTP2	
FAM174A	
KNOP1P5	
SEPTIN10P1	
COMMD10	A_14_P201880
COMMD10	
COMMD10	A_14_P138497
CSMD3	
NLRP4	A_14_P127519
NLRP4	
EOGT	
LINC01938	
MRPS11	
MRPS11	A_14_P117056
TNFAIP8	
TNFAIP8	A_14_P127206
FAM230D	
GGTLC5P	
FAM230J	
LINC01483	
ATP6V0E1P1	
POGLUT2P1	
DDX18P4	
SUMO2P6	
DHFR	
A1BG	
CACNG1	
PPP1R26P3	
TUBA8	
TUBA8	A_14_P132927
SLC9A3R1	
DNM1	
RBPMS2	
LAPTM4A	
IRGC	A_14_P112348
ARHGEF12	A_14_P131096
ARHGEF12	A_14_P117429
ARHGEF12	
WASH4P	
LNX1-AS2	
PSMD12	
CEACAM16	
TMEM204	A_14_P104039
ADSL	
ADSL	A_14_P128498
ADSL	A_14_P116398
MTND3P12	
PSME1	A_14_P135866
LARP6	
FCF1P3	
UNC93B3	
LINC01800	
SMG9	
OSBPL9P1	
SH3RF2	A_14_P109515
SH3RF2	
TNIP3	
SRRM1P2	
ANKS3	
IGKV2OR2-2	
RPL34P8	
RPL37P12	
LINC00973	
CSP2	
NDUFA5P5	
RARRES2P1	
ADAMTS9-AS1	
MEIS1	
MEIS1	A_14_P135489
RORA	
GNL3	
GNL3	A_14_P124901
GNL3	A_14_P112971
GNL3	A_14_P119974
PRPS1L1	
LINC02995	
RTTN	
LINC02860	
SH3PXD2B	
NAT9	
NPVF	
CPVL	
SEC24B	A_14_P136094
SEC24B	A_14_P118064
CYP2A6	
AGGF1P3	
PSMD12P1	
EPHA3	A_14_P131068
EPHA3	A_14_P137413
EPHA3	A_14_P122484
EPHA3	A_14_P121187
SMAD5-AS1	
MRPL57P6	
KCTD16	
RPL23AP44	
MZF1	
HAND1	
RPL6P25	
RNU6-946P	
LINC02421	
FAM238C	
IGFBP6	
RNU6-490P	
MASTL	A_14_P100358
MASTL	A_14_P131142
CKS1BP5	
FBLL1	
BTG4P1	
KRCC1	
PTTG1	
PTTG1	A_14_P125413
PTTG1	A_14_P126126
GGCTP3	
FAM110C	
RPL22P11	
FBXO48	
LINC01964	
CREG2	
IMPG2	
KRT2	
RSPH14	
RNU2-24P	
RNU7-12P	
PRCPP1	
LRRC37A6P	
OTX1	
OTX1	A_14_P110019
RPL7AP8	
LY6K	A_14_P108964
LY6K	A_14_P113392
LY6K	A_14_P104023
TUBB8P2	
HMGB3P19	
KIAA0408	
RPAP2P1	
LINC02349	
ANKRD26	
RN7SL712P	
SRP14	
AKR1B1P8	
API5P1	
AGTR2	A_14_P119098
AGTR2	A_14_P201924
TBC1D3P1	
PAWR	
LINC02092	
GNAZ	
ZDHHC9	
LINC00469	
TMEM30CP	
UBXN2A	A_14_P105339
UBXN2A	
	A_14_P114938
THEM6	
HSPD1P10	
LINC02074	
MTCO1P56	
BCR	
BCR	A_14_P117284
RPS12	
BAALC	A_14_P116261
BAALC	
BAALC	A_14_P123635
ADAP1	
HOXB7	
TMF1	
KRT8P42	
GJB7	
ARL2BPP8	
GRIN2C	
PSCA	A_14_P131683
PSCA	
PPM1H	
CNKSR3	
IL3	A_14_P110601
RNU6-1274P	
RPL13AP5	
MIR607	
HMGN2P35	
TCF7L1-IT1	
DPP8	
GPR45	A_14_P201885
GPR45	A_14_P122771
SORL1-AS1	
BCL3	A_14_P127617
BCL3	
BCL3	A_14_P108367
LINC02744	
SLIT1	
SNTB1	
LINC02946	
PPP1R21-DT	
NKAIN1P2	
BLID	
ECI1	
TSPYL6	
RPS26P43	
DBF4P3	
LINC02727	
LINC01885	
TBRG1	
TBRG1	A_14_P118943
ALK	
TAF11L12	
ETF1	
FAIM2	
ATP6V1H	
SALL4P2	
BLOC1S3	
UTP14A	A_14_P104928
UTP14A	
ZNF497	
LINC02563	A_14_P123830
LINC02086	
	A_14_P109175
	A_14_P134704
	A_14_P128352
GARS1P1	
CYP2G1P	
PCNAP1	
RPL7P48	
RPF2P2	
SLC9A3R1-AS1	
UGT2B25P	
KCTD2	A_14_P137008
KCTD2	A_14_P200493
KCTD2	
KCTD2	A_14_P127017
RPL31P61	
CYP2A7P2	
ZNF749	
MTND1P16	
MRPS17P3	
HSPE1P19	
LINC02560	A_14_P133321
UNKL	
COX7A1	
FOXO3	
PHB1P3	
C1orf210	
SEC31A	
PARS2	
ZNF837	
RNA5SP383	A_14_P119995
MTATP6P22	
HELZ	
RPS18P6	
ZYG11A	
CLUHP10	
BCRP8	
VDAC1P5	
RN7SL263P	
FBXW4P1	A_14_P112805
BCORL1	
TUBBP11	
LINC02070	
LINC02077	
HMGB1P22	
ZNF614	
TBC1D23	A_14_P115117
TBC1D23	A_14_P134997
TBC1D23	
CDC40	A_14_P121490
CDC40	A_14_P113639
CDC40	
TMBIM6	A_14_P138138
TMBIM6	
ARHGAP26	A_14_P130219
ARHGAP26	
ARHGAP26	A_14_P117185
CALR4P	
ZYG11B	
GCAT	
ZNF584	
ZNF584	A_14_P106346
ZNF584	A_14_P120999
IRS4	
IRS4-AS1	
TCEAL3	
TCEAL3	A_14_P107814
SERPINB13	
SERPINB13	A_14_P130338
NPIPA9	
CENPBD2P	
NRGN	A_14_P128233
ZNF432	
LINC01755	
CZIB-DT	
ST3GAL3-AS1	
L1TD1	A_14_P116003
FAM199X	A_14_P134486
FAM199X	
ILRUNP1	
DUXAP1	
SERPINB4	
LINC02697	
TGFA	
PGR-AS1	
PKD1-AS1	A_14_P107682
TXNDC12	
GALR3	
ARHGDIG	A_14_P113617
ARHGDIG	A_14_P107229
ESX1	
SORL1	A_14_P120661
SORL1	A_14_P138519
SORL1	
MIR658	
MIR659	
DYNLT1	
SLIT1-AS1	
ZNF584-DT	
EIF3L	A_14_P104527
EIF3L	
NET1	
CYP2B6	A_14_P121550
CYP2B6	
CYP2B6	A_14_P127320
PLCXD1	
NACA4P	
NACA4P	A_14_P106602
ECI1-AS1	
RFPL4AP5	
OPRM1	
OPRM1	A_14_P106090
OPRM1	A_14_P118771
OPRM1	A_14_P105385
TXNDC12-AS1	
NCAPGP1	
RPL23AP56	
SF3A3	
IFT140	
NSMCE2	A_14_P118551
NSMCE2	
VWA3B	A_14_P123777
VWA3B	A_14_P104486
VWA3B	A_14_P124711
VWA3B	
VWA3B	A_14_P122091
VWA3B	A_14_P112871
TOMM70	
C5AR2	
SERPINB11	
MTCO1P6	
CTAG1A	
CALML5	
DNAAF5	
GPI	A_14_P128352
CALML3-AS1	
APLN	
FGGY-DT	
SENP7	
CALML3	A_14_P136276
XPNPEP2	
DOCK7-DT	
LAMTOR5P1	
RN7SL445P	
ASB13	
CSPG4P12	
HIGD1AP3	
PCSK9	
SCGB3A2	A_14_P202224
PENK	
TBC1D16	
HMGB1P51	
EID1	A_14_P118239
EID1	
SASH3	
TPT1P7	
GDI2	
LINC01162	
PWAR5	
CDAN1	
LINC02229	
RPL6P21	
MAPRE1P1	
PLAC8L1	
LINC02844	
LINC02889	
SERPINB3	
C8orf33	A_14_P132395
C8orf33	
DELE1	
DELE1	A_14_P102723
MTCO2P34	
LINC01685	
GSDME	
ARAF	A_14_P110286
ARAF	
ARAF	A_14_P126705
PIGQP1	
TTC4	
TTC4	A_14_P136930
CHRDL1	
CAPN15	A_14_P137072
KLF17	A_14_P131044
KLF17	
PLPP3	
SRSF7	
MICALL1	
MICALL1	A_14_P132493
RSPO1	
NRBF2P5	
RPL12P28	
ASXL3-DT	
LASTR	
RPL36AP48	
DYNAP	
DYNAP	A_14_P201711
DYNAP	A_14_P117022
COX11	
MLST8	
MLST8	A_14_P133689
MLST8	A_14_P119834
JAK2	A_14_P105543
JAK2	A_14_P127099
JAK2	A_14_P136058
CEP55	A_14_P134004
CEP55	
NOL4	
GABRA1	
GABRA1	A_14_P138996
ADAMTSL3	
RNA5SP323	
FFAR4	A_14_P116357
HNRNPA1P69	
ARL2BPP2	
PAK3	A_14_P139885
PAK3	A_14_P104145
PAK3	
BIN2	
HMGB3P20	
RPL21P75	
PDE6C	A_14_P120521
PDE6C	A_14_P128596
PDE6C	
SNIP1	
CBX1	
OSBPL3	
RPL19P14	
