hgnc_symbol	affy_u133_x3p
RPL23AP35	
	Hs.287720.0.S1_3p_at
MED28P3	
ZC3H15	Hs.6375.0.A1_3p_a_at
ZC3H15	g8923807_3p_a_at
ZC3H15	
MIR4260	
G0S2	Hs.95910.0.S1_3p_a_at
HSD11B1	
HSD11B1	g5031764_3p_at
DPRXP1	
LINC01473	
ADORA2BP1	
TRAF3IP3	Hs.261373.1.S1_3p_at
TRAF3IP3	g13435126_3p_at
TRAF3IP3	
TRAF3IP3	Hs.147434.0.A1_3p_at
PPP1CB	Hs.21537.0.S4_3p_s_at
PPP1CB	g4506004_3p_a_at
PPP1CB	Hs.21537.0.S2_3p_a_at
PPP1CB	
C1orf74	Hs.261373.2.A1_3p_at
C1orf74	Hs.128893.0.A1_3p_at
	Hs.261373.2.A1_3p_at
	Hs.128893.0.A1_3p_at
IRF6	Hs2.11801.1.S1_3p_s_at
IRF6	Hs2.11801.1.S2_3p_s_at
IRF6	Hs.11801.0.S2_3p_at
IRF6	Hs.128893.0.A1_3p_at
IRF6	
UTP25	Hs.194754.0.S1_3p_a_at
UTP25	g13376508_3p_at
UTP25	Hs.173381.1.A1_3p_s_at
UTP25	
RIMKLA	Hs.126755.0.A1_3p_at
RIMKLA	Hs.332260.1.A1_3p_at
RIMKLA	Hs.218260.0.A1_3p_at
RIMKLA	Hs.332260.0.S1_3p_at
RIMKLA	
ZMYND12	g12053220_3p_at
ZMYND12	
YARS1	Hs.168020.0.A1_3p_at
YARS1	Hs.239307.1.A2_3p_a_at
YARS1	
C8B	g4557390_3p_at
C8B	
DCAF8	Hs.110707.0.A1_3p_a_at
DCAF8	g7657147_3p_a_at
DCAF8	g7657147_3p_x_at
DCAF8	Hs.110707.1.A1_3p_a_at
DCAF8	Hs.200302.0.S1_3p_at
DCAF8	
DCAF8	Hs2.110707.2.S1_3p_s_at
	g7657147_3p_a_at
	g7657147_3p_x_at
	Hs.110707.1.A1_3p_a_at
	Hs.110707.0.A1_3p_a_at
	Hs2.110707.2.S1_3p_s_at
RPSAP18	
PEX19	g12653448_3p_a_at
PEX19	g4506338_3p_at
PEX19	
SUMO1P3	Hs.302113.0.S1_3p_s_at
NHLH1	Hs.30956.0.S2_3p_at
RNU4-42P	
SLAMF6	Hs2.293286.1.S1_3p_x_at
SLAMF6	
CD84	g4502686_3p_at
CD84	g6650111_3p_a_at
CD84	205988_3p_at
CD84	g6650109_3p_a_at
CD84	244352_3p_at
CD84	g6650107_3p_x_at
CD84	Hs.282267.0.S1_3p_at
CD84	Hs.127160.0.A1_3p_at
CD84	
CD84	g4100318_3p_at
COPA	g1638873_3p_x_at
COPA	Hs.75887.1.A1_3p_a_at
COPA	
SPRR1A	Hs.46320.0.S1_3p_at
SPRR1A	214549_3p_x_at
SPRR1A	Hs.211913.0.S1_3p_s_at
CAMSAP2	Hs.23585.0.S2_3p_at
CAMSAP2	Hs.23585.0.S1_3p_at
CAMSAP2	Hs.23585.1.S1_3p_a_at
CAMSAP2	
INAVA	
INAVA	g8922753_3p_at
LINC02795	
MIR7856	
CLCA2	g12025665_3p_s_at
CLCA2	Hs.72365.0.A1_3p_at
CLCA2	g5138899_3p_a_at
CLCA2	217528_3p_at
CLCA2	
CLCA1	g4585468_3p_at
CLCA4	g12025666_3p_at
CLCA4	
CDCA4P2	
ODF2L	231909_3p_x_at
ODF2L	Hs.71109.2.S1_3p_x_at
ODF2L	Hs.71109.1.S1_3p_a_at
ODF2L	Hs.65805.0.A1_3p_at
ODF2L	Hs.71109.2.S1_3p_at
ODF2L	Hs.71109.0.S1_3p_x_at
ODF2L	Hs.71109.0.S1_3p_at
ODF2L	
MIR4753	
RPL23AP23	
GGPS1	g4758429_3p_a_at
GGPS1	Hs.55498.0.S2_3p_at
GGPS1	
PFN1P8	
RNU1-151P	
SSBL4P	
RNVU1-8	
NBPF13P	
PRKAB2	Hs.35304.0.S1_3p_at
PRKAB2	Hs2.399853.1.S1_3p_s_at
PRKAB2	Hs.50732.0.S1_3p_at
PRKAB2	
PDIA3P1	Hs.198425.0.A1_3p_at
PDIA3P1	
RNVU1-27	
RNU6-1171P	
NUDT4B	g7739471_3p_a_at
NUDT4B	g10800135_3p_a_at
NUDT4B	Hs.92381.5.A2_3p_a_at
SEC22B3P	g12655032_3p_a_at
PDE4DIP	
PDE4DIP	g11138039_3p_at
PDE4DIP	Hs.129928.1.A1_3p_a_at
PDE4DIP	Hs.129928.2.A1_3p_a_at
PDE4DIP	Hs.129928.1.A2_3p_at
PDE4DIP	Hs.323580.0.S1_3p_s_at
PDE4DIP	Hs.52792.0.A1_3p_at
RN7SKP88	Hs.161492.0.A1_3p_at
RNU2-38P	
RNVU1-24	
SLC25A34	Hs.116113.0.S1_3p_at
SLC25A34	Hs.116113.0.S1_3p_s_at
SLC25A34	232245_3p_at
SLC25A34	
SLC25A34-AS1	
TMEM82	
FBLIM1	
FBLIM1	Hs2.8728.2.A1_3p_a_at
FBLIM1	Hs2.8728.2.A1_3p_x_at
FBLIM1	Hs2.8728.1.A1_3p_s_at
FBLIM1	Hs.8728.0.S1_3p_at
RPL12P14	
SPEN-AS1	Hs.119298.0.S1_3p_at
SPEN-AS1	Hs.43532.0.A1_3p_at
SPEN	
SPEN	g7657266_3p_a_at
SPEN	Hs2.433418.1.S1_3p_s_at
SPEN	Hs2.433418.1.S2_3p_s_at
SPEN	Hs.184245.0.S1_3p_a_at
PPP1R11P1	
PDE4DIPP10	
NBPF2P	
HS6ST1P1	g4758565_3p_a_at
CROCCP5	
NBPF3	Hs2.436100.1.S1_3p_s_at
NBPF3	1558825_3p_s_at
NBPF3	
NBPF3	g12053278_3p_x_at
NBPF3	Hs.218329.2.A1_3p_s_at
NBPF3	201103_3p_x_at
NBPF3	Hs.218329.4.A1_3p_s_at
NBPF3	Hs.218329.0.A2_3p_s_at
NBPF3	212854_3p_x_at
PFN1P10	
LINC02596	
RAP1GAP	g4506414_3p_at
RAP1GAP	
USP48	g8922996_3p_at
USP48	Hs.178518.1.S1_3p_a_at
USP48	
USP48	Hs.178518.2.S1_3p_x_at
USP48	232621_3p_at
USP48	Hs.44382.0.A1_3p_at
CCDC30	
CCDC30	Hs.133077.0.A1_3p_at
CCDC30	Hs.72531.1.S1_3p_at
CCDC30	221171_3p_at
CCDC30	g13376553_3p_x_at
MATN1	Hs.150366.0.S2_3p_at
MATN1	g13518035_3p_a_at
MATN1	
SFPQ	
SFPQ	Hs.180610.1.A1_3p_at
SFPQ	Hs.180610.3.A1_3p_a_at
SFPQ	g4826997_3p_a_at
NT5C1A	g13603378_3p_s_at
PPIE	
PPIE	g2828150_3p_a_at
PPIE	g2828150_3p_x_at
PPIE	Hs.22516.0.A1_3p_at
PPIE	g5174636_3p_at
BMP8B	Hs.112819.0.A1_3p_at
OXCT2	g11545840_3p_s_at
BMP8B-AS1	
	Hs.147852.0.A1_3p_at
	Hs.147852.0.A1_3p_x_at
LINC02811	
TRIT1	g8923064_3p_at
TRIT1	
MYCL	Hs.92137.0.S1_3p_x_at
MYCL	Hs.92137.0.S1_3p_at
MYCL	Hs.169252.0.S1_3p_at
MYCL	
MYCL-AS1	
MFSD2A	Hs.75668.0.A1_3p_at
MFSD2A	
	Hs2.382163.1.S1_3p_at
	Hs2.382633.1.S1_3p_at
LHX8	Hs2.403934.1.S1_3p_a_at
RNU6-622P	
DNAI3	Hs.97933.0.A1_3p_at
DNAI3	
MCOLN3	Hs.49344.1.A1_3p_at
MCOLN3	g8922819_3p_at
MCOLN3	Hs.49344.1.A1_3p_x_at
MCOLN3	Hs2.277871.1.S1_3p_s_at
MCOLN3	Hs.131450.0.A1_3p_at
MIR4423	
	Hs.105791.0.A1_3p_x_at
	Hs.105791.1.A1_3p_a_at
SYDE2	
SYDE2	Hs2.245121.1.S1_3p_x_at
SYDE2	1560101_3p_at
PLPPR5	Hs.312481.0.A1_3p_at
PLPPR5	Hs.13226.0.S1_3p_at
PLPPR5	
PLPPR5-AS1	Hs2.407009.1.S1_3p_at
PLPPR5-AS1	
RNU6-239P	
RNU6-121P	
AQP10	Hs2Affx.1.212.S1_3p_s_at
ATP8B2	Hs.43577.1.S1_3p_a_at
ATP8B2	Hs.43577.0.S1_3p_at
ATP8B2	
RUSC1	g7657370_3p_a_at
RUSC1	
ARHGEF2	g12653008_3p_s_at
ARHGEF2	Hs2.337774.2.S1_3p_s_at
ARHGEF2	g4758671_3p_s_at
ARHGEF2	
ARHGEF2	Hs.105739.0.A1_3p_at
FCRL5	g13591713_3p_s_at
FCRL5	
FCRL5	g13591709_3p_s_at
FCRL5	g13591711_3p_at
FCRL5	Hs.191958.0.A1_3p_s_at
FCRL5	Hs2.191958.4.S1_3p_at
FCRL4	g13591703_3p_s_at
FCRL4	g13591707_3p_at
FCRL4	g13591705_3p_s_at
FCRL3	Hs.123296.0.A1_3p_at
FCRL3	Hs2.123296.1.S1_3p_x_at
FCRL3	Hs2.123296.1.S1_3p_a_at
FCRL3	
VDAC1P9	
FCRL2	Hs2.376871.1.S1_3p_at
FCRL2	g13540524_3p_s_at
FCRL2	Hs2.376871.1.S1_3p_x_at
FCRL2	g12667353_3p_at
FCRL2	
VANGL2	Hs.137507.0.S1_3p_at
VANGL2	
	Hs.243168.0.A1_3p_at
USP21	
USP21	g6912741_3p_s_at
USP21	g6912741_3p_a_at
USP21	218367_3p_x_at
MIR4654	
RNA5SP61	
MIR556	
SPATA46	Hs.97784.0.A1_3p_at
C1orf226	
C1orf226	Hs.288905.0.S1_3p_at
SH2D1B	Hs2.350581.1.S2_3p_at
SH2D1B	Hs2.350581.1.S1_3p_at
SH2D1B	
SLAMF6P1	
UHMK1	Hs.127310.0.A1_3p_at
UHMK1	Hs.23458.0.S1_3p_x_at
UHMK1	Hs.144825.0.A1_3p_at
UHMK1	Hs.23458.0.S1_3p_at
UHMK1	Hs2.127310.1.S1_3p_s_at
DDR2	g5453813_3p_at
DDR2	
DDR2	Hs.15248.0.S1_3p_at
DDR2	Hs.42392.0.A1_3p_at
DDR2	Hs.192152.0.A1_3p_at
DDR2	Hs.146299.0.A1_3p_at
CRYZL2P	Hs.282884.0.S1_3p_at
CRYZL2P	
RASAL2-AS1	
RASAL2	Hs.227806.1.S1_3p_a_at
RASAL2	g4758807_3p_a_at
RASAL2	Hs.29263.2.A1_3p_at
RASAL2	Hs2.25243.1.A1_3p_s_at
RASAL2	Hs.227806.0.S1_3p_a_at
RASAL2	
TEX35	g12052909_3p_at
TEX35	
TEX35	Hs2.376545.1.S1_3p_at
C1orf220	
C1orf220	Hs2.376545.1.S1_3p_at
RNA5SP69	
SLC30A10	
SLC30A10	Hs.284450.0.A1_3p_at
SLC30A10	g8922154_3p_at
RNA5SP76	
ENAH	g8922657_3p_a_at
ENAH	Hs.14838.0.S3_3p_at
ENAH	Hs.14838.0.S2_3p_at
ENAH	Hs.237731.0.A1_3p_at
ENAH	
ENAH	Hs2.32399.1.S1_3p_at
GFI1	g4885266_3p_x_at
GFI1	g4885266_3p_at
GFI1	
UQCRHL	
COX20	Hs.279934.0.A1_3p_x_at
COX20	Hs.279934.0.A1_3p_at
COX20	224820_3p_at
HNRNPU	Hs.279934.1.S1_3p_x_at
HNRNPU	Hs.279934.1.S1_3p_at
HNRNPU	g4758545_3p_a_at
HNRNPU	Hs.223232.0.A1_3p_at
HNRNPU	Hs.6616.0.A1_3p_at
HNRNPU	Hs.26425.0.A1_3p_at
HNRNPU	g13177672_3p_a_at
HNRNPU	Hs.103804.2.S1_3p_a_at
HNRNPU	
IL12RB2	g4504642_3p_at
IL12RB2	
ALPL	Hs2.435999.1.S1_3p_s_at
ALPL	Hs.250769.1.S1_3p_a_at
ALPL	
DYRK3-AS1	Hs.181451.0.A1_3p_at
DYRK3-AS1	Hs.224153.0.A1_3p_at
IL10	g10835140_3p_at
CFH	Hs.250651.2.S1_3p_at
CFH	
CFH	Hs.296941.0.S1_3p_s_at
	1554459_3p_s_at
	Hs2.250651.3.S1_3p_s_at
	Hs2.250651.3.S1_3p_at
	g5729825_3p_s_at
KIF1B	Hs.14434.0.A1_3p_at
KIF1B	Hs.32580.0.S1_3p_at
KIF1B	Hs.129908.0.A2_3p_at
KIF1B	
CTPS1	g4503132_3p_at
CTPS1	
AGT	
AGT	g4557286_3p_at
EIF3I	g1036804_3p_x_at
EIF3I	208756_3p_at
EIF3I	
TPM3	g12653954_3p_a_at
TPM3	Hs.169514.0.A1_3p_at
TPM3	222976_3p_s_at
TPM3	g12653954_3p_x_at
TPM3	g12653954_3p_s_at
TPM3	g9508584_3p_at
TPM3	
TPM3	Hs.85844.3.S1_3p_at
TPM3	Hs.146070.0.A1_3p_at
RN7SL431P	
MIR190B	
CFAP141	
C1orf43	g13111794_3p_a_at
C1orf43	Hs2.355906.4.S1_3p_s_at
C1orf43	Hs2.355906.4.S1_3p_at
UBAP2L	g7661941_3p_at
UBAP2L	Hs.8127.3.S1_3p_at
UBAP2L	
UBAP2L	g13111994_3p_at
SNORA58B	
BSDC1	Hs.123426.0.A1_3p_at
BSDC1	g8922323_3p_x_at
BSDC1	g8922323_3p_a_at
BSDC1	
GAPDHP20	
LRRC37A12P	
RN7SL122P	
RPL5P4	
ZMYM4-AS1	
KIAA0319L	
KIAA0319L	Hs.209065.0.S2_3p_at
KIAA0319L	g13376311_3p_a_at
LAMTOR2	g7661727_3p_s_at
LAMTOR2	
PYDC5	
LCK	
LCK	g460965_3p_s_at
LCK	204891_3p_s_at
LCK	g4885448_3p_at
LCK	g4885448_3p_s_at
	Hs.99500.0.A1_3p_at
ARHGEF16	g7657364_3p_a_at
ARHGEF16	208009_3p_s_at
ARHGEF16	g7657364_3p_s_at
ARHGEF16	
MIR551A	
TPRG1L	Hs.20529.0.S1_3p_at
WRAP73	g8923402_3p_a_at
WRAP73	Hs.271399.0.A1_3p_at
WRAP73	
TP73	g4885644_3p_s_at
TP73	Hs.247753.1.S1_3p_at
TP73	
TP73-AS3	
TP73-AS2	
TP73-AS1	Hs2.382056.1.A1_3p_s_at
TP73-AS1	Hs.49658.0.S2_3p_at
TP73-AS1	Hs.49658.0.S1_3p_a_at
MEGF6	Hs.56186.0.S1_3p_at
MEGF6	Hs.124863.0.A1_3p_at
MEGF6	
RSBN1	Hs.3623.0.S1_3p_a_at
RSBN1	Hs.3623.1.S1_3p_at
RSBN1	Hs.3623.0.S4_3p_x_at
RSBN1	Hs.3623.0.S4_3p_a_at
RSBN1	Hs.3623.0.S3_3p_at
PTPN22	g6912613_3p_a_at
PTPN22	Hs.5103.0.A1_3p_at
PTPN22	g7706279_3p_a_at
PTPN22	g6912613_3p_at
PTPN22	
AP4B1-AS1	
BCL2L15	Hs.123106.0.A1_3p_at
BCL2L15	Hs.196484.0.A1_3p_at
BCL2L15	Hs.168974.0.A1_3p_at
BCL2L15	
AP4B1	Hs.318506.0.S1_3p_at
AP4B1	Hs.28298.0.S1_3p_s_at
AP4B1	
HIPK1-AS1	Hs2.232534.1.S1_3p_s_at
HIPK1-AS1	
HIPK1	Hs.12259.0.A1_3p_at
HIPK1	Hs.12259.0.A2_3p_at
HIPK1	g9910269_3p_at
HIPK1	Hs2.12259.1.S1_3p_s_at
HIPK1	Hs2.12259.1.S1_3p_at
HIPK1	
DCLRE1B	
DCLRE1B	g12383081_3p_a_at
DCLRE1B	Hs.115660.0.S2_3p_at
C1orf141	
	Hs.125614.0.A1_3p_at
LDHAP2	
LYST-AS1	
MIR1537	
RNU6-968P	
DHRS3	g4759083_3p_at
DHRS3	
RNU6ATAC18P	
MIR6730	
AADACL3	
CFAP107	Hs.98095.0.S1_3p_at
CFAP107	
PRAMEF12	Hs.156406.0.S1_3p_at
PRAMEF1	g12738830_3p_s_at
AADACL4	
IL23R	1552912_3p_a_at
IL23R	Hs2.375184.3.S1_3p_a_at
IL23R	
LINC02768	
PRAMEF20	
LRRC38	Hs2.263561.1.S1_3p_at
LYST	g2654473_3p_a_at
LYST	g4502838_3p_at
LYST	Hs.36508.2.S1_3p_a_at
LYST	
LYST	g2654473_3p_x_at
RN7SL713P	
TACSTD2	g4505056_3p_a_at
TACSTD2	Hs.23582.0.A2_3p_a_at
	Hs.171811.2.A1_3p_a_at
	g1209686_3p_a_at
MYSM1	
MYSM1	Hs.159743.0.A1_3p_at
MYSM1	Hs.12915.0.A1_3p_at
MYSM1	1569706_3p_at
MYSM1	Hs2.390195.1.S1_3p_x_at
LINC01647	Hs2.407577.1.S1_3p_x_at
LINC01647	Hs2.407577.1.S1_3p_at
LINC01647	1561732_3p_at
FBXO2	g6912363_3p_at
FBXO2	
FBXO44	Hs.321687.0.S2_3p_at
FBXO44	
FBXO6	Hs.284226.0.A2_3p_at
FBXO6	
DRAXIN	1554340_3p_a_at
DRAXIN	Hs2.352307.1.S1_3p_x_at
DRAXIN	Hs2.371605.1.S1_3p_s_at
DRAXIN	Hs2.352307.2.S1_3p_s_at
RPF1	
RPF1	g13376604_3p_at
GNG5	g4885286_3p_a_at
	g4885286_3p_a_at
	g4758091_3p_a_at
CTBS	Hs.135578.0.S2_3p_at
CTBS	g4758091_3p_a_at
LINC01555	Hs2.407054.1.S1_3p_at
SSX2IP	Hs.22587.0.S1_3p_a_at
SSX2IP	Hs.22587.0.S3_3p_a_at
SSX2IP	Hs.22587.0.S4_3p_a_at
SSX2IP	g6453458_3p_a_at
SSX2IP	Hs.22587.0.S2_3p_a_at
SSX2IP	
PRAMEF19	
MAD2L2	g6642734_3p_at
MAD2L2	
H3P4	
RPL22P6	
FAM72B	Hs.18349.1.S1_3p_at
FAM72B	
ZBED6	Hs.57846.0.A1_3p_at
ZBED6	Hs.17969.0.A1_3p_a_at
ZBED6	g7662231_3p_a_at
ZBED6	Hs2.55238.1.A1_3p_s_at
SLC2A1	g5730050_3p_a_at
SLC2A1	
KCNA3	g4504814_3p_at
KCNA3	
ZNF496-DT	Hs.13742.0.A1_3p_at
ZNF496-DT	
	g4757727_3p_at
	Hs.159483.1.S1_3p_a_at
NLRP3	g4757727_3p_at
NLRP3	Hs.159483.1.S1_3p_a_at
NLRP3	Hs.159483.1.S1_3p_at
ZC3H11B	Hs.17969.0.A1_3p_a_at
ZC3H11B	g7662231_3p_a_at
NCF2	g12804408_3p_at
NCF2	
FOXD3	g6912371_3p_s_at
FOXD3	Hs.56213.0.S1_3p_at
MIR6068	
LINC00466	Hs.175151.0.A1_3p_at
LINC00466	
RNA5SP49	
RPSAP65	
ALG6	g7019324_3p_at
ALG6	
MIR181B1	
MIR181A1	
PTPRC	g4506306_3p_a_at
PTPRC	Hs.170121.1.A1_3p_a_at
PTPRC	Hs.170121.1.A3_3p_at
PTPRC	Hs.89257.0.A1_3p_at
LINC01398	Hs2.382836.1.S1_3p_at
DMBX1	Hs.302082.0.S1_3p_at
ASH1L-AS1	Hs2.339841.1.S1_3p_at
MSTO1	Hs.279763.0.S2_3p_at
MSTO1	g12803422_3p_a_at
MSTO1	
	g8923193_3p_at
RNU6-1062P	
RNU6-662P	
RORC	Hs.81295.0.A1_3p_at
RORC	g4826985_3p_at
RORC	
SNRPEP10	
RNU6-1248P	
CAPN2	g511636_3p_at
CAPN2	
CAPN2	Hs.76288.1.S1_3p_at
PHB1P11	
ACTBP11	
CICP5	
RNU6-1319P	
SEPTIN7P13	
SEPTIN7P13	234759_3p_at
SEPTIN7P13	Hs.324060.0.S1_3p_x_at
TP53BP2	
TP53BP2	Hs.126680.0.A1_3p_a_at
RGS13	g2598184_3p_at
RGS13	Hs2.407508.1.S1_3p_s_at
MIR4426	g4506712_3p_x_at
RGS2	g4506516_3p_at
RN7SKP126	
HAX1	g13435355_3p_at
HAX1	Hs.199625.0.A1_3p_at
HAX1	
GLMP	Hs.293984.0.A1_3p_x_at
GLMP	Hs2.400300.1.A1_3p_s_at
GLMP	Hs2.400300.1.A1_3p_at
GLMP	1558692_3p_at
GLMP	Hs.293984.0.A1_3p_at
CRYBG2	g8922199_3p_at
CRYBG2	220289_3p_s_at
CRYBG2	g8922199_3p_s_at
CRYBG2	
TTC13	g13375669_3p_at
TTC13	
ARV1	
ARV1	g12963244_3p_at
TRIM67-AS1	Hs2.350904.1.S1_3p_at
TMEM234	Hs.272299.1.S1_3p_a_at
TMEM234	g13436136_3p_a_at
TMEM234	g13436136_3p_s_at
GADD45A	g9790904_3p_at
GADD45A	
GNG12	Hs.8107.0.S1_3p_at
GNG12	Hs2.8107.2.S1_3p_s_at
GNG12	Hs.118520.0.S2_3p_s_at
GNG12	
RNU7-80P	
WLS	Hs.250746.1.S1_3p_a_at
WLS	Hs.250746.1.S1_3p_at
WLS	Hs.250746.2.S1_3p_a_at
WLS	
COX6B1P7	
USH2A-AS1	
MRPS18BP1	
ESRRG	g4092074_3p_a_at
ESRRG	g4503604_3p_a_at
ESRRG	
CHRNB2	Hs.225566.0.S1_3p_at
CHRNB2	g4502832_3p_at
CHRNB2	Hs.225566.0.S1_3p_x_at
CHRNB2	
KCNN3	Hs.212631.0.A1_3p_at
KCNN3	Hs.89230.0.S2_3p_at
KCNN3	Hs.101413.0.A1_3p_at
KCNN3	g4504856_3p_a_at
TMEM275	Hs.97753.0.A1_3p_at
TMEM275	
	Hs2.385720.1.S1_3p_at
LELP1	Hs.125785.0.A1_3p_at
PRR9	Hs.135098.0.A1_3p_at
RPLP0P4	
LORICRIN	g4557724_3p_at
PGLYRP3	Hs2.348266.1.S1_3p_x_at
PGLYRP3	Hs2.348266.1.S1_3p_at
PGLYRP4	g9966868_3p_at
PGLYRP4	
RNU6-160P	
S100A9	g9845520_3p_at
S100A12	g5032058_3p_at
LAPTM4BP1	
S100A8	202917_3p_s_at
S100A8	g9845519_3p_s_at
S100A15A	
S100A7A	Hs.321705.0.S1_3p_at
S100A7A	
S100A7P1	
S100A7	g9845518_3p_at
S100A7L2	
PFN1P2	
PDE4DIPP2	Hs.129928.1.A1_3p_a_at
PDE4DIPP2	Hs.129928.1.A2_3p_at
PDE4DIPP2	
PDE4DIPP2	Hs.323580.0.S1_3p_s_at
NBPF8	Hs.218329.2.A1_3p_s_at
NBPF8	Hs.323463.1.S1_3p_x_at
NBPF8	Hs.218329.4.A1_3p_x_at
NBPF8	201103_3p_x_at
NBPF8	Hs.218329.2.A1_3p_x_at
NBPF8	226740_3p_x_at
NBPF8	Hs.218329.4.A1_3p_s_at
NBPF8	Hs.218329.0.A2_3p_s_at
NBPF8	g7657016_3p_x_at
NBPF8	Hs.108264.2.A1_3p_a_at
NBPF8	229447_3p_x_at
NBPF8	Hs.218329.0.A2_3p_x_at
RPS27AP5	g4506712_3p_x_at
TNFRSF18	g7542578_3p_x_at
TNFRSF18	g7542578_3p_at
TNFRSF18	g4378799_3p_a_at
SDF4	g7706572_3p_s_at
SDF4	Hs.42806.1.S1_3p_s_at
SDF4	Hs.42806.2.S1_3p_s_at
SDF4	224472_3p_x_at
SDF4	232032_3p_x_at
SDF4	217855_3p_x_at
SDF4	g13623226_3p_s_at
SDF4	221972_3p_s_at
SDF4	
B3GALT6	Hs.284284.0.A1_3p_at
B3GALT6	Hs2.284284.1.S1_3p_s_at
C1QTNF12	Hs.197613.0.A1_3p_at
UBE2J2	Hs.7773.1.A1_3p_a_at
UBE2J2	Hs.7773.2.A1_3p_a_at
UBE2J2	g7959872_RC_3p_s_at
UBE2J2	
LINC01786	
SCNN1D	g4506818_3p_at
SCNN1D	
MIR6726	
PLEKHO1	g7705918_3p_a_at
PLEKHO1	
LINC02988	
RN7SL480P	
ANP32E	Hs.71331.0.A2_3p_at
ANP32E	g13569878_3p_s_at
ANP32E	
RNU2-17P	
CA14	g6912283_3p_at
CA14	
APH1A	Hs.192491.0.A1_3p_at
APH1A	Hs2.108408.3.S1_3p_s_at
APH1A	g7705786_3p_s_at
APH1A	
C1orf54	g13375757_3p_at
C1orf54	
CIART	Hs.54680.0.A1_3p_at
MRPS21	g13528740_3p_s_at
PRPF3	
PRPF3	g4758555_3p_at
ACAP3	Hs.21446.0.S1_3p_at
ACAP3	Hs.21446.0.S2_3p_at
ACAP3	
PUSL1	Hs.6449.2.A1_3p_at
PUSL1	
INTS11	g12653778_3p_x_at
INTS11	Hs.6449.4.A1_3p_a_at
INTS11	g8923511_3p_x_at
INTS11	Hs.6449.3.S1_3p_x_at
INTS11	
INTS11	Hs.134740.0.S1_3p_at
MIR6727	g12653778_3p_x_at
MIR6727	Hs.6449.4.A1_3p_a_at
MIR6727	g8923511_3p_x_at
MIR6727	Hs.6449.3.S1_3p_x_at
	Hs.134740.0.S1_3p_at
CPTP	g13386487_3p_a_at
CPTP	
TAS1R3	
DVL1	g2291005_3p_at
DVL1	
MIR6808	
MXRA8	Hs.59384.1.A1_3p_s_at
MXRA8	
AURKAIP1	Hs.76239.2.A1_3p_s_at
AURKAIP1	Hs.76239.1.S1_3p_a_at
AURKAIP1	Hs.76239.2.A1_3p_x_at
AURKAIP1	Hs.76239.2.A1_3p_at
AURKAIP1	Hs.76239.3.A1_3p_x_at
AURKAIP1	228800_3p_x_at
NDUFB4P8	
TMEM222	g12052889_3p_s_at
TMEM222	g12052889_3p_at
TMEM222	221512_3p_at
TMEM222	
RNU6-48P	
ACTG1P20	
SYTL1	Hs.25895.0.A1_3p_at
SYTL1	
MAP3K6	g4758701_3p_at
MAP3K6	Hs2.194694.2.S1_3p_s_at
MAP3K6	Hs.250149.0.A1_3p_at
MAP3K6	
CD164L2	
GPR3	Hs.66542.0.S2_3p_at
VPS45	g9294732_3p_at
VPS45	
IL6R	
IL6R	g4504672_3p_at
IL6R	Hs.193400.1.S1_3p_a_at
IL6R	Hs.17998.0.S1_3p_at
MUTYH	g6912519_3p_a_at
MUTYH	
ACADM	
ACADM	g4557230_3p_at
ZBTB18	g5453586_3p_a_at
ZBTB18	Hs.69997.1.S1_3p_x_at
ZBTB18	Hs.69997.1.S1_3p_at
ZBTB18	
MTCO1P38	
MTCYBP15	
MTND6P15	
MTND5P18	
TMEM201	Hs.130821.0.A1_3p_at
TMEM201	Hs.22293.0.A1_3p_at
TMEM201	
PIK3CD-AS1	1559638_3p_at
PIK3CD-AS1	Hs2.124319.1.S1_3p_at
PIK3CD-AS1	Hs2.124319.1.S1_3p_s_at
CLSTN1	g7662373_3p_a_at
CLSTN1	
MZT1P1	
CTNNBIP1	g9910389_3p_at
CTNNBIP1	
	Hs.261500.0.A1_3p_at
LZIC	
LZIC	Hs.153959.0.S1_3p_at
LZIC	Hs.153959.0.S2_3p_at
LZIC	Hs.48458.0.A1_3p_at
RN7SKP269	
TMEM274P	
MIR5697	
PDZK1	g4505702_3p_at
PDZK1	
CD160	g5901909_3p_at
CD160	
RNF115	Hs.62909.0.A1_3p_at
RNF115	Hs.111364.0.A1_3p_at
RNF115	Hs.16537.0.A1_3p_at
POLR3C	g2228747_3p_at
POLR3C	g13325209_3p_a_at
POLR3C	
PIK3CD	
PIK3CD	g2317893_3p_at
PIK3CD	g2076750_3p_a_at
RNU6-693P	
SLC25A38P1	
FASLG	g601892_3p_at
FASLG	g12597288_3p_a_at
NBPF9	Hs.218329.2.A1_3p_s_at
NBPF9	Hs.218329.4.A1_3p_x_at
NBPF9	201103_3p_x_at
NBPF9	Hs.218329.2.A1_3p_x_at
NBPF9	226740_3p_x_at
NBPF9	Hs.218329.4.A1_3p_s_at
NBPF9	Hs.218329.0.A2_3p_s_at
NBPF9	g7657016_3p_x_at
NBPF9	Hs.108264.2.A1_3p_a_at
NBPF9	229447_3p_x_at
NBPF9	Hs.218329.0.A2_3p_x_at
NBPF9	
NBPF9	Hs2.33074.1.S1_3p_at
NBPF9	Hs.218329.1.A1_3p_at
NBPF9	Hs.218329.1.A1_3p_x_at
RNU1-153P	
RNU1-154P	
RNVU1-31	
PDE4DIPP5	
NBPF25P	Hs.218329.2.A1_3p_s_at
