hgnc_symbol	affy_u133_x3p
GALNT17	
EPB42	g189435_3p_a_at
EPB42	
ASAH2B	Hs.283514.0.S2_3p_at
ASAH2B	Hs.118654.0.A1_3p_at
ASAH2B	
DIAPH2	g6382070_3p_a_at
DIAPH2	g6382070_3p_x_at
DIAPH2	g5803002_3p_at
CYTH4	1554335_3p_at
CYTH4	
CYTH4	g8670549_3p_a_at
CYTH4	g6841085_3p_a_at
GSTM3P2	
NPM1P45	
RCVRN	g4506458_3p_at
TFPI	Hs.288582.0.A1_3p_at
TFPI	g180545_3p_at
TFPI	g4103170_3p_a_at
TFPI	g4103170_3p_at
TFPI	
SLC31A1P1	
RPP30	g5454023_3p_s_at
RPP30	
RPP30	Hs2.377528.1.A1_3p_at
LINC02023	Hs2.375716.1.S1_3p_at
LINC02023	1564323_3p_at
LINC02023	Hs2.375716.1.S1_3p_x_at
RPS27AP1	
NAT16	Hs.213044.0.A1_3p_at
NAT16	
NAT16	Hs2.434268.1.S1_3p_at
NAT16	Hs2.434268.1.S1_3p_x_at
NAT16	1564658_3p_at
CILK1	g7662387_3p_s_at
CILK1	g7662387_3p_at
CILK1	204569_3p_at
PLOD2	Hs.41270.0.A1_3p_a_at
PLOD2	g4505888_3p_a_at
PLOD2	
MYH13	g11321578_3p_at
	Hs2.348630.1.S1_3p_at
	Hs.58427.0.A1_3p_s_at
	Hs.58427.0.A1_3p_at
KCND2	g9789986_3p_at
KCND2	
ZNF585A	Hs.58427.0.A1_3p_s_at
ZNF585A	Hs2.366873.1.S1_3p_at
ZNF585A	Hs.44436.0.A1_3p_at
ZNF585A	Hs.293028.1.S1_3p_at
ZNF585A	Hs.293028.1.S1_3p_x_at
ZNF585A	Hs.58427.0.A1_3p_at
COL4A6	g496977_3p_a_at
COL4A6	Hs.408.2.S1_3p_at
COL4A6	
COL4A6	g13529040_3p_at
LINC01882	
IMMP2L	Hs.89576.1.S1_3p_at
IMMP2L	Hs2.89576.2.S1_3p_at
IMMP2L	Hs2.89576.2.S1_3p_x_at
IMMP2L	
PSMG2	
PSMG2	g9910421_3p_s_at
PSMG2	g9910421_3p_at
ZNF585B	Hs.23127.0.A1_3p_at
ZNF585B	Hs.293028.0.S1_3p_at
ZNF585B	Hs2.289958.1.S1_3p_at
ZNF585B	
RAB19	
SLC4A9	g13249294_3p_a_at
SLC4A9	Hs.166669.1.S1_3p_x_at
SLC4A9	
RPL19P4	
AHCTF1P1	Hs2.433190.1.S1_3p_at
AHCTF1P1	Hs.33363.1.S1_3p_a_at
	Hs2.308630.1.S1_3p_s_at
GPR39	g4504096_3p_at
GPR39	Hs.85339.0.S1_3p_at
GPR39	
AP3M2	g5802999_3p_at
AP3M2	Hs2.396632.1.A1_3p_at
AP3M2	
DENND2C	Hs.55409.0.S1_3p_at
DENND2C	Hs.258381.0.S1_3p_at
DENND2C	
CENPW	Hs.35962.0.A1_3p_at
MYHAS	
	Hs.187471.1.A1_3p_at
MIR7973-2	
MIR7973-1	
	Hs.131040.0.A1_3p_at
	g4757979_3p_a_at
	Hs.286055.2.S1_3p_at
TCAF1	Hs.283978.1.A2_3p_at
TCAF1	Hs.283978.1.A1_3p_at
TCAF1	g12653652_3p_a_at
TCAF1	g7662275_3p_at
TCAF1	204403_3p_x_at
TCAF1	g7662275_3p_x_at
TCAF1	
GLDN	Hs.30484.0.A1_3p_at
GLDN	Hs.47374.0.S1_3p_at
GLDN	
KLF7-IT1	
BOK	
BOK	Hs.293753.0.S2_3p_s_at
MYH8	g4505300_3p_s_at
MYH8	g4505300_3p_at
MYH8	206717_3p_at
KCNK16	Hs.287765.0.S1_3p_at
KCNK16	
	Hs.65500.0.S1_3p_at
LINC02965	
CCDC115	Hs.104203.0.A1_3p_s_at
	Hs2.344170.1.S1_3p_at
ELFN2	Hs2.250726.2.S1_3p_s_at
ELFN2	
	Hs2.250726.3.A1_3p_at
NEBL	g5453757_3p_s_at
NEBL	Hs.166449.0.A1_3p_s_at
NEBL	Hs.152825.0.A1_3p_at
NEBL	216882_3p_s_at
NEBL	Hs.5025.0.A2_3p_at
NEBL	Hs.5025.1.A1_3p_s_at
NEBL	g7706520_3p_s_at
NEBL	207279_3p_s_at
NEBL	g5453757_3p_a_at
NEBL	Hs.5025.1.A1_3p_x_at
NEBL	Hs.5025.1.A1_3p_at
NEBL	217585_3p_at
NEBL	
NEBL	Hs.112964.0.A1_3p_at
MFNG	g4505158_3p_a_at
MFNG	Hs.31939.0.S1_3p_a_at
MFNG	
	Hs.127887.0.A1_3p_at
LINC00904	
SND1	g7657430_3p_at
SND1	g7657430_3p_x_at
SND1	
SND1	g11065903_3p_at
LINC01838	Hs2.292009.1.S1_3p_s_at
ZNF792	Hs.50405.0.A1_3p_at
ZNF792	
SMIM26	Hs.3709.2.S1_3p_at
MXRA7P1	Hs.250723.2.S1_3p_a_at
RPL17P14	
GRAMD1A-AS1	
RN7SL638P	
RNU6ATAC34P	
DUXAP7	
DTD1-AS1	Hs2.437178.1.S1_3p_at
	g13528881_3p_a_at
	g11612675_3p_a_at
SLC25A12	Hs.179866.0.S2_3p_at
SLC25A12	g4507006_3p_a_at
SLC25A12	
MIR6887	g13528881_3p_a_at
RBCK1	Hs.247280.3.A1_3p_x_at
RBCK1	Hs.247280.3.A1_3p_a_at
RBCK1	
RBCK1	g5454167_3p_a_at
RBCK1	Hs.29546.0.S1_3p_at
LGI4	Hs.65256.0.A1_3p_at
LGI4	Hs.109308.0.A1_3p_at
LGI4	
TMEM200A	Hs.172870.0.A1_3p_at
	Hs.195929.0.A1_3p_at
CD2	g4502652_3p_at
CD2	
FHIP1A	Hs.303956.0.A1_3p_at
FHIP1A	Hs.241423.0.S1_3p_at
FHIP1A	Hs2.269223.1.S1_3p_at
FHIP1A	Hs.119316.1.A1_3p_at
FHIP1A	
CARD10	g13488606_3p_a_at
CARD10	Hs.57973.0.A1_3p_a_at
CARD10	
REPS1	g13625165_3p_s_at
REPS1	
DMXL2	Hs.13264.0.S1_3p_at
DMXL2	
DMXL2	Hs.272193.0.S1_3p_x_at
DMXL2	215761_3p_at
LINC02799	
LINC01661	
MYH4	g11024711_3p_at
PLAT	g4505860_3p_a_at
PLAT	
	Hs2.398024.1.S1_3p_x_at
	Hs.36475.0.S1_3p_a_at
TPT1P3	
LINC02031	
MTND4LP10	
DOCK1	g4503354_3p_at
DOCK1	Hs.309770.0.A1_3p_s_at
DOCK1	Hs.309770.0.A1_3p_at
DOCK1	
DEPDC1	g8923327_3p_a_at
DEPDC1	Hs.133260.2.S1_3p_a_at
DEPDC1	Hs.133260.0.S2_3p_a_at
DEPDC1	Hs.14119.0.A1_3p_at
DEPDC1	
BZW1P1	Hs.155291.0.S1_3p_a_at
LINC02006	
CDKN2AIP	g8923039_3p_at
CDKN2AIP	
SLC7A14-AS1	
SLC7A14-AS1	Hs2.407600.1.S1_3p_at
STK25P1	
EIF4A2P1	
SEH1L	
SEH1L	Hs.301048.0.S1_3p_s_at
SEH1L	Hs.301048.1.A1_3p_s_at
RPL22P1	214042_3p_s_at
RPL22P1	Hs.326249.0.A1_3p_s_at
RPL22P1	221775_3p_x_at
RPL22P1	208768_3p_x_at
RPL22P1	g4506612_3p_s_at
RPL22P1	g400340_3p_s_at
RPL22P1	g409069_3p_s_at
RPL22P1	Hs.99914.2.S1_3p_s_at
RPL22P1	220960_3p_x_at
RPL22P1	g400340_3p_x_at
SOX2	Hs.129911.0.A1_3p_at
SOX2	Hs.816.0.A1_3p_at
SOX2	Hs.816.0.A2_3p_at
ADAM20P3	
MTND4P8	
LINC01596	
	Hs.135238.0.A1_3p_at
	Hs.150941.0.S1_3p_at
ATP11B	Hs2.75478.5.S1_3p_s_at
ATP11B	Hs.192969.0.A1_3p_at
ATP11B	Hs.75478.0.S1_3p_at
ATP11B	
ATP11B	Hs2.75478.1.S1_3p_at
ATP11B	Hs2.75478.5.S1_3p_a_at
RPS23P4	
ZFP42	Hs.118004.0.A1_3p_x_at
ZFP42	Hs.118004.0.A1_3p_at
ZFP42	243161_3p_x_at
ZFP42	Hs2.335787.1.S1_3p_at
DLX5	Hs.99348.0.S1_3p_s_at
DLX5	
MYH1	g7669505_3p_at
MTND3P3	
UNC5C	Hs.9299.0.S1_3p_at
UNC5C	Hs2.44553.2.S1_3p_s_at
UNC5C	g4507836_3p_at
UNC5C	Hs2.44553.2.S1_3p_at
UNC5C	
ARF5	g6995999_3p_at
ARF5	g6995999_3p_x_at
ARF5	
	g11612671_3p_at
FXYD7	g11612658_3p_at
FXYD7	
RPE	Hs.247945.0.S1_3p_s_at
RPE	Hs2.168865.1.A1_3p_s_at
RPE	Hs.125845.0.A2_3p_at
RPE	216574_3p_s_at
RPE	Hs.125845.0.A1_3p_at
RPE	
RNF121	
RNF121	g8922862_3p_at
MAP4K5	Hs.246970.0.S2_3p_at
MAP4K5	g5729890_3p_a_at
MAP4K5	g405730_3p_s_at
MAP4K5	
FXYD5	
FXYD5	g11612664_3p_a_at
FXYD5	g11612658_3p_at
	Hs.255107.0.A1_3p_at
USP44	g12053160_3p_at
USP44	
RTEL1-TNFRSF6B	Hs.281383.2.S1_3p_s_at
RTEL1-TNFRSF6B	g4507584_3p_s_at
RTEL1-TNFRSF6B	g7706540_3p_s_at
MFSD14C	g13477192_3p_x_at
MFSD14C	Hs.30567.0.A1_3p_at
MFSD14C	Hs.16689.0.A1_3p_at
MFSD14C	g13477192_3p_at
MFSD14C	Hs.269778.0.A1_3p_at
MFSD14C	Hs.30567.0.A1_3p_x_at
MFSD14C	1559514_3p_at
PKMP1	
PPIAP7	
OR10AE1P	
LINC02806	Hs2.375810.1.S1_3p_at
MRPS21P2	
CEP192-DT	
RNU4-14P	
ELOCP20	
CEP192	
CEP192	g8922371_3p_a_at
NDUFA5P10	
ANKHD1	g13386461_3p_at
ANKHD1	g12053380_3p_a_at
ANKHD1	Hs.301226.0.A1_3p_at
ANKHD1	Hs.301226.3.A1_3p_a_at
ANKHD1	
ANKHD1	Hs.324179.0.S1_3p_at
TESC	g8923562_3p_at
TESC	g8923562_3p_x_at
TESC	
MYH2	g8923939_3p_at
MYH2	
CDC42EP1	
CDC42EP1	g5902007_3p_at
WWC2	Hs2.285243.2.A1_3p_s_at
WWC2	Hs.285243.0.S2_3p_at
WWC2	g13376432_3p_a_at
WWC2	
FAM3C	g7661713_3p_at
FAM3C	
FAM3C	Hs.153027.0.A1_3p_at
TCEA1P1	
GAS2L1P2	
GPR89A	Hs.16085.2.A1_3p_a_at
GPR89A	
VN1R51P	
FAM220CP	
RNU6-798P	
ZNF322P1	g13375873_3p_at
RPN2	
RPN2	g13097707_3p_a_at
SUGT1P4	
CTSV	g3228671_3p_at
CTSV	Hs2.353110.1.S1_3p_x_at
CTSV	Hs2.353110.1.S1_3p_at
CTSV	
LGALS2	g5729902_3p_at
LGALS2	
DYNC1H1	Hs.309947.0.A1_3p_s_at
DYNC1H1	Hs.7720.0.A1_3p_at
DYNC1H1	Hs.302653.0.S1_3p_at
DYNC1H1	1556831_3p_at
DYNC1H1	Hs2.376169.1.S1_3p_at
DYNC1H1	Hs2.376169.1.S1_3p_x_at
DYNC1H1	Hs.7720.3.A1_3p_at
DYNC1H1	
LNCSRLR	
LINC02409	
MRPL2P1	
SSU72P8	Hs.283911.0.S1_3p_at
RBM19	g7662249_3p_at
RBM19	g7705364_3p_s_at
RBM19	
DHX36	Hs.9414.0.S2_3p_a_at
DHX36	Hs.9414.0.S1_3p_a_at
TTLL8	
SLC13A1	g12620131_3p_x_at
SLC13A1	g11967976_3p_a_at
SLC13A1	g12620131_3p_at
CC2D2B	
CC2D2B	Hs.112971.0.S1_3p_at
RAC2	Hs.301175.1.S1_3p_s_at
RAC2	207419_3p_s_at
RAC2	
RNU6-72P	
MIR3165	
LAMTOR1	
LAMTOR1	g12804574_3p_at
RAC1P6	
GRM8	Hs.86204.2.S1_3p_a_at
GRM8	
GRM8	Hs.86204.1.S1_3p_at
CFAP43	Hs.112757.0.A1_3p_at
CFAP43	Hs.310780.0.A1_3p_at
CFAP43	
CFAP43	g12053298_3p_at
CFAP43	g13376732_3p_at
RPEP6	
FOLR1P1	
PHOX2A	Hs.276879.0.S2_3p_at
	Hs.283936.0.S1_3p_at
	Hs.283936.0.S1_3p_x_at
APOL1	
OR13C6P	
OR13C7	
OR2AM1P	
RECK	g11863155_3p_at
RECK	Hs2.389054.1.A1_3p_at
RECK	Hs2.389054.1.A1_3p_x_at
RTEL1	g7706540_3p_s_at
RTEL1	
RTEL1	Hs.281383.2.S1_3p_s_at
LINC02830	
SMIM30	Hs.92145.0.S1_3p_at
LINC02172	Hs.135587.0.S1_3p_at
TRIM8	Hs.54580.0.A1_3p_s_at
TRIM8	g12407398_3p_s_at
TRIM8	
HPGD	g2047312_3p_a_at
HPGD	Hs.77348.0.S1_3p_a_at
HPGD	g1203981_3p_a_at
HPGD	
	Hs2.350930.1.S1_3p_at
MIR5695	
FARSA	g4758339_3p_at
FARSA	Hs.23111.1.S1_3p_a_at
FARSA	
	Hs2.405972.1.S1_3p_s_at
TRBV4-2	Hs.120055.0.A1_3p_at
CALN1	Hs.101375.0.S1_3p_at
CALN1	Hs2.249979.2.S1_3p_s_at
CALN1	g13183337_3p_at
CALN1	
CMAS	g8923899_3p_at
CMAS	g8923899_3p_s_at
CMAS	
MYH3	g11342671_3p_at
MYH3	
CDHR3	
CDHR3	Hs.12496.0.A1_3p_at
CDHR3	Hs.150120.0.A1_3p_at
CLTA	g4502898_3p_a_at
CLTA	g6005992_3p_a_at
CLTA	200960_3p_x_at
CLTA	Hs.285688.0.S1_3p_s_at
CLTA	204050_3p_s_at
CLTA	Hs2.283453.1.A1_3p_x_at
CLTA	
SCG3	g7019522_3p_at
SCG3	
	Hs.112889.0.A1_3p_at
AHCYP5	
LRRC10	
	Hs2.435194.1.S1_3p_at
	1557099_3p_at
GAS2L1	g12804706_3p_at
GAS2L1	g5453657_3p_s_at
GAS2L1	g12804706_3p_s_at
GAS2L1	209729_3p_at
GAS2L1	
DMBT1	g4758169_3p_a_at
DMBT1	
CAMKK2	g4877950_3p_a_at
CAMKK2	Hs.108708.2.S1_3p_a_at
CAMKK2	Hs.108708.3.S1_3p_at
CAMKK2	g5729894_3p_at
CAMKK2	
ATXN3L	Hs.302079.0.S1_3p_at
VCX3B	207281_3p_x_at
OSBPL6	g12382786_3p_at
OSBPL6	
OSBPL6	Hs.18067.0.A1_3p_at
OSBPL6	Hs.135164.0.A1_3p_at
SLC38A5	Hs.195155.0.A1_3p_at
SLC38A5	
POLB	
POLB	g4505930_3p_at
POLB	Hs.241525.0.S1_3p_at
LYSMD2	Hs.293658.0.A1_3p_at
NAP1L4	Hs2.350748.1.A1_3p_at
MTND3P2	
ANKHD1-EIF4EBP3	214919_3p_s_at
ANKHD1-EIF4EBP3	Hs.301226.2.A1_3p_at
ANKHD1-EIF4EBP3	Hs.301226.0.A1_3p_at
ANKHD1-EIF4EBP3	Hs.301226.3.A1_3p_a_at
ANKHD1-EIF4EBP3	Hs.301226.2.A1_3p_s_at
ANKHD1-EIF4EBP3	g12053380_3p_a_at
MRPS36P2	
DUX4L6	Hs.296821.0.S1_3p_x_at
DUX4L6	Hs.296821.0.S1_3p_at
DUX4L6	216473_3p_x_at
BAIAP2L1	Hs.23449.0.A2_3p_a_at
BAIAP2L1	Hs.23449.1.S1_3p_a_at
BAIAP2L1	Hs.75922.1.A1_3p_a_at
BAIAP2L1	
FHIP1A-DT	
LINC02492	Hs.126008.0.A1_3p_at
LINC02492	
RYR3	g4506758_3p_at
RYR3	
GNE	g6382074_3p_at
GNE	
FARSA-AS1	
TBL1XR1-AS1	
MIR6515	
	214316_3p_x_at
	Hs.16488.3.S1_3p_x_at
ASS1P7	
NPHP3-AS1	Hs2.350824.2.S1_3p_at
NPHP3-AS1	Hs2.407608.1.S1_3p_at
RAD23A	g4826963_3p_a_at
RAD23A	Hs.180455.0.A1_3p_a_at
RAD23A	225495_3p_x_at
RAD23A	Hs.83135.0.A1_3p_s_at
RAD23A	Hs.83135.0.A1_3p_a_at
LSM8	Hs.285724.0.A1_3p_at
LSM8	Hs.115916.0.A1_3p_at
LSM8	Hs.122460.0.A1_3p_at
LSM8	g7706424_3p_at
LSM8	
SCO1	g9963786_3p_at
SCO1	
HNRNPA1P20	
TRAPPC11	g11345481_3p_a_at
TRAPPC11	Hs.5354.1.S1_3p_a_at
TRAPPC11	
NAALADL2-AS2	
ACIN1	g7662237_3p_a_at
ACIN1	
KCNMB2-AS1	Hs.202312.0.S1_3p_at
KCNMB2-AS1	
RIMBP3B	Hs.115429.0.S1_3p_at
FAM246B	Hs.93522.1.A1_3p_at
FAM246A	Hs.93522.1.A1_3p_at
MRTFA	Hs.134751.0.A1_3p_at
MRTFA	Hs.134751.0.A1_3p_s_at
MRTFA	Hs2Affx.1.461.S1_3p_x_at
MRTFA	Hs.31146.0.S1_3p_at
MRTFA	
MRTFA	215291_3p_at
MRTFA	Hs2.433153.2.S1_3p_at
PLEKHA8	
PLEKHA8	g12803978_3p_at
PLEKHA8	g7705683_3p_a_at
PLEKHA8	Hs.233495.2.A1_3p_a_at
PLEKHA8	Hs.233495.4.S1_3p_x_at
PLEKHA8	Hs.233495.4.S1_3p_at
PLEKHA8	Hs.233495.3.A1_3p_x_at
PLEKHA8	Hs.251865.0.A1_3p_at
PLEKHA8	g7705683_3p_x_at
PLEKHA8	Hs.233495.2.A1_3p_at
ADPRM	g12654898_3p_at
ADPRM	g9910423_3p_a_at
MECOM	Hs.234773.0.S2_3p_at
MECOM	Hs.234773.0.S1_3p_at
MECOM	
MECOM	g4826827_3p_at
EIF4EBP3	214919_3p_s_at
EIF4EBP3	Hs.301226.2.A1_3p_s_at
TMEM220	Hs.154574.0.A1_3p_at
VCX3A	207281_3p_x_at
VCX3A	211403_3p_x_at
HAUS1P1	
NDUFA2	
NDUFA2	g13277539_3p_a_at
NDUFA2	Hs.163867.0.S1_3p_at
TCEAL4	g13376293_3p_at
MAGOH2P	217693_3p_x_at
MAGOH2P	Hs.313848.0.S1_3p_at
MAGOH2P	Hs.313848.0.S1_3p_x_at
TMEM220-AS1	
GADD45GIP1	Hs.83135.1.A1_3p_a_at
DND1	4919314C_3p_s_at
DND1	Hs.326464.0.A1_3p_s_at
DND1	222070_3p_at
	Hs2.382058.1.S1_3p_at
TMEM150B	
TMEM150B	Hs2.382625.1.S1_3p_x_at
HARS2	g899108_3p_at
HARS2	
	Hs.164464.0.A1_3p_at
WNK3	Hs.92423.0.S1_3p_at
WNK3	Hs.111973.0.A1_3p_at
WNK3	Hs2.92423.1.S1_3p_s_at
WNK3	
PIRT	Hs.283120.0.S1_3p_at
RNU6-1065P	
RPL15P21	
RN7SL601P	
SHISA6	Hs.30875.0.A1_3p_at
SHISA6	
LDLRAD4	
LDLRAD4	Hs.153498.2.S1_3p_a_at
LDLRAD4	Hs.153498.2.S2_3p_a_at
LDLRAD4	g4757883_3p_a_at
LDLRAD4	Hs2.434285.1.S1_3p_at
LDLRAD4	Hs.178533.0.S1_3p_at
HMGB3P24	
PPP6C	Hs.7256.1.A1_3p_at
PPP6C	g7706488_3p_at
PPP6C	Hs.7256.1.A2_3p_at
PPP6C	g5729987_3p_s_at
PPP6C	
	Hs.278435.0.S1_3p_at
PTGES3P3	
NR1H5P	
	Hs2.348613.1.S1_3p_at
TEMN3-AS1	
GTF2B	g13435384_3p_s_at
GTF2B	
DNAH9	Hs.98467.0.A1_3p_at
DNAH9	g7739766_3p_s_at
DNAH9	
TKTL2	g12053070_3p_at
KMT5C	Hs2.391051.1.S1_3p_at
KMT5C	1570058_3p_at
KMT5C	Hs2.391051.1.S1_3p_x_at
KMT5C	
KMT5C	g13543360_3p_s_at
PRPS1P2	
RPSAP76	
RABEPK	g5032014_3p_at
RABEPK	Hs2.391586.1.S1_3p_at
RABEPK	
	Hs2.434512.1.S1_3p_at
LINC02508	
FMC1-LUC7L2	Hs.50328.0.S1_3p_a_at
GASK1B-AS1	
DKK4	g7657024_3p_at
SNORA30	
TMEM265	Hs.87908.1.S1_3p_s_at
SUMO2P14	
PHKG2	g4505784_3p_at
PHKG2	
PHKG2	Hs2.49589.1.S1_3p_s_at
YWHAQP4	
VDAC3	
VDAC3	g2735306_3p_a_at
FKBP5	Hs.7557.1.A1_3p_at
FKBP5	g4758383_3p_at
FKBP5	Hs.7557.1.A2_3p_at
F11-AS1	
F11-AS1	Hs2.130264.1.A1_3p_at
TFEC	Hs.125962.0.A1_3p_at
TFEC	g6912701_3p_at
TFEC	Hs.279243.0.S1_3p_at
TFEC	
MTCO2P21	
HSPA5	Hs.75410.1.S1_3p_at
HSPA5	Hs.75410.4.A1_3p_at
TNFSF4	g4507602_3p_a_at
TNFSF4	
MC2R	Hs.274501.0.S1_3p_at
MC2R	g4505126_3p_at
METAP1	Hs.82007.0.S1_3p_at
METAP1	
	g12802886_3p_x_at
	224284_3p_x_at
HNRNPA1P68	
ZNF519	
ZNF519	Hs2.161929.1.S1_3p_a_at
ZNF519	Hs2.397478.1.S1_3p_at
PFN1P12	
KCNJ9	g4826803_3p_at
KCNJ9	Hs.22669.0.A1_3p_at
COX6B2	1553367_3p_a_at
COX6B2	Hs.123848.0.A1_3p_at
COX6B2	Hs2.343765.1.S1_3p_s_at
COX6B2	
HMGCLL1	Hs.3837.0.S1_3p_at
HMGCLL1	Hs2.3837.1.S1_3p_s_at
HMGCLL1	Hs.97369.0.S1_3p_at
	Hs.129928.1.A2_3p_at
CSF1	
CSF1	g181134_3p_x_at
CSF1	g758780_3p_a_at
CSF1	g4503074_3p_at
BRCC3	
BRCC3	Hs.301927.2.S1_3p_a_at
BRCC3	Hs.301927.1.A1_3p_a_at
HSPA5-DT	
	Hs.97698.0.A1_3p_at
RNU6-1020P	
FRG2LP	
RNA5SP281	
SLC25A5P8	
ACO1	g8659554_3p_a_at
ACO1	Hs.104091.0.A1_3p_at
CLUL1	
CLUL1	g7657489_3p_at
	Hs2.329540.1.S1_3p_at
ATP5PBP4	
PRSS37	Hs.98947.0.A1_3p_at
LIN28AP1	
HNRNPCP2	Hs.182447.0.A1_3p_x_at
HNRNPCP2	Hs.182447.3.A1_3p_a_at
HNRNPCP2	200014_s_at
HNRNPCP2	214737_3p_x_at
HNRNPCP2	g4758543_3p_a_at
HNRNPCP2	Hs.182447.1.A1_3p_x_at
GARIN5B	Hs2.375102.1.S1_3p_at
GARIN5B	Hs2.329540.1.S1_3p_at
NUDT19P5	
DBET	Hs.296821.0.S1_3p_x_at
DBET	Hs.296821.0.S1_3p_at
DBET	216473_3p_x_at
LINC02355	Hs2.434282.1.S1_3p_at
LINC02355	
LANCL1	g5174444_3p_a_at
LANCL1	Hs.13351.0.S1_3p_a_at
LANCL1	
UNC5C-AS1	Hs.125605.0.A1_3p_at
NWD2	Hs.4280.0.S1_3p_at
IL11	g10834993_3p_at
IL11	g186272_3p_a_at
IL11	
CFAP119	Hs.65735.0.S1_3p_at
CFAP119	
MTCO3P9	
VTI1BP2	
LINC02496	
ABT1P1	
	Hs2.434488.1.S1_3p_at
	Hs2.434488.1.S1_3p_x_at
	Hs.143254.0.A1_3p_at
ATP5MGP4	
RPL23AP65	g1399085_3p_x_at
RPL30P6	
TMEM190	Hs2.160436.1.S1_3p_at
TBX1	Hs.166878.0.A1_3p_at
TBX1	Hs.166878.0.A1_3p_x_at
TBX1	Hs.279679.0.A1_3p_at
TBX1	242941_3p_x_at
TBX1	Hs.166878.0.A1_3p_s_at
TBX1	g2735860_3p_at
TBX1	g5174710_3p_at
TBX1	
SWAP70	Hs.153026.0.A4_3p_at
SWAP70	Hs.153026.0.A3_3p_a_at
SWAP70	
SWAP70	g13111791_3p_at
DUX4L4	Hs.296821.0.S1_3p_x_at
DUX4L4	Hs.296821.0.S1_3p_at
DUX4L4	216473_3p_x_at
IDH3G	Hs.75253.1.A1_3p_at
IDH3G	g4758581_3p_a_at
IDH3G	Hs.75253.1.A1_3p_a_at
IDH3G	Hs.75253.1.A1_3p_x_at
IDH3G	214333_3p_x_at
IDH3G	
TRMT12	g8923675_3p_at
TRMT12	
NPY2R	g4505446_3p_x_at
NPY2R	g1063633_3p_a_at
NPY2R	g1000750_3p_at
NPY2R	g4505446_3p_s_at
RNF139	g3395786_3p_at
RNF139	
TMEM238	
SETP12	
TATDN1	g13182774_3p_s_at
TATDN1	
RPL28	g4506626_3p_s_at
RPL28	200003_s_at
RPL28	Hs.330570.0.S1_3p_at
MTATP6P14	
NKAIN1P1	
DHCR24-DT	
DHCR24-DT	Hs.129520.0.A1_3p_at
	Hs.247781.0.S1_3p_s_at
	Hs.249247.1.A1_3p_s_at
LINC02805	Hs.97435.0.A1_3p_at
LINC02805	
	Hs.70488.0.A2_3p_a_at
ANP32C	g6912603_3p_at
SERPINB10	Hs.158339.0.S1_3p_at
FOSL1P1	
	Hs.159200.1.S1_3p_a_at
SLC25A5P6	
TNFAIP8L2	g12006204_3p_at
ZNF629	Hs.301094.0.S1_3p_at
TNFRSF11A	g4507564_3p_at
TNFRSF11A	Hs.204044.0.A1_3p_at
TNFRSF11A	
	Hs.104241.0.A1_3p_at
	Hs2.123176.1.S1_3p_s_at
FRG1	242331_3p_x_at
MIR4519	
MIR762	
CTF2P	
FBXL19-AS1	Hs2Affx.1.51.S1_3p_at
	228277_3p_at
	Hs.119598.1.A1_3p_at
ORAI3	Hs.119598.1.A1_3p_at
ORAI3	
FMO8P	
HSD3B7	g13436259_3p_at
HSD3B7	
ADTRP	
ADTRP	Hs.72115.0.A1_3p_at
ADTRP	Hs.97411.0.S1_3p_at
	Hs2.220558.1.S1_3p_s_at
RPL7AP19	
CDC26P1	Hs.3991.0.A1_3p_at
NAP1L4P1	
SEC22B4P	Hs.50785.0.A2_3p_at
SEC22B4P	g12655032_3p_a_at
LZTR1	
LZTR1	g5803073_3p_at
LMX1A-AS1	Hs.160098.0.A1_3p_at
	g4502258_3p_a_at
LINC01307	
MIR4325	
RPL39P39	
SPO11	Hs.159737.1.S1_3p_a_at
SPO11	
RPL7AP42	
IGSF8	Hs.332012.0.S1_3p_s_at
IGSF8	
HIBADH	Hs.284170.2.S1_3p_a_at
HIBADH	Hs.284170.0.S1_3p_at
HIBADH	
RPPH1-2P	
CHURC1-FNTB	g10835058_3p_s_at
CHURC1-FNTB	Hs.276.0.A1_3p_at
CHURC1-FNTB	
MIR6805	
UBE2S	g7657045_3p_x_at
UBE2S	
RN7SKP50	
LINC02709	Hs2.434223.2.S1_3p_a_at
RPL17P44	
ACTBP9	Hs.248007.0.S1_3p_at
ACTBP9	Hs.248007.0.S1_3p_x_at
ZCCHC2	g8923259_3p_a_at
ZCCHC2	Hs.18800.0.A1_3p_a_at
ZCCHC2	g13623474_3p_s_at
ZCCHC2	224503_3p_s_at
ZCCHC2	g13623474_3p_at
ZCCHC2	Hs.98017.0.S1_3p_at
ZCCHC2	
ZCCHC2	Hs.114191.0.A1_3p_at
RNU7-28P	
	Hs.247984.0.S1_3p_s_at
LINC02437	
AGGF1P1	
LINC02434	
ADM-DT	
ZMAT2	
ZMAT2	Hs.250655.3.A1_3p_s_at
ZMAT2	Hs.250655.3.A1_3p_x_at
ADM	g4501944_3p_at
ADM	
ISOC2	g13376006_3p_at
ISOC2	g13376006_3p_x_at
ISOC2	
CLUHP4	
PLG	g13529238_3p_at
PLG	Hs.81086.1.A1_3p_at
PLG	g190025_3p_at
PLG	Hs.262869.1.S1_3p_at
PLG	
PLG	Hs2.391855.1.S1_3p_at
STX1B	Hs.21782.0.A1_3p_at
STX1B	
THEGL	
RAB15	Hs.21349.0.A1_3p_at
RAB15	4855188C_3p_s_at
RAB15	Hs.21349.0.A1_3p_s_at
RAB15	221810_3p_at
RAB15	
