hgnc_symbol	affy_hta_2_0
LINC01450	TC07001316.hg
NDUFB8	
LINC01449	TC07000257.hg
LINC01449	TC07002277.hg
LINC01449	
JMJD6	TC17001907.hg
JMJD6	
SLC17A7	TC19001715.hg
SLC17A7	
OR9A3P	TC07000897.hg
OR9N1P	TC07000900.hg
C2orf50	TC02000068.hg
CLEC5A	TC07001934.hg
CLEC5A	
SLC66A3	
SLC66A3	TC02000069.hg
FBXO28	TC01001841.hg
FBXO28	
CLMAT3	TC05000842.hg
CLMAT3	TC05002695.hg
CLMAT3	
RN7SKP232	TC05001956.hg
PSMA1	
PSMA1	TC11003474.hg
ATOX1	TC05003314.hg
ATOX1	
ARHGAP9	
ARHGAP9	TC12001624.hg
HIF1AN	TC10000724.hg
HIF1AN	
TPD52L3	ADDON002700.hg
TPD52L3	TC09000046.hg
ZNF189	TC09000517.hg
ZNF189	
TAS2R38	TC07001935.hg
RNU6-102P	TC07000753.hg
	TC07003146.hg
GPR37	TC07001828.hg
GPR37	TC07003146.hg
GPR37	ADDON002490.hg
ATOX1-AS1	TC05000843.hg
PHOSPHO1	TC17001661.hg
PHOSPHO1	
RPLP1P6	TC05001958.hg
PIH1D1	
PIH1D1	TC19001717.hg
GLRA1	TC05001960.hg
C7orf77	TC07001829.hg
C7orf77	TC07003147.hg
	TC15000737.hg
FDPSP7	
	TC07001545.hg
	TC07001519.hg
	TC07000461.hg
	TC07000493.hg
	TC07001667.hg
	TC07001524.hg
	TC07001526.hg
	TC07001528.hg
	TC07000436.hg
	TC07000494.hg
	TC07000433.hg
RPL7AP43	
DTX2P1-UPK3BP1-PMS2P11	TC07001708.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001711.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001522.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000434.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000656.hg
DTX2P1-UPK3BP1-PMS2P11	TC07003029.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000429.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000462.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000490.hg
DTX2P1-UPK3BP1-PMS2P11	TC07000435.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001525.hg
DTX2P1-UPK3BP1-PMS2P11	TC07003311.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001665.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001527.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001531.hg
DTX2P1-UPK3BP1-PMS2P11	TC07001523.hg
DTX2P1-UPK3BP1-PMS2P11	
CTSH	TC15002646.hg
CTSH	TC15001713.hg
CTSH	
PAX2	TC10000725.hg
PAX2	
ST6GALNAC6	
ST6GALNAC6	TC09002921.hg
ZPBP2	TC17000482.hg
ZPBP2	
RNU6-1081P	TC02000070.hg
AIDAP1	
PPIAP60	TC02000071.hg
	TC02001577.hg
	TC02004049.hg
	TC02001578.hg
	TC02004050.hg
DTX2P1	
UPK3BP1	
HLTF-AS1	ADDON002922.hg
HLTF-AS1	TC03000802.hg
PMS2P11	TC07003029.hg
PMS2P11	TC07002397.hg
	TC03001883.hg
MED28P2	
PMS2P9	TC07003029.hg
PMS2P9	TC07002397.hg
RBAK-RBAKDN	TC07002120.hg
HPS3	
HPS3	TC03000803.hg
E2F6	TC02001579.hg
E2F6	TC02004051.hg
E2F6	
RBAKDN	TC07002120.hg
OR10AH1P	
RNF216P1	TC07002119.hg
RNF216P1	
	TC16001279.hg
GOSR1	TC17000350.hg
GOSR1	
TMEM170A	TC16001280.hg
TMEM170A	
RNA5SP198	TC05001962.hg
RNU6-923P	TC05001244.hg
SLC45A2	TC05001245.hg
CHST6	TC16001963.hg
CHST6	TC16001281.hg
CHST6	
	TC16002090.hg
TRPC5	TC0X001284.hg
DNAJB8-AS1	TC03000674.hg
DNAJB8-AS1	TC03002526.hg
DNAJB8-AS1	TC03002527.hg
GABARAPL2	TC16000620.hg
GABARAPL2	
GATA2-AS1	TC03002528.hg
GATA2-AS1	TC03000675.hg
	TC07002119.hg
TMED10P2	
C1QTNF3-AMACR	TC05003448.hg
COPS6	TC07000609.hg
COPS6	
RPN1	TC03001757.hg
RPN1	
C1QTNF3	TC05003423.hg
C1QTNF3	TC05003448.hg
C1QTNF3	
ZNF658	TC09002500.hg
ZNF658	TC09001104.hg
ZNF658	TC09001095.hg
ZNF658	TC09001100.hg
ZNF658	ADDON001654.hg
RTL4	TC0X000548.hg
DPRXP7	
ALDH16A1	TC19000733.hg
ALDH16A1	
CCDC121P1	
	TC0X000549.hg
FBLIM1P1	
TERF2IP	TC16000621.hg
TERF2IP	TC16001643.hg
TERF2IP	
TEX13C	TC0X001862.hg
TEX13C	TC0X000611.hg
TIMM17B	TC0X001018.hg
TIMM17B	
DUXB	TC16001285.hg
RN7SL520P	
ATP5PBP7	TC16001968.hg
FAM189A2	TC09000320.hg
FAM189A2	
CPHXL	
RNA5SP403	TC16000853.hg
RNA5SP404	TC16000153.hg
	TC10001595.hg
SLF2	TC10002248.hg
SLF2	TC10000726.hg
SLF2	
IMPDH1P11	
	TC05001247.hg
	TC05001248.hg
RN7SL493P	
RN7SL684P	
	TC05001003.hg
GPRIN1	TC05002095.hg
RNU6-633P	TC16000155.hg
GNAO1-DT	
GNAO1-DT	TC16001130.hg
GNAO1-DT	TC16001906.hg
GNAO1-DT	TC16001907.hg
SNCB	TC05002096.hg
SNCB	
	ADDON002186.hg
	ADDON000310.hg
	TC16001573.hg
GNAO1	
GNAO1	TC16000461.hg
GNAO1	TC16001574.hg
POU5F1P6	
	TC03001758.hg
MARK2P8	
LINC01565	TC03001756.hg
CBX5P1	
C3orf38	TC03000466.hg
C3orf38	
C11orf54	TC11000911.hg
C11orf54	TC11002833.hg
C11orf54	
OR2K2	TC09002742.hg
OR2K2	TC09001481.hg
OR2K2	ADDON002570.hg
MCM7	TC07001654.hg
MCM7	
TUSC1	TC09000975.hg
ABCF2P1	
	TC02001346.hg
CBWD6	TC09002572.hg
CBWD6	TCUn_gl000211000002.hg
CBWD6	TC09001933.hg
CBWD6	TCUn_gl000211000004.hg
CBWD6	TC09002571.hg
CBWD6	
CBWD6	TC09002566.hg
HEBP2P1	
FAM136CP	ADDON001370.hg
FAM136CP	ADDON000753.hg
	TC02004655.hg
	TC03000515.hg
FAM172BP	TC03002439.hg
CRISP3	TC06001785.hg
CRISP3	
PCNP	TC03000519.hg
PCNP	
TCEANC	
TCEANC	TC0X000059.hg
GPD2	
GPD2	TC02000952.hg
MIR4281	TC05002097.hg
EIF4E1B	TC05001004.hg
EIF4E1B	
	TC06002737.hg
RPL32P7	
CYBB	TC0X000171.hg
CYBB	
RNU6-1256P	TC03000520.hg
FLT3LG	TC19002605.hg
FLT3LG	
	TC03001615.hg
	TC03000521.hg
MIR608	TC10000728.hg
RNY1P12	TC03001617.hg
	TC10001597.hg
RPL24	18670089
RPL24	18670092
RPL24	18670090
RPL24	18670084
RPL24	18670094
RPL24	TC03001618.hg
RPL24	18670087
RPL24	18670093
RPL24	18670091
RPL24	18670088
RPL24	18670085
RPL24	18670086
TWNK	
TWNK	TC10000729.hg
SLC5A10	TC17000225.hg
SLC5A10	
MIR3690	TC0Y000007.hg
MIR3690	TC0X000007.hg
RNA5SP498	TC0X000797.hg
RNA5SP498	TC0Y000114.hg
CSF2RA	TC0X001567.hg
CSF2RA	TC0X000006.hg
CSF2RA	TC0Y000006.hg
CSF2RA	
TSPAN17	TC05002760.hg
TSPAN17	TC05001005.hg
CEP97	TC03000524.hg
CEP97	
MTHFD1L	TC06001097.hg
MTHFD1L	
MARS1	
MARS1	TC12000531.hg
PDZD7	TC10002968.hg
PDZD7	
HMGB3P14	
	TC03003103.hg
RPL39P5	TC03001803.hg
RPL39P5	
GNAO1-AS1	TC16001908.hg
GNAO1-AS1	TC16001131.hg
HMGN1P9	
MIR3935	TC16000462.hg
HMGB3P13	TC03000728.hg
	ADDON000311.hg
	ADDON002187.hg
MOSPD2	TC0X000066.hg
MOSPD2	
KY	TC03003105.hg
KY	TC03001806.hg
KY	
AMFR	TC16001132.hg
AMFR	
RPL4P2	18671449
SRFBP1	TC05000573.hg
SRFBP1	
	TC10002799.hg
KAZALD1	TC10000732.hg
KAZALD1	
COP1	
COP1	TC01003551.hg
LOX	TC05001714.hg
LOX	
TPT1P14	
	TC10000635.hg
FANCB	TC0X000872.hg
FANCB	
IFIT2	
IFIT2	TC10000636.hg
MRPS18A	TC06001755.hg
RNU6-1174P	TC03001807.hg
RNA5SP141	TC07000780.hg
RNA5SP141	TC12000188.hg
RNA5SP141	TC02000336.hg
RNA5SP141	TC08001415.hg
RNA5SP141	TC03002042.hg
RNA5SP141	TC03001808.hg
CYCSP10	
MIR8086	
MPP7-DT	
ZNF101P1	
	TC10001137.hg
LINC02652	TC10001138.hg
	TC03003328.hg
RPSAP10	
MIR25	TC07001655.hg
MIR25	TC07001656.hg
RN7SKP39	TC10001139.hg
MIR93	TC07001655.hg
MIR93	TC07001656.hg
MIR93	TC07001657.hg
MIR106B	TC07001655.hg
MIR106B	TC07001656.hg
MIR106B	TC07001657.hg
WAC-AS1	TC10001140.hg
TOM1L2	TC17001194.hg
TOM1L2	
RNU4ATAC6P	TC10000197.hg
TPRKBP1	
FBXO9	
RNU6-1067P	TC10000198.hg
BAMBI	TC10000199.hg
AP4M1	
AP4M1	TC07000611.hg
CYCSP11	
	TC19002605.hg
FANCD2OS	
SNORD32A	TC19002606.hg
SNORD33	TC19002606.hg
SNORD34	TC19002198.hg
MKRN3	TC15000040.hg
MKRN3	TC15002075.hg
MKRN3	
SNORD35A	TC19002198.hg
RPS11	18671239
RPS11	18671240
RPS11	18671241
RPS11	18671237
RPS11	18671238
RPS11	TC19000735.hg
RPS11	TC19000736.hg
RPS11	18671242
	TC10000200.hg
BRK1	TC03000053.hg
RNU6-270P	TC10001141.hg
LINC00837	TC20000679.hg
LINC00837	TC10001142.hg
LINC00837	TC09000447.hg
LINC00837	TC12000470.hg
LINC00837	TC10000142.hg
LINC00837	TC20000678.hg
LINC00837	TC10002526.hg
IRAK2	TC03000056.hg
ADGRA1-AS1	TC10001780.hg
NPM1	TC01000357.hg
NPM1	18670158
NPM1	TC05000942.hg
NPM1	18670167
NPM1	18670165
NPM1	18670166
NPM1	18670159
NPM1	18670161
NPM1	18670164
NPM1	18670163
NPM1	18670160
NPM1	18670162
RPL5P28	TC10002921.hg
OGFOD1	
OGFOD1	TC16000463.hg
UTF1	TC10000950.hg
NPM1P9	
GRPEL2P2	
BLOC1S2P1	
ZC3H12B	TC0X000351.hg
ZC3H12B	TC0X001736.hg
ZC3H12B	TC0X001739.hg
ZC3H12B	TC0X001738.hg
VENTX	TC10000951.hg
LINC01958	
RPLP0P7	
FGF7	
FGF7	TC09001964.hg
FGF7	TC15000386.hg
	TC02003647.hg
	TC02003648.hg
LINC00570	
LINC00570	TC02003033.hg
LINC00570	TC02000072.hg
MIR202HG	
MIR202HG	TC10001782.hg
SNORD35B	18671239
SNORD35B	18671240
SNORD35B	18671241
SNORD35B	TC19000736.hg
MIR150	TC19001718.hg
COX6CP7	
MIR202	TC10001782.hg
	TC03002214.hg
	TC03002216.hg
ADAM8	TC10001783.hg
ADAM8	
RN7SKP179	TC02002621.hg
FCGRT	
FCGRT	TC19000737.hg
CCT4P2	
LINC00852	TC03002215.hg
LINC00852	TC03000059.hg
NANOGP9	
RTL9	TC0X000541.hg
	TC15002456.hg
TUBBP8	
NAB1	
NAB1	TC02001121.hg
	TC15002458.hg
	TC15001111.hg
ATP6V1G2	18670511
ATP6V1G2	18670505
HMGN2P5	
GHRL	TC03002800.hg
GHRL	TC03001158.hg
GHRL	TC03002801.hg
GHRL	
RBM3	
RBM3	TC0X000255.hg
	TC15002112.hg
	TC15000156.hg
NCAPGP2	
MSANTD2	TC11002413.hg
MSANTD2	
SERF2	
SERF2	TC15002794.hg
SERF2	TC15002177.hg
SERF2	TC15002795.hg
	TC01004052.hg
FMOD	TC01003722.hg
FMOD	
KLC2	
KLC2	TC11000656.hg
CYCSP4	
OR2L9P	
	TC01001935.hg
	TC01005123.hg
	TC01006109.hg
	TC01003818.hg
	TC01001979.hg
	TC01006137.hg
	TC01003852.hg
	TC0X001013.hg
MRPL32P1	
SLAMF7	
SLAMF7	TC01001372.hg
WDR13	
WDR13	TC0X001698.hg
WDR13	TC0X000256.hg
KARS1	TC16001284.hg
KARS1	18671109
KARS1	18671112
KARS1	18671122
KARS1	18671111
KARS1	18671115
KARS1	18671116
KARS1	18671117
KARS1	18671106
KARS1	18671118
KARS1	18671121
KARS1	18671119
KARS1	18671108
KARS1	18671107
KARS1	TC16001967.hg
KARS1	18671110
KARS1	18671120
KARS1	18671113
KARS1	18671114
	TC02002623.hg
	TC02004750.hg
GLS	TC02001122.hg
GLS	
MIR6758	
	TC12001625.hg
MIR616	TC12001626.hg
RCN3	TC19000738.hg
RCN3	
MBD6	
MBD6	TC12000533.hg
C9orf153	TC09001291.hg
C9orf153	
C9orf153	TC09001292.hg
ZNF511	TC10002949.hg
ZNF511	
VN1R110P	
KLF9	TC09001201.hg
RNU2-25P	TC09000872.hg
RN7SL592P	
PUM3	
PUM3	TC09000874.hg
TFDP1P2	
FAM47C	TC0X000166.hg
FTHL18P	
HNRNPA1P28	
NUDT19P6	
ZNF511-PRAP1	TC10002950.hg
NOSIP	TC19001720.hg
NOSIP	
PGRMC1	TC0X000580.hg
CALY	TC10001786.hg
CALY	TC10002922.hg
CALY	TC10001787.hg
CALY	
ZNF106	TC15001264.hg
ZNF106	
GHRLOS	TC03002216.hg
AKAP17BP	TC0X002202.hg
AKAP17BP	TC0X001307.hg
	TC0X001849.hg
	TC0X000581.hg
	TC0X001308.hg
MRPS17P9	
SLC25A43	TC0X000582.hg
SLC25A43	
SEC13	TC03002801.hg
SEC13	TC03002802.hg
SEC13	
BANF1P2	
	TC10001788.hg
PRAP1	TC10002950.hg
TFAP2A	
TFAP2A	TC06001260.hg
	TC0X000583.hg
	TC0X000584.hg
RNU1-67P	TC0X000584.hg
RN7SL118P	
RNY3P16	TC0X000585.hg
SLC25A5	TC0X000586.hg
SLC25A5	
PIP4K2C	TC12000535.hg
PIP4K2C	
FUOM	TC10001789.hg
FUOM	
UBE2A	TC0X000587.hg
UBE2A	TC0X001850.hg
UBE2A	
GPS2P1	
GAN	TC16000638.hg
GAN	TC16001658.hg
GAN	TC16001659.hg
GAN	TC16000639.hg
GAN	
ATP5PDP2	
	TC09001665.hg
	ADDON002252.hg
CDK2AP2P1	
MYO5BP1	
TP53I11	
TP53I11	TC11001582.hg
ECHS1	TC10001790.hg
CDRT15P6	
RPL7AP45	
	TC09002856.hg
	TC09002857.hg
	ADDON001074.hg
	ADDON002239.hg
RGS18	TC01001619.hg
RAPGEF1	TC09001668.hg
RAPGEF1	TC09002822.hg
RAPGEF1	
RAB1AP1	
RHBDF1	TC16000721.hg
RHBDF1	
	TC02001123.hg
MIR3944	TC10001791.hg
STAT4-AS1	TC02001124.hg
PAOX	TC10002928.hg
PAOX	
GNPAT	
GNPAT	TC01001915.hg
HEXD	TC17000952.hg
HEXD	
	TC07001659.hg
STAT4	TC02002625.hg
STAT4	
CNPY4	TC07000612.hg
CNPY4	
DTX3	TC12000536.hg
DTX3	
MBLAC1	TC07000613.hg
CLN8	TC08001774.hg
	TC19000739.hg
	TC07000614.hg
RPL7P60	
PRRG2	
PRRG2	TC19000740.hg
TRAPPC14	
TRAPPC14	TC07001660.hg
	TC16001368.hg
NPRL3	
NPRL3	TC16000722.hg
ARHGEF25	TC12003247.hg
ARHGEF25	
PYGO1	TC15002548.hg
PYGO1	TC15001468.hg
PYGO1	
GNB5	TC15001452.hg
GNB5	TC15002539.hg
GNB5	TC15002538.hg
GNB5	TC15001453.hg
GNB5	
	TC08000010.hg
CLIC5	
CLIC5	TC06003665.hg
RRAS	TC19001721.hg
RRAS	TC19002544.hg
TGFB2	TC01001805.hg
TGFB2	
ERCC6	
ERCC6	TC10001276.hg
MIR3674	TC08001774.hg
MIR596	TC08000009.hg
SPA17	TC11001142.hg
SPA17	
MIR4658	
GAL3ST4	TC07001661.hg
GAL3ST4	
SCAF1	TC19000742.hg
SCAF1	
EHF	
EHF	TC11000329.hg
MIR378B	
PRKAR2A-AS1	TC03002329.hg
PRKAR2A-AS1	TC03000284.hg
RNU6-959P	TC02001125.hg
	TC02004751.hg
HMGB1P27	
HMGB1P50	
	TC19000344.hg
	TC02004223.hg
	TC12001628.hg
	TC12002917.hg
NME2P2	
CHAT	TC10002936.hg
CHAT	TC10002065.hg
CHAT	
GPC2	TC07001662.hg
GPC2	
ODR4	TC01001604.hg
ODR4	
	TC02004224.hg
SLC25A20	TC03001390.hg
SLC25A20	
	TC02000298.hg
	TC12003248.hg
RPL36AP15	
RPS27AP7	
PPIAP62	
IFT20	
IFT20	TC17001294.hg
B4GALNT1	TC12001629.hg
B4GALNT1	TC12002919.hg
B4GALNT1	
LINC01820	TC02001813.hg
IRF3	
IRF3	TC19001722.hg
STAG3L5P	TC07002489.hg
STAG3L5P	
LINC02583	TC02004961.hg
LINC02583	TC02003205.hg
LINC02583	
IL33	TC09000045.hg
IL33	
STEEP1	TC0X002206.hg
STEEP1	TC0X001310.hg
STEEP1	
ARIH2OS	TC03001391.hg
	TC03001392.hg
STAG3L5P-PVRIG2P-PILRB	TC07002489.hg
STAG3L5P-PVRIG2P-PILRB	TC07003313.hg
STAG3L5P-PVRIG2P-PILRB	
	TC03002900.hg
	TC03001393.hg
	TC02000283.hg
RN7SL817P	
	TC16000005.hg
TMEM247	TC02004962.hg
HBZ	TC16002032.hg
HBZ	TC16001369.hg
P4HTM	TC03003317.hg
P4HTM	
ATP6V1E2	TC02004216.hg
ATP6V1E2	
LINC01741	TC01001538.hg
LINC01741	TC01004848.hg
HBM	TC16002033.hg
LINC01724	TC01006020.hg
LINC01724	TC01003658.hg
	TC01004926.hg
	TC01001630.hg
	TC0X000486.hg
	TC0X001229.hg
	TC0X000485.hg
FMO4	
FMO4	TC01001490.hg
PVRIG2P	
MIR6840	
RHOQ	TC02004580.hg
RHOQ	TC02003583.hg
RHOQ	TC02000284.hg
PILRA	TC07003314.hg
PILRA	
HBZP1	TC16002032.hg
HBZP1	TC16001369.hg
ECPAS	TC09001482.hg
ECPAS	
HBAP1	
HBA2	TC16000007.hg
HBA2	TC16000008.hg
GABPB1	TC15001350.hg
GABPB1	
RIPK1	TC06000023.hg
RIPK1	TC06002463.hg
RIPK1	
RIPK1	TC06002466.hg
HBA1	TC16000008.hg
HBA1	TC16000009.hg
HBA1	TC16000007.hg
	TC01003361.hg
	TC01005870.hg
RPL22P24	
	TC01001980.hg
PDHA1	TC0X000092.hg
PDHA1	
NSL1	
NSL1	TC01003810.hg
RHOQ-AS1	TC02004217.hg
RHOQ-AS1	TC02001815.hg
	TC16000009.hg
HBQ1	TC16000010.hg
GFOD1-AS1	TC06000091.hg
PIGF	TC02001816.hg
PIGF	
RPS4XP7	
RN7SKP204	TC06000092.hg
	TC11000590.hg
RNU6-359P	TC16001202.hg
NOL7	TC06000094.hg
DDX28	
DALRD3	
DALRD3	TC03001394.hg
NME1	
NME1	TC17002276.hg
NME1	TC17002880.hg
LPXN	TC11001812.hg
LPXN	
RANBP9	TC06001281.hg
RANBP9	
	TC07000621.hg
PPP1R35	TC07001670.hg
PPP1R35	
RPL13AP23	
	TC12001631.hg
AGAP2-AS1	TC12002401.hg
AGAP2-AS1	ADDON002340.hg
AGAP2-AS1	TC12000540.hg
NFATC3	TC16002056.hg
NFATC3	
NFATC3	TC16001610.hg
TSPAN31	TC12000541.hg
TSPAN31	
TSPAN31	TC12000542.hg
PPP1R35-AS1	TC07000622.hg
C7orf61	TC07003369.hg
HFM1	
HFM1	TC01002862.hg
SCN4B	TC11002342.hg
SCN4B	TC11003372.hg
SCN4B	
ZNF3	
ZNF3	TC07001653.hg
MIR3692	TC06001125.hg
MAP3K15	TC0X000902.hg
MAP3K15	
CRIPT	TC02000285.hg
SNX9	TC06003151.hg
SNX9	TC06003152.hg
SNX9	TC06001126.hg
SNX9	
KBTBD11-OT1	TC08000011.hg
NNMT	
NNMT	TC11001027.hg
CDK4	TC12001633.hg
CDK4	
MYOCD	
MYOCD	TC17002055.hg
MYOCD	TC17000158.hg
	TC02003208.hg
PPFIA1P1	
UGT1A12P	
UGT1A11P	
UGT1A13P	
SLC18A3	TC10000330.hg
UGT1A9	TC02003895.hg
C10orf53	TC10002937.hg
C10orf53	
	TC06002257.hg
	TC06002258.hg
SNX9-AS1	TC06002259.hg
HSPE1P26	
RNU6-786P	TC06001127.hg
COPB1	
COPB1	TC11003473.hg
SYNJ2	TC06001128.hg
SYNJ2	
ZNF248	
ZNF248	TC10001187.hg
	TC0X000093.hg
EIF5P2	
IKBKG	TC0X001541.hg
IKBKG	TC0X001941.hg
IKBKG	
GRAP	TC17000229.hg
GRAP	TC17001230.hg
GRAP	
MIR425	TC03001395.hg
NDUFAF3	
NDUFAF3	TC03000287.hg
UGT1A6	
UGT1A6	TC02003895.hg
OR2T32P	
NCOA4	TC10000338.hg
NCOA4	TC10002068.hg
NDUFAF2	TC05002395.hg
NDUFAF2	TC05000260.hg
ATP1A4	TC01001362.hg
ATP1A4	TC01004784.hg
ATP1A4	
MIR6759	
MARCHF9	TC12000543.hg
UGT3A2	TC05001267.hg
UGT3A2	TC05002953.hg
UGT3A2	
LINGO1	TC15001694.hg
LINGO1	
METTL23	
METTL23	TC17000879.hg
METTL23	TC17002377.hg
CYP27B1	TC12001634.hg
CYP27B1	TC12002920.hg
MIR191	TC03001396.hg
MIR191	TC03001395.hg
PTX3	TC03000862.hg
SNTN	TC03000391.hg
SNTN	
MIR7160	
NDOR1	TC09000842.hg
NDOR1	
TPD52	
	TC03002943.hg
	TC03002944.hg
	TC03001520.hg
LMBRD2	TC05001268.hg
LMBRD2	TC05002954.hg
LMBRD2	
THOC7	TC03001521.hg
THOC7	
RNU6-393P	TC07001636.hg
MIR3609	TC07000589.hg
RNF14P3	
MORF4L1P7	
METTL1	TC12001635.hg
METTL1	
MCRIP2P2	
LINC00538	
GALNT2	
GALNT2	TC01001907.hg
CGNL1	
CGNL1	TC15000437.hg
CGNL1	TC15002211.hg
CGNL1	TC15000438.hg
TRRAP	
TRRAP	TC07003396.hg
TRRAP	TC07003397.hg
MIR580	TC05001269.hg
RNU6-1305P	TC05000162.hg
LINC01132	TC01005127.hg
LINC01132	TC01001941.hg
LINC01132	
EEF1AKMT3	
EEF1AKMT3	TC12003249.hg
NADK2	TC05001270.hg
NADK2	
THOC7-AS1	TC03000393.hg
	TC02002883.hg
SCAANT1	
PSMD6-AS2	TC03002368.hg
PSMD6-AS2	TC03000395.hg
RPL17P11	
	TC01001937.hg
DNAJB3	TC02002884.hg
PSMD6-AS1	
H2BP3	
	TC03002473.hg
	TC03000587.hg
UGT1A2P	
	TC02002885.hg
	TC02004857.hg
FMO1	TC01001489.hg
FMO1	
FAM214BP1	
G6PD	TC0X001538.hg
G6PD	TC0X002293.hg
G6PD	TC0X002294.hg
G6PD	
UGT1A1	TC02003895.hg
UGT1A1	
TIGIT	
TIGIT	TC03000588.hg
QSER1	TC11000311.hg
QSER1	
MKS1	
MKS1	TC17001726.hg
SYNJ2-IT1	TC06001129.hg
TSFM	
TSFM	TC12003250.hg
	TC06001774.hg
MEP1A	TC06000631.hg
DRGX	TC10001275.hg
HJURP	
HJURP	TC02002886.hg
	TC03003038.hg
	TC03001669.hg
PTER	TC10000122.hg
PTER	
MIR568	TC03003038.hg
MIR568	TC03001669.hg
ZBTB20-AS1	TC03002474.hg
ZBTB20-AS1	TC03000589.hg
ZBTB20-AS1	
EIF5AL1	TC10000568.hg
HMX2	TC10000899.hg
ZBTB20-AS5	TC03000590.hg
ZBTB20-AS5	
PLCB3	TC11000592.hg
PLCB3	
ZBTB20-AS2	TC03000591.hg
PARG	TC10002637.hg
PARG	TC10000339.hg
PARG	
MIR4796	TC03001671.hg
ZBTB20-AS3	TC03000592.hg
YBX1P3	
ZBTB20-AS4	TC03000593.hg
EIF4E2P2	
C15orf48	TC15000357.hg
C15orf48	
ZBTB20	TC03003038.hg
ZBTB20	TC03001669.hg
ZBTB20	
	TC01001629.hg
	TC01004925.hg
SPRTN	TC01001916.hg
SPRTN	
DMRT2	TC09000011.hg
DMRT2	TC09001788.hg
DMRT2	
MAPK14	
MAPK14	TC06000523.hg
MSL3P1	TC02002887.hg
MSL3P1	TC02004858.hg
	TC02004858.hg
EGLN1	TC01006192.hg
EGLN1	TC01003968.hg
EGLN1	
NADK2-AS1	TC05002331.hg
NADK2-AS1	TC05000163.hg
RNU6-1083P	
TRPM8	TC02001422.hg
TRPM8	
	TC12001397.hg
RNU6-713P	TC12001398.hg
	ADDON000180.hg
	ADDON001807.hg
	TC15001823.hg
	TC15002695.hg
SKP2	TC05000161.hg
SKP2	
RPS4XP15	
HAPLN3	TC15001824.hg
HAPLN3	
C12orf50	TC12001790.hg
C12orf50	
	TC03001922.hg
	TC03003166.hg
	TC03001923.hg
	TC03003167.hg
MME-AS1	TC03001924.hg
MIGA2	
MIGA2	TC09000706.hg
LINC01487	TC03000847.hg
LINC01487	
LINC01487	TC03002617.hg
STRIT1	TC03003169.hg
STRIT1	TC03001925.hg
	TC03000848.hg
	TC03002618.hg
PABPC1P10	
FZD8	TC10001179.hg
YPEL5P1	
LINC02961	ADDON001273.hg
LINC02961	ADDON000546.hg
TIAL1	TC10001705.hg
TIAL1	
RPL5P5	
KRT18P47	
	TC01003641.hg
	TC01006005.hg
ACAN	TC15000843.hg
ACAN	TC15000842.hg
ACAN	TC15002348.hg
ACAN	
FCRL1	TC01003367.hg
FCRL1	
C12orf29	TC12000691.hg
C12orf29	
C12orf29	TC12000692.hg
MLH1	
MLH1	TC03000175.hg
SARM1	TC17002872.hg
SARM1	TC17002141.hg
SARM1	
MYBL1	TC08002365.hg
MYBL1	TC08002364.hg
MYBL1	TC08001286.hg
MYBL1	
MYBL1	TC08001287.hg
MIR5088	
CPT1C	
CPT1C	TC19000746.hg
SPATA6L	
SPATA6L	TC09000883.hg
GNG4	TC01003995.hg
RNA5SP364	TC12000692.hg
TGFB2-OT1	
LRRC43	
LRRC43	TC12000970.hg
TUBB8P10	
LINC00184	TC01001938.hg
LINC00184	TC01005124.hg
QRSL1P2	
SLC46A1	TC17001297.hg
SLC46A1	
PAPPA2	TC01004845.hg
PAPPA2	TC01001534.hg
PAPPA2	TC01004846.hg
PAPPA2	
EED	TC11000870.hg
EED	
SLC16A9	TC10001315.hg
SLC16A9	
IL31	TC12002070.hg
H3P41	
B3GNT4	TC12000971.hg
B3GNT4	
RPS7P1	18670227
UNC119	TC17001299.hg
UNC119	
FAM107B	
	TC02002888.hg
SORBS3	
SORBS3	TC08000173.hg
ARHGEF4-AS1	TC02002346.hg
ARHGEF4-AS1	TC02004584.hg
	TC02002347.hg
SMIM39	
	TC12003287.hg
	TC12003130.hg
FAM168B	TC02002348.hg
VPS33A	TC12003287.hg
VPS33A	
DNM1P46	TC15001677.hg
DNM1P46	TC15002741.hg
DNM1P46	TC15001154.hg
DNM1P46	TC0Y000087.hg
DNM1P46	TC15001989.hg
DNM1P46	TC15001179.hg
DNM1P46	TC10000209.hg
DNM1P46	TC15001745.hg
DNM1P46	TC15000209.hg
DNM1P46	TC15000218.hg
DNM1P46	TC15000999.hg
DNM1P46	TC15001776.hg
DNM1P46	TC15000166.hg
DNM1P46	TC15000022.hg
DNM1P46	TC15000673.hg
DNM1P46	TC15000210.hg
DNM1P46	TC15001127.hg
DNM1P46	TC15001016.hg
DNM1P46	TC15001160.hg
DNM1P46	TC15000145.hg
