hgnc_symbol	affy_hugene_1_0_st_v1
DUX4L23	8098725
DUX4L23	7931659
DUX4L23	7931668
DUX4L23	8176572
DUX4L23	7931656
DUX4L23	8098743
DUX4L23	8104122
TMEM11-DT	NA
SLIRPP2	NA
CLRN3	7937016
UBE2K	8094704
SPNS3	8003861
SPNS3	NA
SAR1AP2	NA
RPL7P36	NA
AGGF1P2	NA
PTK2B	8145490
PTK2B	NA
WDR11	7930996
WDR11	NA
TRPC7-AS1	NA
CTNNA1P1	8113614
	8112883
APOBEC3H	8073096
APOBEC3H	NA
SPATA9	8113202
SPATA9	NA
KLHL28	7978760
KLHL28	NA
BNIP3P28	NA
SH2D3C	8164252
SH2D3C	NA
TMEM161A	8035600
TMEM161A	NA
COX7B2	8100127
SKAP1-AS2	NA
PLD4	7977319
PLD4	NA
ZC3H12C	7943715
OR7H2P	NA
UGT2B11	8100768
UGT2B11	8100758
UGT2B11	NA
	8005553
	8013329
	8005547
	8013323
	8013325
SEMA6A-AS1	NA
HOXB-AS2	NA
	8015545
GUSBP9	8104621
GUSBP9	8111455
GUSBP9	8105995
GUSBP9	8112560
GUSBP9	8112558
GUSBP9	8177544
GUSBP9	8112491
GUSBP9	8112564
GUSBP9	8105991
GUSBP9	8112469
GUSBP9	8124469
GUSBP9	8177669
GUSBP9	8074925
THBS4-AS1	NA
SHROOM3	8095834
SHROOM3	NA
CRLF3	NA
CRLF3	8014037
PPIC-AS1	NA
UBP1	8086057
UBP1	NA
NOX4	7950933
NOX4	NA
TEX33	8075850
LINC02590	NA
ACYP2	NA
ACYP2	8041982
SLC8A3	7979888
SLC8A3	NA
	8095402
VN1R71P	NA
POM121L14P	NA
	8128549
PEX3	NA
PEX3	8122409
MPST	8072777
MPST	NA
JUP	8015412
JUP	NA
SCD5	8101366
TNMD	8168737
TNMD	NA
DNAJB12P1	NA
LINC02475	NA
KLF3	8094599
KLF3	NA
LINC02919	NA
WDPCP	NA
WDPCP	8052594
WDPCP	8052598
RPS18P9	8122699
RPS18P9	8122701
TSPAN6	8173941
TSPAN6	NA
HSF2	8121757
HSF2	NA
PRDX3	7936661
PRDX3	NA
	8072960
RNU6-900P	8072960
C22orf23	8075981
BNIP3P25	NA
FRYL	8100251
FRYL	8100292
FRYL	NA
FRYL	8100290
FAM110D	7899093
TCF4-AS1	NA
MIR4529	NA
TCF4-AS2	NA
RPL21P126	NA
LINC01415	NA
ICMT	7911993
ICMT	NA
PCAT18	8022653
ARMC6	8027117
ARMC6	NA
CDK9	8158112
CDK9	NA
	8022653
AQP4	8022655
AQP4	NA
RRBP1P2	NA
RPL12P44	NA
POLR2F	NA
POLR2F	8072979
RPL21P135	7896036
	8106528
EXOSC1	7935462
EXOSC1	NA
AZI2	NA
AZI2	8085954
TINAG	NA
TINAG	8120315
LINC02058	NA
CCT5P1	NA
RBX1P2	NA
	8111214
MARCHF3	8113790
MARCHF3	NA
TDGP1	NA
ALG10B	7954789
ALG10B	7954777
PPIAP89	NA
RAD21P1	NA
LINC01648	NA
MIR3960	NA
MIR2861	NA
	8173977
SPIN2P1	NA
RNU6-935P	8167638
FSIP2LP	NA
SLC9A1	7914021
SLC9A1	NA
RPL5P17	7986765
FPGS	8158123
FPGS	NA
DENND10P1	8169928
DENND10P1	7930882
OR4K16P	NA
PSD2	8108453
PSD2	NA
OR4U1P	NA
OR4L1	7973022
RNA5SP380	NA
COX14	7955358
SPRING1P2	NA
OR4T1P	NA
LINC01201	NA
PSMB7P1	NA
GTF2IP22	NA
OR11G1P	NA
OR11P1P	NA
ARHGAP36	8169931
ARHGAP36	NA
OR11H5P	NA
OR11H6	7973030
OR11H7	7973032
TTC5	NA
TTC5	7977482
HTR1E	8120983
LINC02450	NA
TMC2	8060461
TMC2	NA
TBX18	NA
TBX18	8127932
CCNT1	7962831
CCNT1	NA
SOX12	8060334
CST1	8065412
MIR6820	NA
MIR4534	NA
	8013570
PICK1	NA
PICK1	8072989
	8015039
	8015037
	8015049
CST4	8065410
BASP1	8104601
ZNF217	8067113
ZNF217	NA
WNK4	8007363
WNK4	NA
TRPC7-AS2	NA
ONECUT2	8021357
ONECUT2	NA
ABRACL	8122336
ABRACL	NA
TOMM40P3	NA
TMEM171	8106170
TREM2	8126279
NARS1	7892732
NARS1	7895818
NARS1	7895277
NARS1	7895885
NARS1	7892598
NARS1	7896001
NARS1	7893079
NARS1	7892966
NARS1	7894908
NARS1	7893128
NARS1	7894284
NARS1	7893883
NARS1	7896491
NARS1	7894315
NARS1	7892742
NARS1	7895632
NARS1	8023481
NARS1	7895257
NARS1	7896415
NARS1	7896359
NARS1	7894580
NARS1	7896377
NARS1	7892600
NARS1	7894037
NARS1	7896117
NARS1	7893648
NARS1	7895883
NARS1	7895126
NARS1	7894721
NARS1	7894187
NARS1	7892710
NARS1	7894117
NARS1	7894924
DNAAF9	8064637
DNAAF9	NA
EDRF1-AS1	NA
C5orf15	8114138
CCNB1IP1	7977497
CCNB1IP1	NA
NANOS1	7930872
NANOS1	NA
COX7A2L	NA
COX7A2L	8051777
FANK1	7931281
FANK1	NA
TMEM115	8087685
HDAC2	8129045
HDAC2	NA
PGGT1B	8113591
PGGT1B	NA
	8085120
GNAT1	8079919
GNAT1	NA
RN7SL191P	8175119
DDX11	7954655
DDX11	7953844
DDX11	7961031
DDX11	NA
TCP11X3P	NA
NXF2	NA
LDLRAP1	7899023
LDLRAP1	NA
HMGN2P21	8042530
RPL37P13	NA
PRAC2	NA
MIR2117HG	NA
SFXN5	8052979
SFXN5	NA
KRT17P3	NA
TMSB15A	8174189
CTHRC1P1	NA
ZNF209P	NA
BMX	8166157
BMX	NA
SMAD5	8108238
SMAD5	NA
RNF207-AS1	NA
KYNUP2	NA
NEURL2	8066612
RAI1-AS1	NA
LINC00601	NA
SH3GL1P2	NA
DUX4L15	7931665
DUX4L15	8176570
DUX4L15	8098732
DUX4L15	7931662
DUX4L15	8098730
DUX4L15	7931671
DUX4L15	8098740
DUX4L15	8098725
DUX4L15	7931659
DUX4L15	7931668
DUX4L15	8176572
DUX4L15	7931656
DUX4L15	8098743
DUX4L15	8104122
PANK2	8060722
PANK2	NA
PANK2	8060734
PANK2	8060736
NGFR-AS1	NA
ACADSB	7931168
ACADSB	NA
RBMS3-AS2	NA
BNIP3P32	NA
SMCR2	NA
BNIP3P23	NA
ZNF90	8027254
ZNF90	8027258
ZNF90	NA
EXOSC7	8079294
EXOSC7	NA
EXOSC7	8079305
LUC7L3	8008493
LUC7L3	NA
SDC3	7914282
SDC3	NA
	8021365
ATP8B1	8023497
ATP8B1	NA
PAFAH2	7913883
PAFAH2	NA
ZNF430	8027279
ALDOAP2	7936923
DUX4L29	NA
RBM20	NA
ESF1	8065032
ZNF676	NA
RNF180	8105585
RNF180	NA
	8171449
BAIAP2L2	8076007
BAIAP2L2	NA
CA5BP1	NA
CA5BP1	8166179
ZNF91	NA
ZNF91	8035842
XPNPEP1	7936284
XPNPEP1	NA
HYAL1	8087611
HYAL1	NA
RNU6-742P	8021372
RSL24D1P11	8021374
LINC01897	NA
CA5B	NA
CA5B	8166184
ATP6V1C1	8147724
ATP6V1C1	NA
YDJC	8074773
HMGN1P30	8023526
MIR122	8021416
MIR3591	NA
COMP	8035517
COMP	NA
ALPK2	8023528
ALPK2	NA
NAA11	NA
NAA11	8101253
GZMA	8105340
DPM1	8067017
DPM1	NA
MTND6P3	8113120
MTND6P3	8165707
EVC2	8099144
ZCCHC10	8114113
ZCCHC10	NA
LINC02836	NA
LINC01277	NA
CCDC116	8071554
	8166182
INE2	NA
SDF2L1	8071559
AP1S2	8017210
AP1S2	8171481
SNORA108	NA
RPL9P31	NA
BCLAF1	8129773
BCLAF1	NA
MALT1-AS1	NA
MRPL37P1	NA
MIR301B	8071564
MIR130B	8071564
RNU6-219P	8021440
VN1R21P	NA
SERINC2	7899615
SERINC2	NA
LINC01926	NA
KCNG1	8067029
KCNG1	8067033
	8023545
RNU2-69P	8023547
MEIKIN	NA
OACYLP	NA
PPIL2	8071566
PPIL2	NA
NPRL2	8087669
NPRL2	NA
SNORA79B	NA
BHMT	8106504
BHMT	NA
WFDC13	8063014
SNORD126	NA
	7977507
RPPH1	7977507
MIR3617	NA
SPINT4	8063019
TEP1	NA
TEP1	7977511
INO80C	NA
INO80C	8022902
ZNF638	NA
ZNF638	8042601
CTSA	8063078
CTSA	NA
NCALD	8152119
NCALD	NA
YTHDC2	8107375
YTHDC2	NA
XAF1	NA
XAF1	8004184
RNU5F-7P	8171489
SETP15	NA
PTPRM	8019988
PTPRM	NA
APEX2	8167854
	8158145
GLIPR2	8155192
ALAS2	8173135
ALAS2	NA
BNIP3P36	NA
AJAP1	7897227
AJAP1	NA
CYP4F3	8026456
CYP4F3	NA
CCIN	8155200
RNU4-53P	8155212
NAIF1	NA
NAIF1	8164357
APRG1	8078605
APRG1	NA
PTAFR	7914184
KCNN2	NA
KCNN2	8107408
SLC25A25-AS1	NA
HNRNPD	7892838
HNRNPD	7895373
HNRNPD	7893393
HNRNPD	8101324
HNRNPD	7894877
HNRNPD	7892832
HNRNPD	7895247
HNRNPD	7895590
HNRNPD	7894806
HNRNPD	7893649
HNRNPD	7896175
HNRNPD	7895521
HNRNPD	7896553
HNRNPD	7894845
HNRNPD	7893015
HNRNPD	7895214
HNRNPD	7894239
HNRNPD	7892568
HNRNPD	7894258
HNRNPD	7894305
	8158164
LCN2	8158167
LCN2	NA
NKAIN1	7914326
NKAIN1	NA
	7894366
ARF1P3	NA
TMEM123-DT	NA
ANXA13	8152719
ANXA13	NA
RHOD	7941761
RHOD	NA
KCTD6	8080804
KCTD6	NA
TEKT4P2	8071051
TEKT4P2	8071044
TEKT4P2	8177120
TEKT4P2	NA
SNRNP40	7914334
SNRNP40	NA
RANP7	NA
PRAC1	8016484
	7942809
RAB5A	8078214
RAB5A	NA
YPEL1	8074780
YPEL1	NA
LINC02711	NA
SCARNA9	7943160
SCARNA9	7943158
AIG1P1	NA
	8006183
	8013987
FTH1P9	NA
LINC02122	NA
HDGFL3P1	NA
PAGE2B	8167862
CASC3	8007028
CASC3	NA
LRRTM2	8114470
LRRTM2	NA
PRSS23-AS1	NA
FEM1C	8113616
RN7SL280P	8074789
RAB39A	7943577
SLC25A33	7897460
SLC25A33	7948088
EGFLAM-AS3	NA
ZNF74	8071382
PAGE2	8167866
WDR70	8104998
WDR70	8180207
WDR70	NA
	7943176
	7943162
LINC01424	NA
RB1CC1	8150757
RB1CC1	NA
LINC01684	NA
MED17	7943176
MED17	NA
MED17	7943193
MED17	7943191
	8167871
BBLN	8158177
MTCO1P52	NA
MTND2P24	8173154
MTND2P24	8173156
MTND1P30	8173160
MTND1P30	8173158
MTND1P30	8173156
GJB3	7899932
CCNYL6	8027320
VN1R90P	NA
NDUFAF4P3	NA
RAD54L2P1	NA
FLNA	8176026
FLNA	NA
TRUB2	8164428
TRUB2	NA
GLB1	8086028
GLB1	NA
LINC01756	NA
ABCC13	NA
ABCC13	8067877
PRR15L	8016387
DNAJC16	7898192
DNAJC16	NA
ATAD5	8006187
DUX4L21	7931665
DUX4L21	8176570
DUX4L21	8098732
DUX4L21	7931662
DUX4L21	8098730
DUX4L21	7931671
DUX4L21	8098740
DUX4L21	8098725
DUX4L21	7931659
DUX4L21	7931668
DUX4L21	8176572
DUX4L21	7931656
DUX4L21	8098743
DUX4L21	8104122
COQ4	8158214
COQ4	NA
FOXI2	7931348
DMBT1L1	7931152
DMBT1L1	7931140
DMBT1L1	NA
LINC01858	NA
HMGB1P29	NA
ZNF675	NA
ZNF675	8035847
RNU6-225P	8074615
RPL3P6	NA
DUX4L51	NA
KLHL22	8074632
KLHL22	NA
KLHL22	7969574
KLHL22	8154725
PAIP1	8111974
PAIP1	NA
SLC18A2	7930837
DDA1	8026729
CPA6	NA
CPA6	8151191
NR1D1	8014956
L3MBTL4	8022145
L3MBTL4	NA
SLC27A4	8158224
ATL2	8051589
ATL2	NA
RNY1P9	8074640
	8071390
RN7SL812P	8074642
KRT18P5	8074642
KRT18P5	7969574
KRT18P5	8154725
TM6SF2	NA
TM6SF2	8035648
	8070321
LIN54	NA
LIN54	8101411
UTP6	8014081
UTP6	NA
RPS10P18	NA
ABRAXAS2	7931216
CYCSP23	NA
ODF1	8147717
ODF1	NA
	8074969
	8071806
GSTT3P	8071804
LINC00320	NA
SUGP2	NA
SUGP2	8035581
CABIN1	8071823
NDUFA5P2	NA
RPS10P16	NA
MED30	8148022
MED30	NA
TMSB4XP4	8158240
SHTN1	7936529
SHTN1	NA
URM1	8158242
URM1	NA
RNA5SP382	7973054
KLHL33	7977567
RPS20P20	NA
OSGEP	7977571
OSGEP	NA
ANO10	NA
ANO10	8086467
RDH10	8146921
RDH10	NA
HEPHL1	7943197
MIR219A2HG	8164438
MIR219A2	8164438
MIR219B	NA
ODF2-AS1	NA
GATA6	8020455
FAM205C	8160906
NCOA5	8066668
NCOA5	NA
SLC38A2	7962537
SLC38A2	NA
GLULP4	8154951
YWHAZP6	NA
DNAJB5-DT	NA
WASHC5	NA
WASHC5	8152782
SYF2P2	NA
RNU6-984P	8163147
HSPE1P22	NA
MTATP6P29	8156337
MTCO3P29	8156339
MTCO3P29	8156337
MTND3P23	8156339
MTND3P23	8156337
MTND4LP7	8156339
MTND4P15	NA
LINC00475	NA
ST8SIA5	8023121
ST8SIA5	NA
VSTM5	NA
RPL13P2	NA
EYA3	7914153
EYA3	NA
SAMHD1	8066117
SAMHD1	NA
IL10RB-DT	NA
BEND3P2	NA
PRSS47P	NA
SNX24	NA
SNX24	8107632
URB1-AS1	8068200
TRIM49	7939884
TRIM49	7950955
TRIM49	7943036
LINC00205	NA
MIR3651	NA
SNORA84	NA
FRGCA	NA
NOL8	8162352
NOL8	NA
LINC01426	NA
GPR160P2	NA
B4GALNT2P1	NA
SKAP1-AS1	NA
AOC2	8007414
TRIM8-DT	NA
GPR26	7931199
BNIP3P35	NA
ARHGAP28	8019964
ARHGAP28	NA
BNIP3P16	NA
LINC02210-CRHR1	8007808
ATRNL1	NA
ATRNL1	7930714
BRWD1-AS2	NA
BNIP3P8	NA
RPL34P33	8035829
RPL34P33	7894263
CBR3-AS1	NA
HOXB4	8016452
LINC01859	NA
NPM1P10	NA
FOLH1B	7942998
FOLH1B	7939897
FOLH1B	7948058
DAAM2-AS1	NA
APEX1	7973056
APEX1	NA
TCAP	8006896
GAPDHP73	NA
CDC42EP3P1	NA
LRRC37BP1	NA
LRRC37BP1	8006170
LINC02876	NA
RPL7AP10	NA
ADGRG6	8122365
ADGRG6	NA
PCNT	NA
PCNT	8069348
ANKRD40	8016725
ANKRD40	NA
	8180217
RFESD	8106978
RFESD	NA
XKR4-AS1	NA
THAP9	NA
THAP9	8096091
MEF2B	8035612
RAB38	7950899
LINC02845	NA
RGS20	8146435
RGS20	NA
PPP4R3B	8052307
PPP4R3B	NA
CDK5RAP3	NA
CDK5RAP3	8008074
GAL	NA
GAL	7942064
ZNRF3-AS1	8075190
KREMEN1	8072170
KREMEN1	NA
LINC02627	NA
LIX1	8113278
LIX1	NA
LNX1	8100362
LNX1	NA
GNG10P1	NA
STK32C	7937089
STK32C	NA
	7984908
	7984914
	7984892
ARHGAP26-IT1	NA
	8106769
WTAPP1	NA
TRPC6P9	NA
ASS1P10	NA
LRRC57	7987916
LRRC57	NA
TRPC6P2	NA
RNU6-810P	8072187
RNU6-1219P	8075198
MMP7	7951217
MMP7	NA
PRDM6-AS1	NA
EMID1	8072189
EMID1	NA
AK6P2	NA
SLCO4C1	8113369
CISTR	NA
LINC02395	NA
SLC35F2	7951485
SLC35F2	NA
RPL23AP60	7911307
DNAAF4	7989055
DNAAF4	NA
ITIH4	8088020
ITIH4	NA
ST8SIA4	8113358
ST8SIA4	NA
UROS	NA
UROS	7936937
APOOP4	NA
LARP1BP1	NA
GK2	8101256
RELCH	8021496
RELCH	NA
SQLE-DT	NA
MTCO1P4	8147754
PDCL3P2	NA
RPL30P16	NA
H2AZP2	8151252
NUDT9	8096251
NUDT9	NA
RNF19A	8152041
RNF19A	NA
	8104727
VDAC1	8114145
VDAC1	NA
ZNF593	7899096
LACRT	7963837
MMP20	7951224
MMP20	NA
PSMC1P10	NA
H3P5	NA
ZNF431	8027292
ZNF431	NA
RPL7P11	NA
SLC1A4	NA
SLC1A4	8042310
FABP3	7914342
AQP5-AS1	NA
CLUHP8	NA
TRMT10BP1	NA
TMED7	8113623
TMED7	NA
RAB2A	8146564
RAB2A	NA
NTF3	NA
NTF3	7953284
LINC02756	NA
EPHA2	7912706
EPHA2	NA
TAF11L6	8111214
MINAR2	8107847
RPS14P8	NA
RPS12P10	NA
MRPS36P5	NA
RELT	7942439
RELT	NA
IPO8	7962085
IPO8	NA
RPL7L1P4	8113689
ERAP2	8107044
ERAP2	NA
SUPT4H1P1	NA
LINC01291	NA
MTND5P32	7983926
	8026698
LINC02613	NA
FAM219B	7990429
FAM219B	NA
LINC00575	8101359
ERVK-28	7943373
ERVK-28	8127696
ERVK-28	8111284
ERVK-28	8137903
ERVK-28	8149200
ERVK-28	8137900
ERVK-28	8035865
ERVK-28	NA
RHBDD3	8075200
RHBDD3	NA
BNIP3P33	NA
PRDM8	NA
PRDM8	8096032
LINC02780	NA
ARHGEF19	7912724
ARHGEF19	NA
GMEB2	8067709
BNIP3P20	NA
LINC01233	NA
USP34	NA
USP34	8052443
PTCD2P1	NA
SETP1	NA
VN1R91P	NA
BNIP3P29	NA
RNASE9	7977596
SMILR	NA
ZNF98	8035831
ZNF98	NA
PRXL2AP2	NA
STK3	NA
STK3	8151967
CARD18	7951417
CARD18	NA
MTCYBP41	7950895
MTCYBP41	8055494
MTCYBP41	7950897
ZNF708	8035803
KAZN-AS1	NA
TMEM135	7942964
TMEM135	NA
EWSR1	NA
EWSR1	8072206
GPR153	7912004
RACGAP1P1	7962487
FUT9	NA
FUT9	8121152
BNIP3P22	NA
STMN3	8067722
STMN3	NA
GPD1	7955348
HDDC2	NA
HDDC2	8129363
LNX1-AS1	NA
BNIP3P40	NA
LINC00661	NA
LINC00661	8026496
KAZN	NA
KAZN	7898102
KAZN	7898084
SMR3A	8095488
TNFRSF6B	NA
	7977598
	7977606
	7973080
STAP1	8095343
ARFRP1	8067727
ARFRP1	NA
OR6S1	7977609
	7973082
RNASE4	NA
	8035868
ZNF532	8021442
ZNF532	NA
RMDN3	7987536
RMDN3	NA
BNIP3P38	NA
	8100095
TBCAP3	NA
	7973084
ZNF730	NA
ZNF730	8027348
ATP10D	8094911
ATP10D	NA
EGILA	NA
RANBP20P	NA
SGO1-AS1	NA
EDDM3DP	NA
NKAIN2	NA
NKAIN2	8121814
EDDM3A	7973093
ZNF849P	NA
IPO5P1	NA
EDDM3B	7973098
RERE-AS1	NA
ADI1P3	NA
CALHM6	NA
CALHM6	8121596
LINC00606	NA
ZNF506	8035773
ZNF506	8035779
ZNF506	NA
CHCHD2P6	7898209
RNASE6	7973101
ICMT-DT	7897277
EEF1A1P17	NA
NCKAP5L	7963121
NCKAP5L	7963134
NCKAP5L	NA
CLTRN	8171472
TMEM244	8129476
ATP6V0D2	NA
ATP6V0D2	8147145
RNASE1	7977615
ITIH1	8080445
ITIH1	NA
DHFRP6	NA
TNFRSF1B	7896721
TNFRSF1B	7897877
TNFRSF1B	NA
TARID	NA
RPL10	8109821
RPL10	8170863
RPL10	8025498
RPL10	NA
RPL10	8170859
BMP5	8127193
RPL35AP16	NA
RNASE2	7973110
ZNNT1	NA
SNX2	8107613
SNX2	NA
RPA2P3	NA
HAPLN4	8035639
HAPLN4	8035646
TRPC6	7951178
TRPC6	NA
NACAP10	NA
RN7SL189P	7973114
LINC02156	NA
SLC39A2	7973135
	8121561
FAM136FP	NA
LINC02566	NA
RPL34P34	8035829
RPL34P34	7894263
RPL34P34	7892907
FAM83B	8120335
GOLGA2P9	8027343
GOLGA2P9	NA
DUX4L27	NA
KCNQ3	8152946
KCNQ3	NA
FCF1P5	NA
RAB32	8122554
ABI3	8008185
COL10A1	8129082
COL10A1	NA
MIR6717	NA
DPY19L3-DT	NA
TPPP2	7973142
TPPP2	NA
MTDHP3	NA
SHMT2	7956401
SHMT2	NA
UQCRFS1-DT	NA
ZNF725P	NA
HMGN2P17	7897424
TMEM51-AS2	NA
ZNF728	NA
MOXD1	8129573
MOXD1	NA
LINC01226	NA
	7985200
VN1R83P	NA
LINC01532	NA
	7990712
ZNF444P1	NA
PRDX4P1	NA
NPM1P41	7895509
SCAMP5	7984932
SCAMP5	NA
UBE4B	7897527
UBE4B	NA
RNASE13	7977642
PPBPP1	NA
BNIP3P37	NA
RNASE7	7973149
RPL36AP51	NA
TMPRSS11D	8100664
TMPRSS11D	NA
	8035838
RPS2P48	NA
C18orf32	8023246
WFIKKN2	NA
WFIKKN2	8008511
RNASE8	7973156
BRI3BPP1	NA
TSHZ3	NA
TSHZ3	8035896
ASCC3	8128472
ASCC3	NA
SMC1A	8172876
SMC1A	NA
ARHGEF40	NA
ARHGEF40	7973158
C10orf120	7936793
MMD	8016832
MMD	NA
TSHZ1	8021768
DUX4L11	7931665
DUX4L11	8176570
DUX4L11	8098732
DUX4L11	7931662
DUX4L11	8098730
DUX4L11	7931671
DUX4L11	8098740
DUX4L11	8098725
DUX4L11	7931659
DUX4L11	7931668
DUX4L11	8176572
DUX4L11	7931656
DUX4L11	8098743
DUX4L11	8104122
SLC27A1	NA
SLC27A1	8026763
BUB3	7931187
BUB3	NA
APCDD1	8020141
APCDD1	NA
ZGPAT	8064156
ZGPAT	NA
SLC9A6	8170097
SLC9A6	NA
YAP1	7943398
YAP1	NA
FAM86MP	8094148
CCDC96	8099242
ADH1B	8101881
ADH1B	NA
LINC02039	NA
UBE2Z	8008139
UBE2Z	NA
RPL26P15	NA
NAPG	8020149
NAPG	NA
OXSR1	NA
OXSR1	8078738
RPS20P9	NA
ETAA1	8042373
PPIAP86	NA
SELENOTP2	NA
BASP1-AS1	8111203
BASP1-AS1	NA
BASP1-AS1	8111199
SOD1P3	NA
TRAPPC2P2	NA
PGAM1P13	NA
RPS4XP20	NA
LINC01603	NA
STK32A	8108981
STK32A	NA
CENPP	8156341
CENPP	NA
TOX	8150962
ZFP36L2	8051814
RPS20P10	NA
OGN	8162373
OGN	NA
MTND4P25	8043026
MTND4P25	8043028
MTND4P25	8043030
RPS15AP15	NA
RPL27P5	NA
USP21P2	NA
ASAP1	8152867
ASAP1	NA
PDCD2L	8027642
PDCD2L	NA
LBH	8041206
LBH	NA
RPL5P33	NA
TMEM51-AS1	7912638
SP6	8016382
HOXB-AS1	NA
PLA2G5	7898609
PLA2G5	NA
CYP4F23P	NA
CD207	8052916
RPL32P32	NA
	8064156
	8064168
HOXB-AS4	NA
LINC01887	NA
LIME1	8064168
COA3	NA
COA3	8015712
PPP2R2C	8099218
PPP2R2C	NA
MIX23P1	NA
DNAAF10	8052703
DNAAF10	NA
NDUFB8P2	NA
GRK5-IT1	NA
PMM2P1	NA
PPIAP58	8027414
FANK1-AS1	NA
ASPN	8162394
ASPN	NA
AK3P4	NA
LINC01533	NA
GNGT2	NA
GNGT2	8016532
	8112890
VTRNA2-1	NA
CTBP2	8180351
CTBP2	7936904
CTBP2	NA
KIAA0895LP1	NA
MIR6788	NA
HSPD1P18	NA
RHOBTB3	NA
RHOBTB3	8106986
SOCS6	8021707
LINC01834	NA
PTPRU	7899562
PTPRU	NA
VN1R92P	NA
CHST8	8027574
CHST8	7892753
VENTXP7	NA
RNU6-120P	8022471
RNU6-120P	7893259
EXOGP1	NA
GREB1L-DT	NA
ESCO1	8022473
ESCO1	NA
SLC2A4RG	8064175
UBTFL2	8053785
UBTFL2	7950951
UBTFL2	8054075
UBTFL2	7939893
UBTFL2	7943047
UBTFL2	8043581
MIR4670	NA
	7950444
IPPK	8162421
IPPK	NA
MEIS1-AS3	NA
RPL21P37	7896036
KDM2A	7941769
KDM2A	NA
TRABD2A	8053379
TRABD2A	NA
ZNF723	NA
ALDH1A2-AS1	NA
COPZ2	NA
COPZ2	8016390
LINC02524	NA
ZNF219	7977646
ZNF219	NA
PPP1R14C	8122734
MYZAP	7983890
MYZAP	NA
LINC02064	NA
SNRPD1	8020411
SNRPD1	NA
UGT2B28	8095404
ABHD3	8022488
ABHD3	NA
RPLP0P6	8109750
ST6GALNAC2P1	NA
FNDC1-IT1	NA
ZBTB46-AS2	NA
MTND5P27	8043028
MTND5P27	8043030
ZBTB46-AS1	NA
EVA1A	NA
EVA1A	8053278
LINC02057	NA
SLC47A1P1	NA
DDX43P1	NA
KCNQ2	8067626
KIF27	8156164
KIF27	8156160
KIF27	8162019
KIF27	NA
MTND5P12	NA
TUBB4BP7	NA
HMGA1P2	NA
EYS	8127393
EYS	8127399
EYS	8127396
EYS	8127408
EYS	8127391
EYS	NA
	7973182
CKAP2P1	7977653
RNU6-252P	7977653
OR5AU1	7977655
PACRGL	8094342
PACRGL	NA
CTNNA1	NA
CTNNA1	8108378
	8020419
H3P42	NA
SMARCE1P3	NA
MIR320C1	8020419
DMKN	NA
DMKN	8036079
LINC00641	NA
KDSR	8023656
KDSR	NA
SUPT16H	7977674
SUPT16H	NA
BHLHE22	8146645
ABCC3	NA
ABCC3	8008454
HNRNPLL	8051605
HNRNPLL	NA
MAL2	8148040
NDUFB9P3	NA
KCNB2	8146908
BTF3P12	NA
FAM91A1	8148208
FAM91A1	NA
YBX2P1	NA
CLUHP5	NA
C10orf88	7936817
C10orf88	NA
RASL10A	8075211
SNORD125	NA
ARMS2	NA
RFPL4AP6	NA
MIR4329	NA
RN7SL266P	8169439
USP3-AS1	NA
RFPL1S	NA
ATF4P1	NA
FAM223B	8170963
FAM223B	8176155
IKBKGP1	NA
OR3B1P	NA
RFPL1	8072226
RFPL1	8180381
RFPL1	8180380
MID1IP1-AS1	NA
PNKDP1	NA
C9orf64	8162039
RNA5SP514	8175153
EDRF1	7931239
EDRF1	NA
STK26	8169949
NEFH	8072229
SNORD9	NA
ANG	7973084
ANG	NA
CHRNA5	7985213
CHRNA5	NA
THOC5	8075239
THOC5	NA
HNRNPK	7894402
HNRNPK	7895057
HNRNPK	7896345
HNRNPK	7895227
HNRNPK	7893662
HNRNPK	7894433
HNRNPK	7895312
HNRNPK	8162047
HNRNPK	7895778
HNRNPK	7894638
HNRNPK	7896283
HNRNPK	7894642
HNRNPK	7895055
HNRNPK	7894540
HNRNPK	7896385
HNRNPK	7895944
HNRNPK	7895082
HNRNPK	7895272
HNRNPK	7896616
HNRNPK	7894535
HNRNPK	7895122
HNRNPK	7893218
HNRNPK	7893141
HNRNPK	7895410
HNRNPK	7893911
HNRNPK	7896401
HNRNPK	7894734
HMGB3P26	NA
VPS4B	8023672
VPS4B	NA
RPSAP5	NA
RPL10AP1	NA
TRMT61A-DT	NA
TRMT61A	7977105
RNU7-160P	7977117
	7977127
RNU4-68P	7977125
KLC1-AS1	NA
DCAF13P3	NA
XRCC3	7981447
XRCC3	NA
GLS2	NA
GLS2	7964183
TMCC1P1	NA
IGDCC3	7989770
IGDCC3	NA
C1GALT1P3	NA
SLA	8152988
SLA	NA
C3orf18	8087731
C3orf18	NA
HMGA1P7	NA
MTND6P25	7950724
RPSAP42	8122277
RFPL4B	8121553
SERPINB5	8021584
SERPINB5	NA
SLN	7951479
RPS3AP23	NA
LINC01828	NA
ARHGAP42-AS1	NA
WDR61	NA
WDR61	7990700
PNO1	8042381
PNO1	NA
EFHC1	8120222
EFHC1	NA
EXPH5	7951545
EXPH5	NA
ATP5MC1P6	NA
SMIM4	8080416
BCL2	NA
BCL2	8023646
ZMYM6	7914764
ZMYM6	NA
ADGRA3P1	8022338
ZNF652P1	8087746
TUSC2	8087634
ANKRD62	8020197
ANKRD62	8074201
PPIAP64	NA
LINC02030	NA
