hgnc_symbol	phalanx_onearray
RNU6-832P	
HNRNPA1P34	
RNU6-313P	
MIR3914-1	
MIR3914-2	
RN7SKP75	
RNA5SP234	
RN7SL869P	
RNU6-849P	
VDAC2P2	
RN7SL35P	
LINC00612	PH_hs_0033198
RNU6-274P	
RNU6-10P	
RN7SKP129	
MIR4652	
RNU4-16P	
RNU6-956P	
A2M-AS1	PH_hs_0013461
ENTR1P2	
RN7SKP104	
MIR5692A1	
MIR5692C2	
TOMM20	PH_hs_0004283
TOMM20	
RNA5SP235	
RNU6-532P	
RNU6-364P	
RN7SL478P	
PPP3CB	PH_hs_0022890
PPP3CB	
KRT17P8	
RNU7-188P	
BTG1P1	
MIR591	
RN7SL252P	
RNU6-1104P	
PZP	PH_hs_0026468
PZP	
RNU6-1311P	
RNA5SP236	
TADA1	PH_hs_0030231
SEC24A	PH_hs_0012278
SEC24A	PH_hs_0041056
SEC24A	
SNORA25B	
RNU6-581P	
RN7SKP277	
RNA5SP241	
MIR129-1	
RNU6-517P	
MIR4653	
MIR593	
RNA5SP237	
MIR592	
MIR183	
MIR4668	PH_hs_0020019
MIR182	
RNU1-29P	
MIR96	
RNA5SP240	
RNA5SP245	
SHOC1	
SHOC1	PH_hs_0006364
RNA5SP244	
MIR3654	
RNU6-223P	
RNU6-92P	
RNU6-1154P	
RNA5SP246	
ELAVL3	PH_hs_0033004
ELAVL3	
RNU6-797P	
RN7SKP223	
MIR4468	
CALCOCO2	PH_hs_0009285
CALCOCO2	
RNU6-911P	
RNU1-72P	
RNU1-82P	
RNU1-58P	
REN	PH_hs_0000397
REN	PH_hs_0005191
RNU4-74P	
RNA5SP247	
RNA5SP248	
RN7SL76P	
RN7SKP280	
MIR5707	
RN7SKP174	
MIR3907	
RNU6-604P	
MIR153-2	
MIR595	
MPLKIP	PH_hs_0022421
SLC43A3	PH_hs_0022243
SLC43A3	
THUMPD3P1	
SUGCT-AS1	PH_hs_0011710
ELOCP2	
TYRO3	PH_hs_0024341
TYRO3	
LINC01653	
	PH_hs_0007763
RNU6-1164P	
RNU6-757P	
CAMLG	PH_hs_0001311
CAMLG	
HMGB1P11	
LYPD9P	
ZNF653	PH_hs_0006800
ZNF653	PH_hs_0001937
ZNF653	
LINC00303	PH_hs_0019355
LINC00303	
DDX46	
DDX46	PH_hs_0026481
	PH_hs_0002996
LINC01341	PH_hs_0019659
LINC01341	
RNU6-320P	
SEC31B	PH_hs_0028789
SEC31B	
CD40LG	PH_hs_0000074
CD40LG	
OR2L6P	
DHX9	
GPRACR	PH_hs_0034513
NCS1	PH_hs_0015563
NCS1	
CNN1	PH_hs_0001829
CNN1	
HLTF	PH_hs_0000385
HLTF	
RNU6-649P	
MIR7515	
RNU6ATAC37P	
RN7SKP168	
MIR548S	
MIR7158	
RN7SL140P	
RNU6-1288P	
TPT1P12	
RNU6-961P	
MIR1244-3	
RN7SKP112	
PTMAP4	
RN7SKP27	
RNU6-1215P	
MIR4262	
LINC00987	PH_hs_0010766
LINC00987	
MIR3681	
MIR4757	
RNU6-843P	
ARHGEF6	PH_hs_0024220
RNA5SP88	
MIR3125	
RN7SL117P	
RNA5SP87	
RN7SL610P	
SNORA10B	
RNA5SP90	
RN7SKP216	
RNU6-1117P	
MIR548AD	
RN7SL602P	
RNU6-577P	
OSTF1P1	
RNU4-63P	
RN7SL414P	
RNA5SP91	
RN7SL665P	
RNA5SP92	
RN7SL516P	
ASS1	PH_hs_0031929
ASS1	
TBX5	PH_hs_0033046
TBX5	PH_hs_0034959
TBX5	
RNU6-951P	
RNU4-49P	
RN7SKP208	
RN7SL361P	
MIR217	
MIR216A	
MIR216B	
MIR4432	
RNA5SP93	
RNU1-32P	
	PH_hs_0017178
RNU6-508P	
RNU6-634P	
RNU6-221P	
RNA5SP94	
RN7SL18P	
LINC02352	
RNU6-282P	
RNU7-172P	
KLF13	
KLF13	PH_hs_0038772
RN7SL341P	
RNU6-612P	
RN7SL51P	
MIR4431	
PPP1R3A	
MIR548BA	
RNU6-958P	
RNU6-439P	
RN7SL531P	
RNU6-105P	
GAPDHP76	
MIR4778	
RNA5SP98	
UBE2CP4	
RN7SKP203	
MIR5000	
RNU2-39P	
RNU6-827P	
RN7SL201P	
RN7SL211P	
RNU6-685P	
RPL21P116	PH_hs_0033032
RNU6-812P	
RNU6-415P	
RNU6-548P	
	PH_hs_0002876
RN7SKP224	
KASH5	
KASH5	PH_hs_0032011
RASGRF1	PH_hs_0032210
RASGRF1	
RNU6-674P	
RN7SKP164	
RNA5SP99	
RNU6-1312P	
BTF3L4	PH_hs_0025205
BTF3L4	
MIR4435-1	
MIR4780	
MIR4771-1	
RNU6-972P	
RNA5SP100	
SNORD61	
RNU6-775P	
RN7SL313P	
MIR5696	
RNU4-84P	
RNU2-63P	
RNA5SP101	
ZNF185	PH_hs_0001536
ZNF185	
SNORD89	
RNA5SP238	
MIR3666	
BLACE	
RNU6-242P	
RNU2-41P	
MIR4265	
MIR4266	
LINC03010	PH_hs_0033613
MIR1302-3	
RN7SL468P	
RNU7-46P	
MIR4771-2	
RNU6-744P	
C5orf24	PH_hs_0019291
C5orf24	
RNU6-259P	
RN7SL635P	
RNU7-190P	
EN2-DT	
RNU6-675P	
EN2	PH_hs_0008136
MIR4782	
RN7SL111P	
MIR4435-2	
VTRNA2-2P	
RNU7-182P	
RN7SKP102	
RNA5SP102	
MIR3679	
RNU6-617P	
RN7SKP141	
RWDD4P2	
RNA5SP103	
RN7SL496P	
CDK13-DT	
RNU6-473P	
TXNDC15	PH_hs_0005928
TXNDC15	
RNA5SP104	
RN7SKP286	
RN7SKP103	
MIR7157	
SUGCT	
SUGCT	PH_hs_0006299
RNU6-904P	
RNU6-1147P	
RNU6-579P	
RN7SKP154	
RNU6-546P	
RNU6-1001P	
RN7SKP281	
RNA5SP107	
RN7SL423P	
RN7SKP93	
RNU6-580P	
RNA5SP108	
RNU6-627P	
RN7SL283P	
RN7SL393P	
RNU6-932P	
MIR6888	
RNA5SP105	
RNU6-182P	
RNU6-879P	
R3HDM2-DT	
RN7SL813P	
INHBC	PH_hs_0018148
MIR4785	
MIR933	
MIR4437	
MIR548AE1	
TEDDM2P	
MIR3129	
RNU6-915P	
RN7SKP42	
RNU6-989P	
RNU6-1045P	
SPARC	
RNU6-763P	
SWT1	PH_hs_0001929
SWT1	
RNY4P34	
GLI1	PH_hs_0025490
GLI1	
RN7SL820P	
AOPEP	PH_hs_0024897
AOPEP	
MIR4774	
RNU6-766P	
RNA5SP117	
RNA5SP118	
MIR4776-1	
MIR4438	
MIR1258	
MIR4776-2	
RNU6-1290P	
MIR2355	
MIR7845	
MIR1302-4	
RNU2-21P	
	PH_hs_0039140
SNORA70I	
RN7SL807P	
RNU6-624P	
MIR4268	
MIR5702	
RNU6-451P	
MIR3130-1	
MIR3130-2	
RNA5SP119	
MIR548F2	
RN7SKP283	
RN7SL834P	
RNU6-268P	
RNU6-1051P	
MIR3133	
RNA5SP122	
RNU6-619P	
RNU6-234P	
RNU6-169P	
KCNF1	PH_hs_0002087
RPL6P4	
PTH2	PH_hs_0029791
LINC01450	
NDUFB8	
LINC01449	
JMJD6	PH_hs_0004179
JMJD6	
SLC17A7	PH_hs_0018244
SLC17A7	
OR9A3P	
OR9N1P	
C2orf50	PH_hs_0019341
C2orf50	
CLEC5A	PH_hs_0007168
CLEC5A	
SLC66A3	
SLC66A3	PH_hs_0014161
FBXO28	PH_hs_0004000
FBXO28	
CLMAT3	
RN7SKP232	
PSMA1	PH_hs_0004700
PSMA1	PH_hs_0035476
PSMA1	
ATOX1	PH_hs_0014427
ATOX1	
ARHGAP9	PH_hs_0025577
ARHGAP9	
HIF1AN	
HIF1AN	PH_hs_0001380
TPD52L3	PH_hs_0036725
TPD52L3	
ZNF189	
TAS2R38	PH_hs_0026498
RNU6-102P	
GPR37	PH_hs_0019248
ATOX1-AS1	
PHOSPHO1	PH_hs_0024656
PHOSPHO1	
RPLP1P6	PH_hs_0034116
PIH1D1	PH_hs_0000535
PIH1D1	PH_hs_0030919
PIH1D1	
GLRA1	PH_hs_0006757
GLRA1	
C7orf77	
FDPSP7	PH_hs_0031644
	PH_hs_0039567
RPL7AP43	
DTX2P1-UPK3BP1-PMS2P11	PH_hs_0039567
DTX2P1-UPK3BP1-PMS2P11	PH_hs_0039845
DTX2P1-UPK3BP1-PMS2P11	
CTSH	PH_hs_0022310
CTSH	
PAX2	PH_hs_0029252
PAX2	
ST6GALNAC6	PH_hs_0006050
ST6GALNAC6	
ZPBP2	PH_hs_0017501
RNU6-1081P	
AIDAP1	
PPIAP60	
	PH_hs_0038986
DTX2P1	PH_hs_0027181
UPK3BP1	
HLTF-AS1	
PMS2P11	PH_hs_0039567
MED28P2	
PMS2P9	PH_hs_0039567
RBAK-RBAKDN	
HPS3	
HPS3	PH_hs_0014556
E2F6	PH_hs_0031768
E2F6	
RBAKDN	
OR10AH1P	
RNF216P1	
GOSR1	PH_hs_0022373
GOSR1	PH_hs_0031612
GOSR1	
	PH_hs_0033590
TMEM170A	PH_hs_0037419
TMEM170A	PH_hs_0026484
TMEM170A	
RNA5SP198	
RNU6-923P	
CHST6	PH_hs_0031900
CHST6	
	PH_hs_0031895
TRPC5	PH_hs_0013121
DNAJB8-AS1	PH_hs_0018283
GABARAPL2	
GABARAPL2	PH_hs_0027060
GABARAPL2	PH_hs_0039504
GATA2-AS1	
TMED10P2	
C1QTNF3-AMACR	PH_hs_0022141
COPS6	PH_hs_0040240
COPS6	
RPN1	
C1QTNF3	PH_hs_0035639
C1QTNF3	
ZNF658	
ZNF658	PH_hs_0038789
RTL4	PH_hs_0032887
DPRXP7	
ALDH16A1	PH_hs_0017213
ALDH16A1	
CCDC121P1	
FBLIM1P1	
TERF2IP	PH_hs_0032420
TERF2IP	
TEX13C	
TIMM17B	
DUXB	PH_hs_0039987
RN7SL520P	
ATP5PBP7	
FAM189A2	PH_hs_0028984
FAM189A2	
CPHXL	
RNA5SP403	
RNA5SP404	
SLF2	
SLF2	PH_hs_0026149
SLF2	PH_hs_0033582
IMPDH1P11	
RN7SL493P	
RN7SL684P	
	PH_hs_0040166
GPRIN1	PH_hs_0009065
RNU6-633P	
GNAO1-DT	
GNAO1-DT	PH_hs_0018742
SNCB	PH_hs_0005042
SNCB	
GNAO1	
GNAO1	PH_hs_0023187
GNAO1	PH_hs_0035715
POU5F1P6	
MARK2P8	PH_hs_0034025
LINC01565	PH_hs_0011469
CBX5P1	
C3orf38	PH_hs_0019245
C3orf38	
C11orf54	PH_hs_0000889
C11orf54	PH_hs_0030967
C11orf54	
OR2K2	PH_hs_0018603
MCM7	PH_hs_0020775
MCM7	
TUSC1	
ABCF2P1	
CBWD6	
CBWD6	PH_hs_0040973
CBWD6	PH_hs_0040949
HEBP2P1	
FAM136CP	
FAM172BP	PH_hs_0034450
CRISP3	PH_hs_0024631
CRISP3	
PCNP	PH_hs_0022805
PCNP	
TCEANC	
TCEANC	PH_hs_0025340
GPD2	
GPD2	PH_hs_0022283
GPD2	PH_hs_0037156
MIR4281	
EIF4E1B	PH_hs_0033648
EIF4E1B	
RPL32P7	
CYBB	PH_hs_0004967
CYBB	
RNU6-1256P	
FLT3LG	PH_hs_0000051
FLT3LG	
MIR608	
RNY1P12	
RPL24	
RPL24	PH_hs_0029374
RPL24	PH_hs_0037613
TWNK	
TWNK	PH_hs_0001988
SLC5A10	PH_hs_0022696
SLC5A10	
MIR3690	
RNA5SP498	
CSF2RA	PH_hs_0028661
CSF2RA	
TSPAN17	PH_hs_0032162
TSPAN17	
CEP97	
CEP97	PH_hs_0041174
MTHFD1L	PH_hs_0028877
MTHFD1L	
MARS1	
MARS1	PH_hs_0018937
MARS1	PH_hs_0023984
PDZD7	
PDZD7	PH_hs_0028450
HMGB3P14	
RPL39P5	
GNAO1-AS1	
HMGN1P9	
MIR3935	
HMGB3P13	
MOSPD2	PH_hs_0022908
MOSPD2	
KY	PH_hs_0008703
KY	PH_hs_0008763
KY	
AMFR	PH_hs_0023564
AMFR	
RPL4P2	
SRFBP1	PH_hs_0005975
SRFBP1	
KAZALD1	PH_hs_0026856
KAZALD1	PH_hs_0029188
KAZALD1	PH_hs_0031759
KAZALD1	PH_hs_0039862
COP1	
COP1	PH_hs_0024921
LOX	PH_hs_0005671
LOX	
TPT1P14	
FANCB	PH_hs_0014239
FANCB	
IFIT2	
IFIT2	PH_hs_0010093
MRPS18A	PH_hs_0000992
RNU6-1174P	
RNA5SP141	
CYCSP10	
MIR8086	
MPP7-DT	
ZNF101P1	
LINC02652	
	PH_hs_0031842
RPSAP10	
MIR25	PH_hs_0020775
RN7SKP39	
MIR93	PH_hs_0020775
MIR106B	PH_hs_0020775
WAC-AS1	PH_hs_0040547
WAC-AS1	PH_hs_0028258
TOM1L2	PH_hs_0024249
TOM1L2	PH_hs_0035864
TOM1L2	
RNU4ATAC6P	
TPRKBP1	
FBXO9	
FBXO9	PH_hs_0024465
RNU6-1067P	
BAMBI	PH_hs_0023918
AP4M1	
AP4M1	PH_hs_0011509
CYCSP11	
	PH_hs_0000051
FANCD2OS	PH_hs_0011180
FANCD2OS	
SNORD32A	
SNORD33	PH_hs_0030383
SNORD33	PH_hs_0033702
SNORD34	PH_hs_0030383
SNORD34	PH_hs_0033702
MKRN3	PH_hs_0004194
MKRN3	
SNORD35A	PH_hs_0030383
SNORD35A	PH_hs_0033702
RPS11	PH_hs_0030181
BRK1	PH_hs_0019746
BRK1	PH_hs_0035943
BRK1	PH_hs_0037792
RNU6-270P	
LINC00837	PH_hs_0006578
LINC00837	
IRAK2	PH_hs_0019808
ADGRA1-AS1	
NPM1	PH_hs_0030093
NPM1	
RPL5P28	
OGFOD1	
UTF1	
NPM1P9	
GRPEL2P2	
BLOC1S2P1	
ZC3H12B	
ZC3H12B	PH_hs_0035382
VENTX	
LINC01958	
RPLP0P7	
FGF7	
FGF7	PH_hs_0030170
LINC00570	
MIR202HG	
SNORD35B	PH_hs_0030181
MIR150	
COX6CP7	
MIR202	
ADAM8	PH_hs_0004883
ADAM8	
RN7SKP179	
FCGRT	
FCGRT	PH_hs_0006132
CCT4P2	
LINC00852	PH_hs_0038020
NANOGP9	
RTL9	PH_hs_0011786
TUBBP8	
NAB1	
NAB1	PH_hs_0005968
ATP6V1G2	
HMGN2P5	PH_hs_0029352
GHRL	PH_hs_0023007
GHRL	
RBM3	PH_hs_0039835
RBM3	PH_hs_0015536
NCAPGP2	
MSANTD2	PH_hs_0002997
MSANTD2	
SERF2	
SERF2	PH_hs_0035944
SERF2	PH_hs_0026695
MPIG6B	
FMOD	PH_hs_0028471
FMOD	
KLC2	
KLC2	PH_hs_0014454
CYCSP4	
OR2L9P	
MRPL32P1	
SLAMF7	
SLAMF7	PH_hs_0007971
WDR13	PH_hs_0030996
WDR13	PH_hs_0001144
WDR13	
KARS1	PH_hs_0000387
KARS1	
GLS	PH_hs_0022414
GLS	PH_hs_0039225
GLS	
MIR6758	
	PH_hs_0033101
MIR616	
RCN3	PH_hs_0025732
RCN3	
MBD6	
MBD6	PH_hs_0016788
C9orf153	
ZNF511	PH_hs_0019758
ZNF511	PH_hs_0033272
VN1R110P	
KLF9	PH_hs_0009068
RNU2-25P	
RN7SL592P	
PUM3	
PUM3	PH_hs_0025930
TFDP1P2	PH_hs_0035202
FAM47C	PH_hs_0035284
FTHL18P	
HNRNPA1P28	
NUDT19P6	
ZNF511-PRAP1	PH_hs_0031025
ZNF511-PRAP1	PH_hs_0033272
NOSIP	
PGRMC1	PH_hs_0005032
CALY	PH_hs_0027874
CALY	
ZNF106	PH_hs_0022896
ZNF106	
GHRLOS	
AKAP17BP	
MRPS17P9	
SLC25A43	PH_hs_0015310
SLC25A43	
SEC13	
SEC13	PH_hs_0012668
BANF1P2	
PRAP1	
PRAP1	PH_hs_0031025
TFAP2A	PH_hs_0023068
TFAP2A	
RNU1-67P	
RN7SL118P	
RNY3P16	
SLC25A5	
PIP4K2C	
PIP4K2C	PH_hs_0029213
FUOM	PH_hs_0031890
FUOM	
FUOM	PH_hs_0016718
UBE2A	PH_hs_0018434
UBE2A	
GPS2P1	PH_hs_0035017
GAN	PH_hs_0006172
GAN	PH_hs_0018123
GAN	
ATP5PDP2	
	PH_hs_0034746
CDK2AP2P1	PH_hs_0034746
MYO5BP1	
TP53I11	
TP53I11	PH_hs_0020152
ECHS1	PH_hs_0004410
CDRT15P6	
RPL7AP45	PH_hs_0031464
	PH_hs_0036906
RGS18	PH_hs_0025810
RGS18	
RAPGEF1	PH_hs_0022453
RAPGEF1	
RAB1AP1	
RHBDF1	PH_hs_0003726
RHBDF1	
MIR3944	
STAT4-AS1	
PAOX	PH_hs_0015178
PAOX	
GNPAT	
GNPAT	PH_hs_0001187
HEXD	PH_hs_0025992
HEXD	
STAT4	PH_hs_0004637
STAT4	
CNPY4	PH_hs_0024118
CNPY4	
DTX3	PH_hs_0002737
DTX3	PH_hs_0031145
MBLAC1	PH_hs_0013515
RPL7P60	
PRRG2	
PRRG2	PH_hs_0002861
TRAPPC14	PH_hs_0002042
TRAPPC14	
NPRL3	
NPRL3	PH_hs_0001725
ARHGEF25	PH_hs_0003913
ARHGEF25	
PYGO1	PH_hs_0004897
PYGO1	PH_hs_0023281
GNB5	PH_hs_0009338
GNB5	PH_hs_0014661
GNB5	
	PH_hs_0025482
CLIC5	
CLIC5	PH_hs_0014585
RRAS	PH_hs_0000996
TGFB2	PH_hs_0010095
TGFB2	
ERCC6	PH_hs_0031107
ERCC6	
MIR3674	
MIR596	
SPA17	PH_hs_0029631
SPA17	PH_hs_0037233
SPA17	
MIR4658	
GAL3ST4	PH_hs_0003251
GAL3ST4	
SCAF1	PH_hs_0005747
SCAF1	
EHF	
EHF	PH_hs_0022972
MIR378B	
PRKAR2A-AS1	
PRKAR2A-AS1	PH_hs_0021233
RNU6-959P	
HMGB1P27	
HMGB1P50	
NME2P2	
CHAT	PH_hs_0015588
CHAT	
GPC2	PH_hs_0012283
GPC2	
ODR4	PH_hs_0024332
ODR4	
SLC25A20	PH_hs_0028774
	PH_hs_0017142
	PH_hs_0003913
RPL36AP15	
RPS27AP7	
PPIAP62	
IFT20	PH_hs_0000457
IFT20	PH_hs_0030905
B4GALNT1	PH_hs_0009708
B4GALNT1	
LINC01820	PH_hs_0017607
LINC01820	
IRF3	
IRF3	PH_hs_0004298
STAG3L5P	
LINC02583	PH_hs_0015704
LINC02583	
IL33	PH_hs_0032760
IL33	
STEEP1	PH_hs_0013199
ARIH2OS	
	PH_hs_0031458
STAG3L5P-PVRIG2P-PILRB	
STAG3L5P-PVRIG2P-PILRB	PH_hs_0016854
RN7SL817P	
TMEM247	PH_hs_0031458
HBZ	
HBZ	PH_hs_0029557
P4HTM	PH_hs_0023349
P4HTM	
ATP6V1E2	
ATP6V1E2	PH_hs_0025634
ATP6V1E2	PH_hs_0035159
LINC01741	
HBM	PH_hs_0035734
LINC01724	
	PH_hs_0032591
	PH_hs_0040072
FMO4	
PVRIG2P	
MIR6840	
RHOQ	PH_hs_0040436
RHOQ	
PILRA	PH_hs_0006862
PILRA	
HBZP1	
ECPAS	PH_hs_0033519
ECPAS	
HBAP1	
HBA2	PH_hs_0030025
GABPB1	PH_hs_0022864
GABPB1	PH_hs_0032031
GABPB1	
RIPK1	PH_hs_0018906
RIPK1	
RIPK1	PH_hs_0020922
HBA1	PH_hs_0030025
HBA1	PH_hs_0030402
HBA1	PH_hs_0033731
RPL22P24	
PDHA1	PH_hs_0000131
PDHA1	PH_hs_0035314
PDHA1	
NSL1	PH_hs_0002203
NSL1	PH_hs_0002151
NSL1	PH_hs_0007361
NSL1	
RHOQ-AS1	PH_hs_0009247
HBQ1	PH_hs_0029496
HBQ1	PH_hs_0032302
GFOD1-AS1	
PIGF	PH_hs_0035945
PIGF	PH_hs_0019836
PIGF	
RPS4XP7	
RN7SKP204	
	PH_hs_0012659
RNU6-359P	
NOL7	PH_hs_0005920
NOL7	
DDX28	PH_hs_0009335
DALRD3	PH_hs_0034196
DALRD3	
NME1	PH_hs_0035541
NME1	
LPXN	PH_hs_0031227
LPXN	
RANBP9	PH_hs_0031509
PPP1R35	PH_hs_0019578
PPP1R35	PH_hs_0033229
RPL13AP23	
AGAP2-AS1	
NFATC3	
NFATC3	PH_hs_0010332
TSPAN31	PH_hs_0003523
TSPAN31	
PPP1R35-AS1	
C7orf61	PH_hs_0035081
HFM1	PH_hs_0033862
HFM1	
HFM1	PH_hs_0025306
SCN4B	PH_hs_0004007
SCN4B	
ZNF3	
ZNF3	PH_hs_0026987
ZNF3	PH_hs_0030226
MIR3692	
MAP3K15	PH_hs_0034001
CRIPT	PH_hs_0003016
CRIPT	PH_hs_0008057
SNX9	
SNX9	PH_hs_0000815
KBTBD11-OT1	PH_hs_0007877
NNMT	
NNMT	PH_hs_0017420
CDK4	PH_hs_0005210
CDK4	PH_hs_0035491
CDK4	
MYOCD	
MYOCD	PH_hs_0003093
	PH_hs_0037069
PPFIA1P1	
UGT1A12P	
UGT1A11P	
UGT1A13P	
SLC18A3	PH_hs_0034855
UGT1A9	PH_hs_0031610
C10orf53	PH_hs_0038549
C10orf53	PH_hs_0022463
	PH_hs_0011363
SNX9-AS1	
HSPE1P26	
RNU6-786P	
COPB1	
COPB1	PH_hs_0000384
SYNJ2	PH_hs_0035978
SYNJ2	
ZNF248	
ZNF248	PH_hs_0002222
EIF5P2	
IKBKG	
IKBKG	PH_hs_0027638
GRAP	
MIR425	
NDUFAF3	
NDUFAF3	PH_hs_0031136
UGT1A6	PH_hs_0031610
UGT1A6	
OR2T32P	
NCOA4	PH_hs_0030138
NCOA4	
NDUFAF2	PH_hs_0027483
NDUFAF2	PH_hs_0033707
NDUFAF2	
ATP1A4	PH_hs_0032881
ATP1A4	
MIR6759	PH_hs_0005210
MARCHF9	PH_hs_0031286
MARCHF9	
UGT3A2	PH_hs_0016836
UGT3A2	
LINGO1	PH_hs_0032209
LINGO1	
METTL23	PH_hs_0031311
METTL23	
CYP27B1	PH_hs_0011704
CYP27B1	
MIR191	
PTX3	PH_hs_0000274
SNTN	PH_hs_0035568
SNTN	
MIR7160	
NDOR1	
TPD52	PH_hs_0022758
TPD52	
	PH_hs_0035005
LMBRD2	PH_hs_0023183
LMBRD2	PH_hs_0032256
LMBRD2	
THOC7	PH_hs_0014941
THOC7	
RNU6-393P	
MIR3609	
RNF14P3	
MORF4L1P7	
METTL1	PH_hs_0003139
METTL1	
MCRIP2P2	
LINC00538	
GALNT2	
GALNT2	PH_hs_0023671
CGNL1	
CGNL1	PH_hs_0001045
TRRAP	
TRRAP	PH_hs_0011978
MIR580	
RNU6-1305P	
LINC01132	
EEF1AKMT3	
EEF1AKMT3	PH_hs_0025422
NADK2	PH_hs_0004681
NADK2	
THOC7-AS1	
SCAANT1	
PSMD6-AS2	
RPL17P11	
DNAJB3	PH_hs_0006975
PSMD6-AS1	
H2BP3	
	PH_hs_0019369
	PH_hs_0040726
UGT1A2P	
FMO1	PH_hs_0000191
FMO1	
FAM214BP1	
G6PD	
G6PD	PH_hs_0004621
UGT1A1	PH_hs_0031610
	PH_hs_0032738
TIGIT	PH_hs_0033271
TIGIT	PH_hs_0025150
TIGIT	
QSER1	PH_hs_0027253
QSER1	
MKS1	PH_hs_0024770
MKS1	
SYNJ2-IT1	
TSFM	PH_hs_0032738
TSFM	
MEP1A	
DRGX	PH_hs_0034897
HJURP	PH_hs_0005822
HJURP	
	PH_hs_0001495
	PH_hs_0011430
PTER	PH_hs_0018996
PTER	
MIR568	PH_hs_0001495
ZBTB20-AS1	PH_hs_0019465
ZBTB20-AS1	
EIF5AL1	PH_hs_0038814
HMX2	PH_hs_0033510
ZBTB20-AS5	
PLCB3	PH_hs_0033406
PLCB3	
ZBTB20-AS2	
PARG	PH_hs_0005077
PARG	
MIR4796	
ZBTB20-AS3	
YBX1P3	
ZBTB20-AS4	
EIF4E2P2	
C15orf48	
ZBTB20	PH_hs_0001495
ZBTB20	PH_hs_0011430
ZBTB20	PH_hs_0034451
ZBTB20	
SPRTN	PH_hs_0002114
SPRTN	PH_hs_0040455
SPRTN	
DMRT2	PH_hs_0003822
DMRT2	
MAPK14	
MAPK14	PH_hs_0004571
MAPK14	PH_hs_0020050
MSL3P1	PH_hs_0017240
MSL3P1	PH_hs_0032831
	PH_hs_0017240
	PH_hs_0032831
EGLN1	PH_hs_0027826
EGLN1	
NADK2-AS1	
RNU6-1083P	
TRPM8	PH_hs_0017489
TRPM8	
RNU6-713P	
	PH_hs_0016602
SKP2	PH_hs_0035392
SKP2	PH_hs_0002055
SKP2	
RPS4XP15	
HAPLN3	PH_hs_0026154
HAPLN3	
C12orf50	PH_hs_0006208
C12orf50	
MME-AS1	
MIGA2	
MIGA2	PH_hs_0016152
LINC01487	PH_hs_0006745
STRIT1	
PABPC1P10	
FZD8	PH_hs_0015628
YPEL5P1	
LINC02961	
TIAL1	PH_hs_0023874
TIAL1	
RPL5P5	
KRT18P47	
ACAN	PH_hs_0000285
ACAN	
FCRL1	PH_hs_0025015
FCRL1	
C12orf29	PH_hs_0036202
C12orf29	
MLH1	PH_hs_0020137
MLH1	
SARM1	
SARM1	PH_hs_0022674
MYBL1	PH_hs_0015466
MYBL1	
MIR5088	
CPT1C	
CPT1C	PH_hs_0006150
SPATA6L	PH_hs_0010637
SPATA6L	
SPATA6L	PH_hs_0038694
RNA5SP364	
TGFB2-OT1	
LRRC43	
LRRC43	PH_hs_0018173
TUBB8P10	
LINC00184	PH_hs_0012154
QRSL1P2	
SLC46A1	PH_hs_0026128
SLC46A1	
PAPPA2	
PAPPA2	PH_hs_0015273
EED	
EED	PH_hs_0026886
SLC16A9	
IL31	
H3P41	
B3GNT4	PH_hs_0024036
B3GNT4	
B3GNT4	PH_hs_0018173
RPS7P1	
UNC119	PH_hs_0019531
UNC119	PH_hs_0024974
UNC119	
FAM107B	PH_hs_0005741
FAM107B	
SORBS3	
SORBS3	PH_hs_0023606
ARHGEF4-AS1	
SMIM39	
	PH_hs_0010113
FAM168B	PH_hs_0015330
VPS33A	PH_hs_0005527
VPS33A	PH_hs_0025744
VPS33A	
DNM1P46	
TSNAX-DISC1	
RNU7-185P	
NEK2P4	
RN7SL484P	
RN7SL5P	
	PH_hs_0015481
NF1P8	
PTPRD-DT	
PIGS	PH_hs_0024974
PIGS	
IARS1	PH_hs_0010344
IARS1	
MED15P8	
RNA5SP402	
SPATA41	PH_hs_0031777
RNU6-127P	
CERS3-AS1	
FAR2P4	
	PH_hs_0001150
MAPK13	
MAPK13	PH_hs_0010614
RNU6-322P	
PRKXP1	
RNU6-181P	
LINC02206	
HMGN2P47	
KLF2P4	
SMAD3	
SMAD3	PH_hs_0032513
SMAD3	PH_hs_0039929
HEATR5B	
HEATR5B	PH_hs_0005125
LINC02773	PH_hs_0031978
CLPTM1LP1	
RPL21P1	
GOT2P2	
CLIP1-AS1	
LRRN2	PH_hs_0002320
LRRN2	
SLC9A7P1	
PPIAP8	
SNORA53	
IKBIP	
IKBIP	PH_hs_0019254
G3BP1	
G3BP1	PH_hs_0022136
G3BP1	PH_hs_0037284
PPP2R5A	PH_hs_0009337
PPP2R5A	
TMPO	
TMPO	PH_hs_0038319
TMPO	PH_hs_0021988
SLC7A3	PH_hs_0010461
BRPF3-AS1	
BRPF3-AS1	PH_hs_0011482
ALDOC	PH_hs_0009353
ALDOC	PH_hs_0040288
BRPF3	PH_hs_0013085
BRPF3	
ARL14EPP1	
RPL31P16	
CEBPZOS	
CEBPZOS	PH_hs_0018570
MIR6755	
RPS23P8	
SETP17	
IL2RG	PH_hs_0000012
IL2RG	
RN7SL225P	
CCDC81	PH_hs_0008593
CCDC81	
CEBPZ	
OPTC	
UPF3B	PH_hs_0005757
UPF3B	
