hgnc_symbol	phalanx_onearray
C1orf100	PH_hs_0033625
SLC30A8	PH_hs_0010622
SLC30A8	
AAGAB	PH_hs_0023264
AAGAB	PH_hs_0032340
AAGAB	
	PH_hs_0038503
RPS12P27	
NDUFAF7	
NDUFAF7	PH_hs_0020124
	PH_hs_0024192
SUCO	PH_hs_0006014
SUCO	
ESRP2	PH_hs_0024192
ESRP2	
PTP4A1P6	
	PH_hs_0005692
MSN	PH_hs_0020689
MSN	PH_hs_0029317
MSN	PH_hs_0035636
MSN	
ALG9	PH_hs_0027226
ALG9	
TSKS	
TSKS	PH_hs_0012546
RPS24P16	
ZNF596	
ZNF596	PH_hs_0013212
MIR6773	
PLA2G15	PH_hs_0025378
PLA2G15	
AMMECR1	PH_hs_0035837
AMMECR1	
BNIP5	PH_hs_0009836
CYP51A1-AS1	
RNU6-841P	
IRX2	
IRX2	PH_hs_0032469
MIR1285-1	
TUBB3P2	
ETV7	
ETV7	PH_hs_0014071
ZNF526	PH_hs_0027853
ZNF526	
CALD1	PH_hs_0025925
CALD1	
GNG5P2	
PRKD3	PH_hs_0033345
PRKD3	
LSINCT5	
SFR1	
ADRB2	PH_hs_0000339
DKC1	PH_hs_0000480
DKC1	
CDC20B	PH_hs_0022818
CDC20B	
ERF	PH_hs_0025778
ERF	
OGA	PH_hs_0000582
OGA	
SLC7A6	PH_hs_0036211
SLC7A6	
TMEM145	PH_hs_0018644
TMEM145	
HNRNPA1P50	
	PH_hs_0014218
SPAG5	PH_hs_0001501
SPAG5	
SHROOM1	PH_hs_0023945
SHROOM1	
MAGEA1	PH_hs_0031297
MYRFL	PH_hs_0027328
MYRFL	
MPND	PH_hs_0023796
MPND	
PWWP4	
	PH_hs_0027226
PRKD3-DT	
CDK16	
CDK16	PH_hs_0031987
RNU6-939P	
QPCT	
QPCT	PH_hs_0004564
ALG9-IT1	
GNG5P3	
FDXACB1	PH_hs_0005467
KIF3A	PH_hs_0003172
KIF3A	
ETV7-AS1	
ADGB-DT	
RNU6-906P	
KATNBL1P6	
FAM87A	PH_hs_0028500
FAM87A	
LINC02821	
ADGB	
ADGB	PH_hs_0035498
C11orf1	
C11orf1	PH_hs_0001584
KCNMB4	PH_hs_0016779
KCNMB4	PH_hs_0037915
KCNMB4	
RNU6-1116P	
DPYS	PH_hs_0025885
DPYS	
CDC42EP3	PH_hs_0017080
CDC42EP3	
RNU4-65P	
A2M	
A2M	PH_hs_0041025
RN7SL670P	
MRPL50P2	
RPL37AP8	
LGALS12	PH_hs_0014717
ATF3	PH_hs_0000057
ATF3	
RNU6-1262P	
RAPH1	
RAPH1	PH_hs_0041141
RAPH1	PH_hs_0022810
SLC7A6OS	
SLC7A6OS	PH_hs_0016485
DCSTAMP	
DCSTAMP	PH_hs_0012255
RNU4-30P	
KCNIP2	PH_hs_0031432
KCNIP2	
MIR548A3	
KLHL38	PH_hs_0033758
SMPD3	PH_hs_0014652
SMPD3	
ANGPT2	PH_hs_0006312
ANGPT2	
SPAG5-AS1	
RNASEL	PH_hs_0024628
RNASEL	
KIAA0100	PH_hs_0009144
KIAA0100	
CMTR1	
CMTR1	PH_hs_0023006
EIF1P6	
PLAAT4	PH_hs_0001578
OR2L1P	
PLXNA2	PH_hs_0015467
PLXNA2	PH_hs_0032777
PLXNA2	
SH3GL1	PH_hs_0029050
SH3GL1	PH_hs_0036627
SH3GL1	
PLAAT2	PH_hs_0014091
ATL3	PH_hs_0018587
ATL3	PH_hs_0037456
ATL3	PH_hs_0040884
ATL3	
RPL35AP33	
CCDC167	PH_hs_0014720
RNU4-36P	
SLC31A1	PH_hs_0019597
SLC31A1	
MLYCD	PH_hs_0031856
MLYCD	
CDC26	PH_hs_0035902
CDC26	PH_hs_0027435
MIR4462	
IMMP1LP1	
MDGA1	PH_hs_0024620
MDGA1	
CNOT8	
CNOT8	PH_hs_0002358
PRPF4	PH_hs_0018186
PRPF4	
RTN3	PH_hs_0030038
RTN3	PH_hs_0033130
RTN3	PH_hs_0038513
RTN3	
ADAMTS17	PH_hs_0025572
ADAMTS17	
OSGIN1	
OSGIN1	PH_hs_0002700
IGF1	PH_hs_0023679
IGF1	
GATA4	PH_hs_0013002
RNA5SP432	
SIRT5	
SIRT5	PH_hs_0023446
HSDL1	PH_hs_0010293
HSDL1	
LINS1	
LINS1	PH_hs_0005874
USP11	PH_hs_0010270
USP11	
KRT18P12	
SPATA45	PH_hs_0031871
PLA2G4A	PH_hs_0012271
PLA2G4A	
PNPLA1	
PNPLA1	PH_hs_0019361
RNF183	PH_hs_0012250
RNF183	
RNF183	PH_hs_0039796
CHAF1A	PH_hs_0004560
CHAF1A	PH_hs_0033183
CHAF1A	
	PH_hs_0036925
CDK6	PH_hs_0002992
CDK6	
WDR31	PH_hs_0008023
WDR31	
DNAAF1	PH_hs_0035782
DNAAF1	
ZFTA	
AVPR1A	PH_hs_0000281
AVPR1A	PH_hs_0004096
AVPR1A	
RN7SL596P	
ASB7	PH_hs_0035834
ASB7	
SPINDOC	PH_hs_0003979
SPINDOC	
SPATA48	
EIF1P3	
TOP1P1	PH_hs_0040715
KIAA1549	PH_hs_0002469
KIAA1549	PH_hs_0023539
RPS3AP9	
LINC02869	PH_hs_0008768
UBXN6	PH_hs_0020404
UBXN6	
FAM3A	PH_hs_0015036
FAM3A	
SDF2	PH_hs_0006545
SDF2	PH_hs_0031571
SDF2	
ATP5MGP1	
MSRB3	PH_hs_0035804
MSRB3	PH_hs_0038155
MSRB3	
ADAD2	PH_hs_0021984
ADAD2	
SRP14P2	PH_hs_0027285
ETNK2	PH_hs_0016621
ETNK2	
SAAL1	
SAAL1	PH_hs_0026621
BSPRY	PH_hs_0006008
CERS3	PH_hs_0025042
CERS3	
MIR3135B	
DAZL	PH_hs_0027670
DAZL	
HDHD3	PH_hs_0000795
RPS12P28	
SUPT6H	
SUPT6H	PH_hs_0032323
ALAD	
ALAD	PH_hs_0040956
SLC38A8	PH_hs_0033948
SLC38A8	
NECAP1P2	
TAF13P2	
DCTN1-AS1	
HES2	
HES2	PH_hs_0006550
	PH_hs_0033522
	PH_hs_0000244
	PH_hs_0037348
HMGA1P8	
TMEM196	PH_hs_0026485
ITGAM	PH_hs_0010328
ITGAM	
PSMB8-AS1	
SHCBP1L	PH_hs_0006136
SHCBP1L	
WDR54	PH_hs_0016106
WDR54	
KNDC1	
KNDC1	PH_hs_0005086
KNDC1	PH_hs_0031405
POLE3	PH_hs_0005994
POLE3	
THRB	PH_hs_0023016
THRB	PH_hs_0032153
THRB	
GPNMB	
GPNMB	PH_hs_0033092
C9orf43	
C9orf43	PH_hs_0011150
MIR4746	
CDC42SE2	PH_hs_0000605
CDC42SE2	
HDGFL2	PH_hs_0028873
HDGFL2	
LINC01602	PH_hs_0039096
RPL23AP22	
LINC01585	
CGAS	PH_hs_0016662
RN7SL363P	
FES	
FES	PH_hs_0000788
RPL26P26	
	PH_hs_0005827
ASIC1	PH_hs_0014150
ASIC1	
HIGD1AP5	
SAA3P	
INO80B	PH_hs_0027446
INO80B	
SPINK1	PH_hs_0024711
RPL10AP5	
LPGAT1	PH_hs_0000421
LPGAT1	
MRGPRX12P	
HFE	
HFE	PH_hs_0023171
IMP3P1	
RN7SL722P	
FAM110B	PH_hs_0002819
FAM110B	
MRGPRX4	
FAM27C	
FAM27C	PH_hs_0037739
GLTPP1	
MRGPRX13P	
MAPK9	PH_hs_0023911
MAPK9	
SLC25A51P4	
SLC25A51P4	PH_hs_0036740
SAA4	PH_hs_0026808
FGF8	PH_hs_0003696
FGF8	
ZNF705CP	
PROX1	
PROX1	PH_hs_0009701
FAM242E	
SAA2-SAA4	PH_hs_0026808
FAM66A	
FAM27E3	
INO80B-WBP1	PH_hs_0000791
INO80B-WBP1	PH_hs_0027446
GDI1	
GDI1	PH_hs_0004253
FAM27B	PH_hs_0037739
FAM90A25P	PH_hs_0037417
RN7SL787P	
RNU6-368P	
ALG1L12P	
	PH_hs_0039726
WBP1	PH_hs_0000791
FOCAD	PH_hs_0023290
FOCAD	
	PH_hs_0037537
SAA2	
ENPP7P6	
IDO1	
IDO1	PH_hs_0000100
RPL23AP18	
BRINP3-DT	
DUTP6	
SLC25A13	PH_hs_0000990
SLC25A13	
PFKFB2	
PFKFB2	PH_hs_0023455
PTCD1	PH_hs_0017509
PTCD1	
GFRA1	PH_hs_0024462
GFRA1	PH_hs_0025961
GFRA1	
RAB34	PH_hs_0015570
RAB34	
ITGAX	
ITGAX	PH_hs_0024365
TAS2R4	PH_hs_0026760
TAS2R4	PH_hs_0036120
MRPL53	PH_hs_0019916
RNA5SP333	
ST13P5	PH_hs_0030343
ST13P5	PH_hs_0034908
CCM2	PH_hs_0001029
CCM2	
OR7E5P	
OR5F1	PH_hs_0026266
OR5F2P	
OR5AQ1P	
CCDC142	PH_hs_0019916
CCDC142	PH_hs_0013944
CCDC142	
OR5J1P	
OR5BE1P	
C12orf75	PH_hs_0015559
C12orf75	
OR8I4P	
OR5BN2P	
OR8H3	
EFR3A	PH_hs_0004786
EFR3A	PH_hs_0035483
EFR3A	
OR5BN1P	
OR8K4P	
PORCN	PH_hs_0018785
PORCN	
OR8K5	
OR5J7P	
OR5J2	PH_hs_0035305
OR8V1P	
OR4V1P	
OR4P1P	
OR5D2P	
VN2R9P	
	PH_hs_0033634
PLIN5	
PLIN5	PH_hs_0040003
OR9L1P	
OR9I3P	
OR9I2P	
OR5BL1P	
TTC31	PH_hs_0001761
TTC31	
OR10Q1	
MIR6128	
RNU1-19P	
SMIM41	
MMRN2	PH_hs_0007291
MMRN2	
KLRC3	
SH2D1A	PH_hs_0009133
SH2D1A	
OR5BB1P	
TNPO3P1	
OR4D8P	
SSU72P1	
OR4D11	
OR4D7P	
HTR2C	PH_hs_0003283
SNCG	PH_hs_0016860
OR5B1P	
OR5B15P	
ZNF268	
OR2AH1P	
TMEM230P2	
OR8U1	
OR5AL2P	
SNRPD2P2	
OR5AL1	
OR8U3	
NENF	PH_hs_0006045
NENF	
OR5M4P	
OR5M9	
ADIRF-AS1	PH_hs_0038752
ADIRF-AS1	
OR5M2P	
HACD4	PH_hs_0031774
HACD4	
ITGAD	
ITGAD	PH_hs_0018594
RPL36AP53	
ADIRF	
OR5M7P	
SNORA35	
LRG1	PH_hs_0001071
LRG1	PH_hs_0039091
MIR764	
MIR1912	
MIR1264	
MIR1298	
MIR1911	
HSPA8P7	
MIR448	
OR5M6P	
OR5M5P	
RPS26P57	
	PH_hs_0030569
	PH_hs_0034239
	PH_hs_0037633
TAFAZZIN	PH_hs_0024811
TAFAZZIN	
	PH_hs_0017600
PTP4A1P7	
IFNNP1	
IFNB1	PH_hs_0031412
LINC01740	
IFNWP4	
TNFAIP8L1	PH_hs_0024000
TNFAIP8L1	PH_hs_0038862
IFNW1	PH_hs_0004197
IFNA21	PH_hs_0031542
LBX2	PH_hs_0034414
LBX2	
BMS1P3	
SMIM27	
SMIM27	PH_hs_0040050
	PH_hs_0034407
ERVV-2	
TATDN3	PH_hs_0018133
TATDN3	
AGAP11	PH_hs_0030569
AGAP11	PH_hs_0034239
AGAP11	PH_hs_0037633
PCGF1	
PCGF1	PH_hs_0015967
FAM25A	
SEC16A	
GAP43	PH_hs_0004558
RUVBL2	
RUVBL2	PH_hs_0028731
RNU6-529P	
SHLD2	
SHLD2	PH_hs_0033905
SHLD2	PH_hs_0040180
BLM	PH_hs_0024362
BLM	
OC90	PH_hs_0033576
COX6A2	
RPL15	PH_hs_0029975
RPL15	PH_hs_0008117
RPL15	
ZNF843	PH_hs_0018626
RN7SL733P	
	PH_hs_0033576
HNRNPA3P4	
RBMXP1	
MYB-AS1	
RAB18	PH_hs_0003381
RAB18	PH_hs_0024980
RAB18	
MIR548A2	
CRYGN	PH_hs_0019124
CRYGN	
ARMC5	PH_hs_0006803
ARMC5	
UTP23	PH_hs_0022199
UTP23	
TLX2	PH_hs_0010073
TLX2	
ZNF92	PH_hs_0030974
ZNF92	
DQX1	PH_hs_0011276
DQX1	
AHI1	PH_hs_0014102
AHI1	
RAD21-AS1	
MIR3610	
AARD	
WDR86	
WDR86	PH_hs_0029330
RN7SL303P	
	PH_hs_0020410
RHOBTB2	
RHOBTB2	PH_hs_0024217
MIR210	
TGFB1I1	
TGFB1I1	PH_hs_0002243
MIR6798	
LHB	PH_hs_0029247
DYRK2	
DYRK2	PH_hs_0010380
	PH_hs_0029804
AUP1	PH_hs_0019545
AUP1	
NTF6A	
RN7SKP187	
ZNF277-AS1	
NTF6G	
MTND5P8	
NTF6B	
MTND6P24	
MTCYBP24	
CGB5	
LINC01231	
IFRD1	PH_hs_0027066
IFRD1	
WASHC4	
WASHC4	PH_hs_0001145
RFX3	PH_hs_0020800
RFX3	PH_hs_0024727
RFX3	
	PH_hs_0029546
	PH_hs_0039999
CNBP	PH_hs_0000280
CNBP	PH_hs_0040434
RN7SL708P	
SNRNP70	PH_hs_0010437
SNRNP70	
TNFRSF10B	PH_hs_0027651
TNFRSF10B	
LINC02862	
ATIC	
ATIC	PH_hs_0005040
ADGRA1	PH_hs_0025391
RPL23A	PH_hs_0030130
RPL23A	PH_hs_0038184
RPL23A	
XPC	PH_hs_0000038
XPC	PH_hs_0030850
XPC	
GPAM	PH_hs_0003119
GPAM	
HMGN1P4	
	PH_hs_0015484
TMEM267	PH_hs_0040183
TMEM267	
SELP	
SELP	PH_hs_0004216
LIN7B	
LIN7B	PH_hs_0023116
	PH_hs_0009384
SNORD42B	
SNORD4A	PH_hs_0030130
SNORD42A	PH_hs_0030130
SNORD42A	PH_hs_0038184
SNORD4B	PH_hs_0030130
SNORD4B	PH_hs_0038184
TLCD1	PH_hs_0016793
TLCD1	
PCDH1	PH_hs_0004610
PCDH1	
KANK1	PH_hs_0004472
KANK1	
KANK1	PH_hs_0011141
KANK1	PH_hs_0006276
	PH_hs_0040857
	PH_hs_0032333
C19orf73	PH_hs_0034878
TNFRSF10C	PH_hs_0006602
TNFRSF10C	PH_hs_0032333
VN1R6P	PH_hs_0027463
ZNF845	
NEK8	
NEK8	PH_hs_0026203
	PH_hs_0002288
LSMEM1	PH_hs_0024555
ZNF525	
ZNF525	PH_hs_0036888
CLDN11	PH_hs_0002685
CLDN11	
FYB1	PH_hs_0023383
FYB1	
TNFRSF10D	PH_hs_0027823
	PH_hs_0036888
NPM1P14	
ZNF765	
ZNF765	PH_hs_0039663
ZNF765	PH_hs_0013979
NOS3	PH_hs_0038843
NOS3	
TECTB	PH_hs_0016813
KANSL2	PH_hs_0013726
KANSL2	
IGF2BP2	PH_hs_0002600
IGF2BP2	
TNFRSF10A	PH_hs_0024607
TNFRSF10A	
MIR6715B	
MIR6715A	
GUCY2GP	PH_hs_0034971
GUCY2GP	
SLC5A2	
RPL39P36	
TPM3P9	
RPL31P58	
SLC4A1APP2	
RSL24D1P4	
ZNF813	PH_hs_0036125
ZNF813	
CAMK1G	PH_hs_0011699
CAMK1G	
TPM3P6	
ZEB1	PH_hs_0012717
ZEB1	
	PH_hs_0019209
TNFRSF10A-AS1	
RPL23AP55	
TNFRSF10A-DT	
TNFRSF10A-DT	PH_hs_0033452
OSTCP3	
RN7SL317P	
RNU6-698P	
CHMP7	PH_hs_0000516
CHMP7	
MIR512-1	
MIR512-2	
MIR1323	
MIR498	
MIR520E	
MIR515-1	
MIR519E	
MIR520F	
MIR515-2	
MIR519C	
MIR1283-1	
MIR520A	
MIR526B	
MIR519B	
MIR525	
MIR523	
MIR518F	
MIR520B	
MIR518B	
SLCO1B3	
SLCO1B3	PH_hs_0030139
MIR526A1	
MIR520C	
MIR518C	
MIR524	
MIR517A	
MIR519D	
MIR521-2	
RNU6-803P	
MIR520D	
MIR517B	
MIR520G	
MIR516B2	
MIR526A2	
MIR518E	
MIR518A1	
RNU6-980P	
MIR518D	
MIR516B1	
MIR518A2	
RUSF1	PH_hs_0000949
RUSF1	
MIR517C	
RN7SL190P	
MIR520H	
RNU6-982P	
MIR521-1	
RNU6-751P	
MIR522	
MIR519A1	
MIR527	
TENM1	PH_hs_0016846
TENM1	PH_hs_0040688
TENM1	
MIR516A1	
MIR1283-2	
RNU6-1041P	
MIR516A2	
MIR519A2	
REXO1	PH_hs_0029398
REXO1	
ZNF672	
ZNF672	PH_hs_0010733
ABCB11	
FURIN	PH_hs_0003807
FURIN	
HHLA1	PH_hs_0014758
MIR6893	
TONSL-AS1	
LINC02771	
CYHR1	PH_hs_0040398
CYHR1	
CYHR1	PH_hs_0016267
MOCS2	
MOCS2	PH_hs_0029286
SPATS2	
SPATS2	PH_hs_0009199
LINC01735	
LAMB3	PH_hs_0020618
LAMB3	
LINC01028	PH_hs_0019769
KCNJ2	
KCNJ2	PH_hs_0000207
MIR1909	PH_hs_0029398
CALM2P1	
ZACN	
ZACN	PH_hs_0016159
KLF16	PH_hs_0029197
KLF16	
UBE2V1P6	
	PH_hs_0037146
ZNF80	
AHSP	PH_hs_0014143
ABHD17A	PH_hs_0029918
ABHD17A	PH_hs_0041137
LRP2	PH_hs_0023246
LRP2	
KIFC2	PH_hs_0026252
KIFC2	
GALR2	PH_hs_0009600
LINC02190	PH_hs_0017579
LINC02190	
ALDH1L1	PH_hs_0025337
ALDH1L1	
ALDH1L1	PH_hs_0039343
TLR8	PH_hs_0014076
VN1R64P	
VN1R65P	
FRG2KP	
FRG2KP	PH_hs_0033637
ASIC3	
TMSB4X	
YBX3P1	PH_hs_0031715
YBX3P1	PH_hs_0033637
KRBOX5P1	
VN1R66P	
EXOC7	PH_hs_0026682
EXOC7	
ARL6IP1P2	
RNU6-811P	
CDIPT	PH_hs_0027227
CDIPT	
LINC00993	
SCAMP4	
SCAMP4	PH_hs_0040719
FAM9C	PH_hs_0028075
FAM9C	
RN7SL314P	
TMEM161BP1	
VN1R53P	
FOXH1	PH_hs_0009678
TUBGCP2	PH_hs_0008756
TUBGCP2	PH_hs_0028259
TUBGCP2	
PPP1R16A	PH_hs_0020642
PPP1R16A	
JPX	
SCT	PH_hs_0029684
P4HA2-AS1	
ISG20	PH_hs_0022269
ISG20	
MIR6830	
PDLIM4	
PDLIM4	PH_hs_0019803
PANO1	
LINC02547	PH_hs_0034530
LINC02989	
PARVA	
PARVA	PH_hs_0003199
PARVA	PH_hs_0020063
PARVA	PH_hs_0040988
PPIB	PH_hs_0025361
PPIB	
CPEB1-AS1	
CPEB1-AS1	PH_hs_0020321
ACAD10	
ACAD10	PH_hs_0032689
AP3B2	PH_hs_0029416
AP3B2	
CDK5	PH_hs_0029292
CDK5	PH_hs_0031953
CDK5	
SLC22A4	PH_hs_0021042
SLC22A4	
OR4P4	
OR4A11P	
ADAT3	
DSTYK	PH_hs_0000697
DSTYK	
OR4A12P	
OR4A9P	
OR4X7P	
OR4A10P	
OR4A17P	
CSNK1G2	PH_hs_0029356
CSNK1G2	PH_hs_0032034
CSNK1G2	
OR4A13P	
OR4A50P	
MIR3936	
ZDHHC6	
ZDHHC6	PH_hs_0001951
GPT	PH_hs_0029068
GPT	
OR10G6	
C5orf22	PH_hs_0009101
C5orf22	
OR10G5P	
OR10G9	
MEMO1P4	
OR10D5P	
RNU7-69P	
CHCHD2P1	
MIR130A	
XIAP	PH_hs_0041066
XIAP	
XIAP	PH_hs_0023989
TTC9C	PH_hs_0031140
TTC9C	PH_hs_0002691
TTC9C	
ASPHD1	PH_hs_0016119
LINC00632	PH_hs_0015983
LINC00632	PH_hs_0036734
LINC00632	
ZBTB3	
ZBTB3	PH_hs_0026599
POLR2G	PH_hs_0035361
POLR2G	PH_hs_0001400
TMUB1	PH_hs_0028015
TMUB1	
KCTD13-DT	
	PH_hs_0002505
RNU6-363P	
CDR1	PH_hs_0026125
P4HA2	PH_hs_0022260
P4HA2	
MFSD3	PH_hs_0000790
MFSD3	PH_hs_0040192
ALDOA	PH_hs_0028065
ALDOA	
ZNF804A	PH_hs_0031922
CASK	PH_hs_0000403
CASK	PH_hs_0023503
CASK	
AGAP3	
AGAP3	PH_hs_0023223
CSNK1G2-AS1	
RPL23AP33	
EEF1A1P12	
ACTL9	PH_hs_0032174
CD8B2	
RPL23AP78	
LINC01710	
TAF6L	
TAF6L	PH_hs_0007847
RECQL4	PH_hs_0002676
RECQL4	
IPO8P1	
AHCYP8	
LSM7	PH_hs_0026772
LSM7	
ARHGEF10L	PH_hs_0020594
ARHGEF10L	
CEP57L1P1	PH_hs_0033639
EIF4EBP2	PH_hs_0014304
EIF4EBP2	PH_hs_0039711
NODAL	PH_hs_0029901
KCNC2	PH_hs_0016696
KCNC2	
COL3A1	PH_hs_0025910
COL3A1	
YY1P1	
HMCN2	PH_hs_0031144
HMCN2	PH_hs_0034331
HMCN2	PH_hs_0035198
HMCN2	
HMCN2	PH_hs_0033934
TIMM13	PH_hs_0022184
EBF3	
PARL	PH_hs_0001259
PARL	PH_hs_0031004
PARL	
TMEM223	PH_hs_0036151
LMNB2	PH_hs_0022184
LMNB2	PH_hs_0027690
LMNB2	
TMEM179B	
TMEM179B	PH_hs_0007847
MIR6748	
NXF1	PH_hs_0016105
NXF1	PH_hs_0036151
NXF1	
MIR7108	
LINC01775	
C10orf143	PH_hs_0041184
C10orf143	
ZFC3H1	PH_hs_0025377
ZFC3H1	
GADD45B	
CTAGE7P	PH_hs_0038057
PPIAP32	
GLRX3	
GLRX3	PH_hs_0003122
PTGS1	
PTGS1	PH_hs_0004951
TSNAX	
TSNAX	PH_hs_0005231
LINC01864	
LINC01138	
ZNF787	PH_hs_0024576
ZNF787	PH_hs_0033110
ZNF787	
POU4F3	PH_hs_0029500
ZNF444	
BEND7-DT	
RPL6P24	
RNA5SP301	
LINC02769	
	PH_hs_0023595
ACSL5	
RNA5SP196	
RN7SL791P	
NOS1AP	PH_hs_0007595
NOS1AP	PH_hs_0021185
NOS1AP	PH_hs_0017485
DROSHA	PH_hs_0025710
DROSHA	
LRRC14	
LRRC14	PH_hs_0009378
CCNL1	
CCNL1	PH_hs_0000491
CCNL1	PH_hs_0040805
GALP	PH_hs_0014699
GALP	
MIR1245A	
MIR1245B	
MIR3606	
CCDC140	PH_hs_0016914
NEDD1	PH_hs_0001372
NEDD1	
LRRC24	
SNRPGP15	
PTCD3	
PTCD3	PH_hs_0023804
TECR	
TECR	PH_hs_0015721
TECR	PH_hs_0037993
C8orf82	PH_hs_0035084
C8orf82	
GARIN4	PH_hs_0007546
	PH_hs_0020714
MIR6514	PH_hs_0016105
MIR6514	PH_hs_0036151
	PH_hs_0019737
RNU6-118P	
RNPEP	
RNPEP	PH_hs_0014660
STX5-DT	
TEX54	
RNU2-2P	
SNORD22	PH_hs_0020115
SNORD22	PH_hs_0037289
SNORD30	
SNORD28	
SNORD27	
SNORD26	
SNORD25	
MIR130AHG	
MIR130AHG	PH_hs_0017191
YPEL4	PH_hs_0008213
YPEL4	
ZNF517	
ASB10	PH_hs_0015687
ASB10	
MRPS34	PH_hs_0009505
MRPS34	PH_hs_0035620
ZDHHC5	
ZDHHC5	PH_hs_0002413
MIR107	
PANK1-AS1	
IQCA1L	PH_hs_0033835
IQCA1L	
MIR5100	
SPSB3	PH_hs_0027064
SPSB3	
LINC02623	
LINC01264	
RET	PH_hs_0032778
RET	
OR1L3	
TTLL11	PH_hs_0020820
TTLL11	PH_hs_0025403
TTLL11	PH_hs_0017171
TTLL11	PH_hs_0010407
ABCF2	PH_hs_0025694
ABCF2	
SNORD94	
MIR4779	
MRPL35	PH_hs_0025280
MRPL35	
MRPL48	PH_hs_0004718
MRPL48	
AMBP	PH_hs_0004395
AMBP	
NCEH1	PH_hs_0002013
NCEH1	
KDM3A	
KDM3A	PH_hs_0016064
RNU6-456P	
RN7SL541P	
PPP2R2B	PH_hs_0018541
PPP2R2B	
ANGEL2	PH_hs_0041030
ANGEL2	
KIF12	
KIF12	PH_hs_0002470
TMEM43	PH_hs_0022442
TMEM43	PH_hs_0039906
TMEM43	
MIR639	
NDUFB7	PH_hs_0030179
NDUFB7	
HERPUD2	PH_hs_0025175
HERPUD2	
TNS2	PH_hs_0000625
TNS2	
RN7SL337P	
RN7SL842P	
NUBP2	
NUBP2	PH_hs_0013494
NUBP2	PH_hs_0039017
MIR6868	
FOXJ1	PH_hs_0032914
MEGF8	PH_hs_0006096
MEGF8	PH_hs_0009572
MEGF8	PH_hs_0018644
MEGF8	
RNF157-AS1	
LINC02843	PH_hs_0020205
LINC02843	
OR1D4	
OR1D3P	
SKA2	PH_hs_0004102
SKA2	
HERPUD2-AS1	PH_hs_0040432
ITLN1	PH_hs_0003504
ITLN1	
NPR2	PH_hs_0004528
LINC03013	
LINC03013	PH_hs_0032587
RSBN1L	PH_hs_0013921
RSBN1L	PH_hs_0021519
RSBN1L	
RNU2-58P	
MIR454	
MIR301A	
PRR11	
PRR11	PH_hs_0028069
CSGALNACT2-DT	
CSGALNACT2	
RASGEF1A	PH_hs_0031619
RASGEF1A	
TBL1XR1	PH_hs_0002711
TBL1XR1	PH_hs_0025713
TBL1XR1	PH_hs_0033440
TBL1XR1	
KIAA0040	PH_hs_0024088
KIAA0040	
RN7SKP243	
MIX23P5	
COA4	PH_hs_0031137
COA4	
EIF3H	PH_hs_0022397
EIF3H	
TMEM60	PH_hs_0001677
OR13J1	
FBP2P1	
DDX3ILA1	
RGSL1	PH_hs_0034217
RGSL1	
RGSL1	PH_hs_0015821
RGSL1	PH_hs_0006724
ELF2P3	
NPAP1P7	
CTSLP8	
RPL13AP17	PH_hs_0032882
RPL13AP17	
LINC02633	
RNU6ATAC11P	
RPL5P26	
SPATA31E1	PH_hs_0029171
SPATA31E1	PH_hs_0030666
SPATA31E1	PH_hs_0030785
MAGI2-AS1	
	PH_hs_0000751
PAAF1	PH_hs_0024753
PAAF1	
MAGI2-AS2	
RNU6-337P	
RTN4RL1	PH_hs_0002009
COL13A1	PH_hs_0012290
COL13A1	
PTCH1	PH_hs_0027903
PTCH1	
RNU6-530P	
NUP35P2	
DPH1	
DPH1	PH_hs_0039631
MAGI2	PH_hs_0001979
MAGI2	
IGFALS	PH_hs_0040074
AKIRIN2	PH_hs_0022994
AKIRIN2	PH_hs_0032149
AKIRIN2	
KRT8P48	
PPP2R2B-IT1	
HAGH	
HAGH	PH_hs_0009364
COL14A1	
COL14A1	PH_hs_0019132
RN7SL183P	
STK32A-AS1	
SPACA1	PH_hs_0009793
	PH_hs_0033404
FNDC9	PH_hs_0033404
NIPAL4-DT	
NIPAL4	
NIPAL4	PH_hs_0000477
ACTBP8	
ORC3	PH_hs_0023732
ORC3	
MIR8077	
CNFN	PH_hs_0008936
LIPE	PH_hs_0027734
LIPE	
HMGCR	
HMGCR	PH_hs_0001121
CXCL17	
DISC1-IT1	
UBE2F-SCLY	PH_hs_0026768
UBE2F-SCLY	PH_hs_0034340
UBE2F-SCLY	PH_hs_0022726
RNU4-60P	
LINC01346	
CEACAM1	PH_hs_0026812
CEACAM1	
OVCA2	
RPS26P13	
EXOC8	PH_hs_0017264
RNU6-1333P	
GAPDHP75	
DPH1-AS1	PH_hs_0030830
CCNQP1	
MIR132	
MIR212	
BRINP2	PH_hs_0001887
BRINP2	
HIC1	PH_hs_0037910
HIC1	
HIC1	PH_hs_0031299
SCLY	PH_hs_0026768
SCLY	PH_hs_0034340
SCLY	
SMG6	PH_hs_0026197
SMG6	
KCNH1-IT1	
NEK7	PH_hs_0027102
NEK7	PH_hs_0040147
NEK7	
VAC14	
VAC14	PH_hs_0026022
VAC14	PH_hs_0039895
VAC14	PH_hs_0015449
PGBD5	PH_hs_0001148
PGBD5	
KIAA0319	PH_hs_0002330
MAPK10-AS1	PH_hs_0018449
RN7SKP96	
MIR4452	
MAP6D1	PH_hs_0011947
MAP6D1	
GABRA2	PH_hs_0005075
GABRA2	PH_hs_0003391
GABRA2	
TM4SF19	PH_hs_0025613
